energy,energy_mean,energy_var,order,order_mean,order_var
-1.16,-1.08541,6.97642e-05,0.16,0.130811,0.000899047
-1.16,-1.0864,7.17761e-05,0.18,0.131467,0.000893349
-1.16,-1.08737,7.36679e-05,0.18,0.132105,0.000887636
-1.16,-1.08831,7.54286e-05,0.16,0.132468,0.000877978
-1.16,-1.08923,7.70851e-05,0.14,0.132564,0.000866721
-1.18,-1.09038,8.02643e-05,0.12,0.132405,0.000856008
-1.16,-1.09125,8.16608e-05,0.1,0.132,0.000847797
-1.12,-1.09161,8.10416e-05,0.12,0.131852,0.000837556
-1.12,-1.09195,8.04299e-05,0.14,0.131951,0.000827378
-1.1,-1.09205,7.94798e-05,0.16,0.132289,0.000819184
-1.1,-1.09214,7.85527e-05,0.14,0.132381,0.000809456
-1.1,-1.09224,7.7649e-05,0.12,0.132235,0.00080018
-1.1,-1.09233,7.67611e-05,0.1,0.13186,0.000793182
-1.1,-1.09241,7.58912e-05,0.08,0.131264,0.000790142
-1.08,-1.09227,7.50851e-05,0.1,0.130909,0.000783281
-1.1,-1.09236,7.4254e-05,0.08,0.130337,0.000780204
-1.08,-1.09222,7.3487e-05,0.06,0.129556,0.000782432
-1.12,-1.09253,7.30027e-05,0.04,0.128571,0.000791365
-1.12,-1.09283,7.25256e-05,0.02,0.127391,0.000808294
-1.12,-1.09312,7.20527e-05,0,0.126022,0.000834408
-1.12,-1.09341,7.15797e-05,0.02,0.124894,0.000849352
-1.1,-1.09347,7.08423e-05,0.04,0.124,0.000855489
-1.1,-1.09354,7.01091e-05,0.02,0.122917,0.000869017
-1.14,-1.09402,7.02612e-05,0,0.12165,0.000891116
-1.14,-1.09449,7.03944e-05,0.02,0.120612,0.000903016
-1.14,-1.09495,7.05156e-05,0.02,0.119596,0.000914251
-1.12,-1.0952,7.00533e-05,0,0.1184,0.000933623
-1.14,-1.09564,7.01453e-05,0.02,0.117426,0.00094346
-1.12,-1.09588,6.96837e-05,0.04,0.116667,0.000945873
-1.12,-1.09612,6.92124e-05,0.02,0.115728,0.000954744
-1.12,-1.09635,6.87663e-05,0.04,0.115,0.000956503
-1.14,-1.09676,6.88183e-05,0.02,0.114095,0.000964496
-1.16,-1.09736,6.96784e-05,0,0.113019,0.000979873
-1.16,-1.09794,7.04735e-05,0.02,0.11215,0.000986802
-1.18,-1.0987,7.23135e-05,0.04,0.111482,0.000987219
-1.2,-1.09963,7.5408e-05,0.02,0.110642,0.000993434
-1.18,-1.10036,7.70715e-05,0.04,0.11,0.000993393
-1.2,-1.10126,7.99506e-05,0.06,0.10955,0.000988867
-1.16,-1.10179,8.04704e-05,0.08,0.109286,0.000981517
-1.14,-1.10212,8.02647e-05,0.1,0.109204,0.000972906
-1.14,-1.10246,8.00642e-05,0.08,0.108947,0.000965792
-1.18,-1.10313,8.14463e-05,0.06,0.108522,0.000961487
-1.18,-1.10379,8.27873e-05,0.04,0.107931,0.000961222
-1.18,-1.10445,8.40668e-05,0.06,0.107521,0.000956862
-1.14,-1.10475,8.37778e-05,0.04,0.106949,0.000956411
-1.14,-1.10504,8.34846e-05,0.02,0.106219,0.000961012
-1.12,-1.10517,8.28674e-05,0.04,0.105667,0.000960245
-1.1,-1.10512,8.21822e-05,0.02,0.104959,0.000964372
-1.14,-1.10541,8.1895e-05,0,0.104098,0.000974462
-1.14,-1.10569,8.16181e-05,0,0.103252,0.000984095
-1.14,-1.10597,8.13328e-05,0.02,0.102581,0.000987273
-1.12,-1.10608,8.07406e-05,0,0.10176,0.000996148
-1.1,-1.10603,8.00959e-05,0.02,0.101111,0.000998789
-1.06,-1.10567,8.01344e-05,0,0.100315,0.00100696
-1.06,-1.10531,8.01519e-05,0.02,0.0996876,0.00100911
-1.04,-1.10481,8.08601e-05,0,0.0989148,0.00101664
-1.04,-1.10431,8.1527e-05,0,0.0981539,0.00102381
-1.02,-1.10366,8.30685e-05,0.02,0.0975573,0.00102526
-1.02,-1.10303,8.45553e-05,0.04,0.0971213,0.00102245
-1.04,-1.10256,8.51172e-05,0.06,0.0968422,0.00101678
-1.04,-1.10209,8.56491e-05,0.04,0.096418,0.00101395
-1.04,-1.10163,8.61613e-05,0.02,0.0958519,0.00101504
-1.02,-1.10103,8.74782e-05,0,0.0951471,0.00102103
-1.04,-1.10058,8.79314e-05,0.02,0.0945986,0.00102177
-1.04,-1.10015,8.83546e-05,0,0.0939131,0.00102728
-1.04,-1.09971,8.87637e-05,0.02,0.0933814,0.00102769
-1.04,-1.09929,8.91526e-05,0,0.0927144,0.00103276
-1.02,-1.09872,9.02952e-05,0.02,0.0921987,0.00103288
-1,-1.09803,9.23957e-05,0,0.0915494,0.00103753
-1.02,-1.09748,9.34446e-05,0.02,0.091049,0.00103738
-1,-1.09681,9.54342e-05,0,0.0904168,0.00104164
-1.02,-1.09628,9.63935e-05,0.02,0.0899311,0.00104125
-1.02,-1.09575,9.73321e-05,0,0.0893152,0.00104514
-1.02,-1.09524,9.82139e-05,0.02,0.0888436,0.00104452
-1,-1.09459,9.99965e-05,0,0.0882433,0.00104808
-1.02,-1.09409,0.000100821,0.02,0.0877853,0.00104725
-1.02,-1.0936,0.0001016,0.02,0.0873334,0.00104635
-1.04,-1.09325,0.00010169,0.04,0.08702,0.00104234
-1.04,-1.0929,0.00010177,0.06,0.0868422,0.0010364
-1.06,-1.09268,0.000101381,0.08,0.0867975,0.00102964
-1.06,-1.09247,0.000100994,0.1,0.0868832,0.00102314
-1.04,-1.09213,0.000101058,0.08,0.0868388,0.00101656
-1.06,-1.09192,0.000100676,0.1,0.0869232,0.00101022
-1.08,-1.09185,0.000100063,0.08,0.0868791,0.00100381
-1.1,-1.0919,9.94445e-05,0.06,0.086709,0.000998327
-1.1,-1.09195,9.8826e-05,0.04,0.0864152,0.000994753
-1.1,-1.092,9.82181e-05,0.02,0.0860001,0.00099401
-1.08,-1.09193,9.76408e-05,0.04,0.0857144,0.000990426
-1.06,-1.09173,9.72878e-05,0.06,0.0855557,0.000985091
-1.02,-1.09129,9.79453e-05,0.04,0.0852762,0.000981556
-1.02,-1.09085,9.85815e-05,0.04,0.0850001,0.000978034
-1,-1.0903,9.9978e-05,0.02,0.0846062,0.000977192
-1,-1.08976,0.000101344,0.04,0.0843375,0.000973667
-0.98,-1.0891,0.000103615,0.02,0.0839522,0.000972758
-0.96,-1.08833,0.000106962,0,0.0834525,0.000975324
-0.96,-1.08757,0.000110226,0.02,0.083077,0.000974283
-0.98,-1.08694,0.000112298,0.04,0.0828236,0.000970701
-0.98,-1.08632,0.000114314,0.02,0.0824562,0.000969607
-0.98,-1.0857,0.000116273,0,0.0819768,0.000971843
-1.02,-1.08532,0.000116602,0.02,0.0816186,0.000970633
-1,-1.08483,0.000117595,0.04,0.0813794,0.000967014
-1,-1.08434,0.000118564,0.02,0.0810287,0.000965762
-0.98,-1.08375,0.000120363,0.04,0.0807956,0.000962156
-0.98,-1.08316,0.000122113,0.02,0.0804521,0.000960865
-1,-1.0827,0.000122975,0,0.0800001,0.000962709
-1.04,-1.08246,0.000122693,0.02,0.0796649,0.000961323
-1.04,-1.08222,0.000122415,0.04,0.0794445,0.000957701
-1.04,-1.08199,0.00012214,0.06,0.0793371,0.000952798
-1.02,-1.08165,0.00012231,0.08,0.0793408,0.000947534
-1.02,-1.08131,0.000122458,0.06,0.0792351,0.000942737
-1.04,-1.08109,0.000122165,0.04,0.0790218,0.000939258
-1,-1.08065,0.000122927,0.02,0.0787028,0.00093792
-1,-1.08022,0.000123659,0.04,0.0784947,0.000934461
-1,-1.07979,0.000124363,0.06,0.0783958,0.000929802
-1.02,-1.07947,0.000124464,0.08,0.0784044,0.000924833
-1.02,-1.07915,0.000124547,0.06,0.078307,0.000920272
-1.04,-1.07895,0.000124212,0.04,0.0781054,0.000916948
-1.04,-1.07874,0.000123876,0.02,0.0778012,0.000915657
-1.04,-1.07854,0.000123542,0,0.0773959,0.000917168
-1.04,-1.07834,0.000123206,0.02,0.0770986,0.000915805
-1.02,-1.07804,0.000123272,0.04,0.0769073,0.000912479
-1.02,-1.07774,0.000123325,0.02,0.0766155,0.000911097
-1.04,-1.07755,0.000122979,0.04,0.0764287,0.000907792
-1.08,-1.07756,0.000122355,0.06,0.0763453,0.000903435
-1.06,-1.07747,0.000121801,0.08,0.0763637,0.000898862
-1.06,-1.07739,0.000121249,0.08,0.076382,0.000894336
-1.08,-1.0774,0.000120638,0.1,0.0765001,0.000890399
-1.08,-1.07741,0.000120041,0.1,0.076617,0.000886497
-1.1,-1.07752,0.000119536,0.08,0.0766338,0.000882098
-1.12,-1.07773,0.000119299,0.1,0.0767489,0.000878269
-1.12,-1.07794,0.000119071,0.12,0.0769609,0.000875776
-1.12,-1.07815,0.000118831,0.1,0.0770733,0.000872001
-1.14,-1.07845,0.000118993,0.08,0.0770875,0.000867756
-1.14,-1.07874,0.000119149,0.1,0.0771982,0.00086405
-1.14,-1.07904,0.00011929,0.1,0.0773078,0.000860376
-1.14,-1.07933,0.000119423,0.12,0.0775121,0.000857984
-1.14,-1.07962,0.000119561,0.1,0.0776192,0.00085436
-1.12,-1.07981,0.000119304,0.08,0.0776305,0.000850297
-1.12,-1.08,0.000119047,0.06,0.0775473,0.000846561
-1.12,-1.08019,0.00011879,0.08,0.0775588,0.000842573
-1.1,-1.08028,0.000118301,0.06,0.0774767,0.000838906
-1.1,-1.08037,0.00011781,0.04,0.0773024,0.000836292
-1.1,-1.08046,0.000117336,0.02,0.0770372,0.000835442
-1.08,-1.08046,0.000116783,0,0.0766822,0.000837044
-1.06,-1.08037,0.000116327,0.02,0.0764221,0.000836135
-1.06,-1.08027,0.000115871,0,0.0760732,0.000837633
-1.06,-1.08018,0.000115418,0.02,0.0758183,0.000836666
-1.04,-1.08,0.000115194,0.04,0.0756562,0.000834024
-1.04,-1.07982,0.000114956,0.06,0.0755857,0.000830471
-1.04,-1.07964,0.000114733,0.08,0.0756055,0.000826748
-1.04,-1.07946,0.0001145,0.06,0.0755358,0.000823258
-1.02,-1.0792,0.000114616,0.04,0.0753779,0.000820705
-1.02,-1.07894,0.000114728,0.06,0.0753099,0.000817267
-1,-1.07859,0.000115317,0.08,0.0753305,0.00081367
-0.98,-1.07816,0.000116518,0.06,0.0752633,0.000810292
-0.98,-1.07773,0.000117695,0.06,0.0751966,0.000806941
-1,-1.07739,0.000118225,0.08,0.0752175,0.000803438
-0.96,-1.07688,0.000120095,0.1,0.0753248,0.000800476
-0.92,-1.07621,0.000123815,0.08,0.0753449,0.00079703
-0.94,-1.07562,0.000126465,0.1,0.0754508,0.000794116
-0.94,-1.07504,0.00012907,0.12,0.0756411,0.000792404
-0.96,-1.07455,0.000130765,0.14,0.075915,0.000792543
-0.98,-1.07415,0.000131721,0.12,0.0761018,0.000790817
-0.98,-1.07376,0.000132668,0.14,0.0763714,0.000790912
-0.94,-1.07319,0.000135111,0.12,0.0765547,0.000789174
-0.96,-1.07272,0.000136692,0.1,0.0766528,0.000786318
-0.96,-1.07225,0.000138232,0.1,0.0767501,0.000783482
-0.96,-1.07178,0.000139757,0.08,0.0767636,0.000780226
-0.96,-1.07132,0.000141244,0.1,0.0768596,0.000777435
-0.92,-1.0707,0.000144419,0.12,0.0770372,0.000775754
-0.94,-1.07016,0.000146625,0.14,0.0772952,0.000775811
-0.92,-1.06955,0.000149716,0.16,0.0776328,0.000778216
-0.92,-1.06894,0.000152734,0.16,0.0779676,0.000780555
-0.9,-1.06826,0.000156739,0.14,0.0782187,0.000780498
-0.88,-1.0675,0.000161811,0.12,0.0783872,0.000778745
-0.9,-1.06683,0.00016567,0.1,0.078474,0.00077598
-0.9,-1.06616,0.000169461,0.12,0.0786401,0.000774243
-0.9,-1.0655,0.000173188,0.1,0.0787252,0.00077151
-0.88,-1.06476,0.000177962,0.08,0.0787303,0.000768438
-0.88,-1.06403,0.00018264,0.06,0.0786562,0.000765665
-0.92,-1.06346,0.00018519,0.08,0.0786615,0.00076264
-0.92,-1.0629,0.000187685,0.06,0.0785884,0.000759911
-0.92,-1.06234,0.000190138,0.04,0.0784376,0.000758094
-0.92,-1.06179,0.000192541,0.02,0.0782102,0.000757791
-0.94,-1.06132,0.0001941,0.04,0.0780621,0.000755974
-0.94,-1.06085,0.000195618,0.02,0.077838,0.000755647
-0.92,-1.06031,0.000197907,0,0.0775386,0.00075739
-0.88,-1.05962,0.000202126,0.02,0.0773181,0.000757014
-0.84,-1.05878,0.000208714,0,0.077023,0.000758676
-0.88,-1.0581,0.000212785,0.02,0.0768062,0.000758254
-0.9,-1.0575,0.000215759,0.04,0.0766668,0.000756397
-0.9,-1.05691,0.000218688,0.02,0.076453,0.000755955
-0.9,-1.05632,0.000221576,0.04,0.0763159,0.000754101
-0.92,-1.05581,0.00022352,0.06,0.0762548,0.000751466
-0.92,-1.0553,0.000225425,0.08,0.0762688,0.000748662
-0.94,-1.05487,0.000226565,0.1,0.076357,0.000746287
-0.94,-1.05444,0.000227678,0.08,0.0763705,0.000743523
-0.96,-1.0541,0.000228154,0.1,0.0764577,0.000741181
-0.96,-1.05375,0.000228624,0.1,0.0765442,0.000738853
-0.98,-1.05348,0.000228572,0.12,0.0767034,0.00073752
-1,-1.05328,0.000228158,0.14,0.0769344,0.000737743
-1,-1.05309,0.000227739,0.16,0.0772365,0.000740069
-1.02,-1.05297,0.000227073,0.18,0.0776088,0.00074503
-1.02,-1.05285,0.000226414,0.18,0.0779785,0.0007499
-1,-1.05266,0.000225999,0.2,0.0784174,0.000757905
-1,-1.05247,0.000225578,0.18,0.0787815,0.000762575
-1.02,-1.05236,0.000224923,0.16,0.0790716,0.000764554
-1,-1.05217,0.000224513,0.18,0.0794307,0.000769074
-0.98,-1.05192,0.000224455,0.16,0.0797164,0.000770941
-0.98,-1.05166,0.000224383,0.18,0.0800708,0.000775314
-0.98,-1.05141,0.000224319,0.18,0.0804227,0.000779607
-1,-1.05123,0.000223901,0.2,0.0808422,0.000786896
-0.98,-1.05098,0.000223823,0.18,0.0811889,0.00079101
-0.98,-1.05073,0.000223739,0.2,0.0816029,0.000798081
-1.02,-1.05063,0.000223091,0.18,0.0819446,0.000802024
-1.04,-1.05059,0.00022234,0.2,0.0823531,0.000808884
-1,-1.05041,0.000221919,0.22,0.0828277,0.000819152
-1.04,-1.05038,0.000221159,0.2,0.0832304,0.000825763
-1.04,-1.05034,0.000220413,0.18,0.0835618,0.000829339
-1.04,-1.05031,0.000219671,0.2,0.0839592,0.000835754
-1.04,-1.05027,0.000218934,0.22,0.0844219,0.000845491
-1.02,-1.05017,0.000218316,0.2,0.0848137,0.000851672
-1,-1.05,0.000217907,0.18,0.0851353,0.000854907
-1,-1.04983,0.00021751,0.18,0.0854547,0.000858079
-1.02,-1.04973,0.000216904,0.2,0.0858391,0.000863995
-1,-1.04957,0.000216498,0.18,0.086154,0.000867026
-1.04,-1.04953,0.000215786,0.16,0.0864001,0.000867762
-1.04,-1.0495,0.00021508,0.14,0.0865782,0.000866778
-1.06,-1.04954,0.000214377,0.16,0.0868213,0.000867469
-1.04,-1.04951,0.000213678,0.14,0.0869968,0.000866463
-1,-1.04934,0.000213291,0.12,0.0871054,0.00086432
-0.98,-1.04912,0.000213221,0.1,0.0871477,0.000861586
-0.98,-1.04889,0.00021314,0.12,0.087255,0.000859466
-0.98,-1.04867,0.000213056,0.14,0.0874269,0.00085847
-0.98,-1.04844,0.000212975,0.12,0.0875326,0.000856363
-0.98,-1.04822,0.000212891,0.1,0.087573,0.000853683
-0.96,-1.04794,0.000213201,0.08,0.0875485,0.000850957
-0.96,-1.04765,0.000213521,0.06,0.08746,0.0008487
-0.98,-1.04744,0.000213416,0.08,0.087436,0.000846007
-0.98,-1.04722,0.000213309,0.1,0.0874762,0.000843396
-0.98,-1.04701,0.000213209,0.1,0.0875161,0.000840802
-0.98,-1.04679,0.000213097,0.08,0.0874922,0.00083816
-0.98,-1.04658,0.000212985,0.1,0.0875318,0.000835598
-0.98,-1.04637,0.000212861,0.08,0.087508,0.000832989
-0.96,-1.0461,0.000213135,0.06,0.0874215,0.000830838
-0.96,-1.04583,0.000213408,0.04,0.0872729,0.000829635
-1,-1.04569,0.000212996,0.06,0.0871876,0.000827499
-0.98,-1.04548,0.000212863,0.08,0.0871653,0.000824945
-0.98,-1.04528,0.000212735,0.06,0.0870809,0.000822834
-0.98,-1.04508,0.0002126,0.08,0.087059,0.000820309
-0.96,-1.04482,0.000212838,0.06,0.0869754,0.000818222
-0.96,-1.04455,0.000213067,0.08,0.086954,0.000815726
-0.96,-1.0443,0.000213285,0.1,0.086994,0.000813321
-0.96,-1.04404,0.000213506,0.08,0.0869726,0.000810856
-0.92,-1.04366,0.000214726,0.06,0.0868904,0.00080882
-0.92,-1.04328,0.000215925,0.08,0.0868694,0.000806383
-0.88,-1.04279,0.000218497,0.06,0.086788,0.000804369
-0.84,-1.04218,0.000222807,0.04,0.0866467,0.000803255
-0.86,-1.04163,0.000226134,0.06,0.0865664,0.000801256
-0.84,-1.04102,0.000230332,0.08,0.0865467,0.000798868
-0.82,-1.04036,0.000235493,0.1,0.086587,0.000796577
-0.84,-1.03976,0.00023958,0.08,0.0865673,0.000794219
-0.84,-1.03917,0.000243618,0.06,0.0864882,0.000792268
-0.86,-1.03864,0.000246707,0.08,0.086469,0.000789935
-0.86,-1.03811,0.000249761,0.06,0.0863907,0.000788006
-0.88,-1.03764,0.000251966,0.04,0.0862538,0.000786944
-0.86,-1.03712,0.000254935,0.02,0.086059,0.000787204
-0.86,-1.0366,0.000257874,0,0.0858066,0.000789233
-0.88,-1.03614,0.000259982,0.02,0.0856142,0.000789451
-0.9,-1.03574,0.000261378,0,0.0853646,0.000791416
-0.92,-1.03541,0.000262172,0.02,0.0851746,0.000791593
-0.94,-1.03513,0.000262468,0.04,0.0850436,0.000790475
-0.96,-1.03491,0.000262363,0.02,0.0848556,0.000790629
-0.96,-1.0347,0.000262253,0.04,0.0847264,0.000789503
-0.94,-1.03443,0.000262526,0.06,0.0846553,0.00078758
-0.92,-1.0341,0.000263269,0.04,0.0845274,0.000786459
-0.94,-1.03383,0.000263523,0.02,0.084343,0.000786585
-0.94,-1.03356,0.000263765,0.02,0.0841597,0.000786697
-0.94,-1.0333,0.00026401,0,0.0839206,0.00078848
-0.94,-1.03303,0.000264247,0.02,0.0837395,0.000788554
-0.94,-1.03277,0.000264477,0.04,0.083616,0.000787401
-0.96,-1.03256,0.000264325,0.06,0.0835494,0.000785491
-0.96,-1.03236,0.000264175,0.04,0.0834271,0.000784344
-0.96,-1.03216,0.000264024,0.02,0.0832494,0.000784394
-0.96,-1.03196,0.00026387,0.04,0.0831286,0.000783242
-0.98,-1.03181,0.000263435,0.02,0.0829528,0.000783275
-0.96,-1.03161,0.000263268,0,0.0827224,0.000784916
-0.96,-1.03141,0.000263108,0.02,0.0825486,0.000784915
-1,-1.03133,0.00026249,0,0.0823206,0.000786505
-1,-1.03124,0.000261871,0.02,0.0821489,0.000786472
-0.96,-1.03104,0.000261712,0.04,0.0820331,0.000785282
-0.98,-1.0309,0.000261276,0.06,0.0819727,0.00078339
-1.02,-1.03087,0.00026058,0.04,0.0818581,0.000782207
-1.04,-1.0309,0.000259871,0.02,0.0816895,0.000782155
-1.04,-1.03092,0.000259177,0.02,0.0815219,0.000782092
-1.06,-1.031,0.000258565,0,0.081301,0.000783568
-1.04,-1.03103,0.00025787,0.02,0.0811353,0.000783476
-1.08,-1.03116,0.000257434,0,0.0809166,0.000784907
-1.08,-1.03129,0.000257001,0.02,0.0807528,0.000784787
-1.04,-1.03131,0.000256316,0.04,0.0806436,0.000783567
-1.06,-1.03139,0.000255711,0.02,0.0804814,0.000783433
-1.04,-1.03141,0.000255034,0.04,0.0803735,0.000782213
-1.06,-1.03149,0.000254449,0.02,0.0802129,0.000782066
-1.04,-1.03151,0.000253771,0.04,0.0801063,0.000780843
-1.02,-1.03148,0.000253115,0.02,0.0799472,0.000780684
-1.02,-1.03145,0.000252459,0.04,0.0798419,0.00077946
-1.06,-1.03153,0.00025188,0.02,0.0796844,0.000779289
-1.08,-1.03165,0.000251465,0,0.0794752,0.000780571
-1.08,-1.03178,0.000251058,0.02,0.0793195,0.000780374
-1.08,-1.03191,0.00025064,0.04,0.0792169,0.000779138
-1.04,-1.03193,0.000249995,0.06,0.0791668,0.000777296
-1.08,-1.03205,0.000249589,0.04,0.0790651,0.000776069
-1.08,-1.03218,0.000249176,0.04,0.0789639,0.000774844
-1.08,-1.0323,0.000248773,0.02,0.0788115,0.000774633
-1.08,-1.03242,0.000248372,0.02,0.07866,0.000774415
-1.08,-1.03255,0.000247963,0,0.0784578,0.0007756
-1.08,-1.03267,0.00024756,0.02,0.0783079,0.000775358
-1.08,-1.03279,0.000247154,0,0.0781076,0.000776507
-1.1,-1.03296,0.000246986,0.02,0.0779594,0.000776244
-1.08,-1.03308,0.000246584,0,0.077761,0.000777356
-1.08,-1.0332,0.000246192,0,0.0775636,0.000778448
-1.08,-1.03332,0.00024579,0.02,0.0774179,0.00077815
-1.04,-1.03333,0.000245164,0,0.0772224,0.000779207
-1.04,-1.03335,0.000244551,0.02,0.0770783,0.000778888
-1.04,-1.03337,0.000243944,0,0.0768846,0.000779912
-1.04,-1.03338,0.000243324,0.02,0.076742,0.000779574
-1.06,-1.03345,0.000242788,0,0.0765502,0.000780565
-1.04,-1.03347,0.000242187,0.02,0.0764091,0.000780209
-1.04,-1.03348,0.000241583,0,0.0762191,0.000781168
-1.02,-1.03345,0.000241001,0.02,0.0760796,0.000780793
-1.04,-1.03347,0.000240409,0.04,0.0759903,0.0007795
-1.02,-1.03343,0.000239834,0.02,0.075852,0.000779118
-0.98,-1.0333,0.000239524,0,0.0756652,0.000780029
-0.98,-1.03317,0.000239208,0.02,0.0755284,0.00077963
-0.98,-1.03304,0.000238894,0.04,0.0754414,0.000778333
-0.96,-1.03286,0.00023883,0.06,0.0754036,0.000776542
-0.96,-1.03268,0.000238767,0.08,0.0754148,0.000774654
-0.98,-1.03255,0.000238454,0.06,0.0753773,0.00077288
-1,-1.03248,0.000237977,0.04,0.0752914,0.000771607
-0.98,-1.03235,0.000237668,0.02,0.0751576,0.000771215
-1,-1.03227,0.00023719,0.04,0.0750726,0.000769945
-0.98,-1.03214,0.000236884,0.02,0.0749399,0.000769546
-0.96,-1.03197,0.000236819,0.04,0.0748559,0.000768279
-0.96,-1.0318,0.000236747,0.04,0.0747724,0.000767015
-0.96,-1.03163,0.000236669,0.06,0.074737,0.00076528
-0.94,-1.03141,0.000236903,0.04,0.0746541,0.000764025
-0.92,-1.03114,0.000237515,0.06,0.0746192,0.000762304
-0.92,-1.03088,0.000238116,0.08,0.074632,0.000760503
-0.94,-1.03066,0.000238342,0.06,0.0745973,0.000758798
-0.96,-1.0305,0.000238246,0.08,0.0746101,0.000757013
-0.98,-1.03038,0.000237923,0.06,0.0745756,0.000755324
