"pressure [MPa]","density [g/ml]","viscosity [Pa*s]","enthalpy [kJ/kg]"
4.70000,1.90013031e-02,2.10963198e-05,3.01458525e+03
4.80000,1.94620194e-02,2.10910895e-05,3.01168707e+03
4.90000,1.99257813e-02,2.10859577e-05,3.00876765e+03
5.00000,2.03926482e-02,2.10809261e-05,3.00582666e+03
5.10000,2.08626788e-02,2.10759961e-05,3.00286381e+03
5.20000,2.13359336e-02,2.10711695e-05,2.99987876e+03
5.30000,2.18124772e-02,2.10664479e-05,2.99687118e+03
5.40000,2.22923692e-02,2.10618330e-05,2.99384074e+03
5.50000,2.27756779e-02,2.10573268e-05,2.99078708e+03
5.60000,2.32624713e-02,2.10529310e-05,2.98770983e+03
5.70000,2.37528197e-02,2.10486477e-05,2.98460860e+03
5.80000,2.42467978e-02,2.10444787e-05,2.98148298e+03
5.90000,2.47444755e-02,2.10404263e-05,2.97833260e+03
6.00000,2.52459322e-02,2.10364925e-05,2.97515701e+03
6.10000,2.57512476e-02,2.10326796e-05,2.97195576e+03
6.20000,2.62605039e-02,2.10289900e-05,2.96872840e+03
6.30000,2.67737883e-02,2.10254259e-05,2.96547444e+03
6.40000,2.72911839e-02,2.10219899e-05,2.96219342e+03
6.50000,2.78127840e-02,2.10186847e-05,2.95888481e+03
6.60000,2.83386824e-02,2.10155128e-05,2.95554807e+03
6.70000,2.88689766e-02,2.10124770e-05,2.95218267e+03
6.80000,2.94037698e-02,2.10095803e-05,2.94878800e+03
6.90000,2.99431613e-02,2.10068257e-05,2.94536351e+03
7.00000,3.04872619e-02,2.10042162e-05,2.94190858e+03
7.10000,3.10361837e-02,2.10017552e-05,2.93842255e+03
7.20000,3.15900431e-02,2.09994461e-05,2.93490479e+03
7.30000,3.21489637e-02,2.09972923e-05,2.93135457e+03
7.40000,3.27130656e-02,2.09952975e-05,2.92777122e+03
7.50000,3.32824817e-02,2.09934657e-05,2.92415400e+03
7.60000,3.38573476e-02,2.09918007e-05,2.92050214e+03
7.70000,3.44378041e-02,2.09903068e-05,2.91681484e+03
7.80000,3.50240006e-02,2.09889884e-05,2.91309126e+03
7.90000,3.56160842e-02,2.09878499e-05,2.90933059e+03
8.00000,3.62142165e-02,2.09868963e-05,2.90553192e+03
8.10000,3.68185663e-02,2.09861323e-05,2.90169431e+03
8.20000,3.74292975e-02,2.09855634e-05,2.89781686e+03
8.30000,3.80466021e-02,2.09851949e-05,2.89389850e+03
8.40000,3.86706567e-02,2.09850326e-05,2.88993827e+03
8.50000,3.93016698e-02,2.09850825e-05,2.88593502e+03
8.60000,3.99398415e-02,2.09853509e-05,2.88188767e+03
8.70000,4.05853807e-02,2.09858445e-05,2.87779507e+03
8.80000,4.12385253e-02,2.09865703e-05,2.87365594e+03
8.90000,4.18994994e-02,2.09875355e-05,2.86946908e+03
9.00000,4.25685637e-02,2.09887480e-05,2.86523306e+03
9.10000,4.32459723e-02,2.09902158e-05,2.86094655e+03
9.20000,4.39319927e-02,2.09919477e-05,2.85660810e+03
9.30000,4.46269261e-02,2.09939526e-05,2.85221611e+03
9.40000,4.53310631e-02,2.09962402e-05,2.84776904e+03
9.50000,4.60447373e-02,2.09988207e-05,2.84326511e+03
9.60000,4.67682804e-02,2.10017049e-05,2.83870255e+03
9.70000,4.75020429e-02,2.10049040e-05,2.83407953e+03
9.80000,4.82464175e-02,2.10084304e-05,2.82939394e+03
9.90000,4.90017915e-02,2.10122969e-05,2.82464376e+03
10.00000,4.97686053e-02,2.10165172e-05,2.81982663e+03
10.10000,5.05473051e-02,2.10211061e-05,2.81494021e+03
10.20000,5.13383657e-02,2.10260791e-05,2.80998199e+03
10.30000,5.21423170e-02,2.10314530e-05,2.80494913e+03
10.40000,5.29596937e-02,2.10372457e-05,2.79983883e+03
10.50000,5.37911001e-02,2.10434766e-05,2.79464785e+03
10.60000,5.46371598e-02,2.10501663e-05,2.78937288e+03
10.70000,5.54985434e-02,2.10573371e-05,2.78401034e+03
10.80000,5.63759981e-02,2.10650132e-05,2.77855623e+03
10.90000,5.72702967e-02,2.10732205e-05,2.77300639e+03
11.00000,5.81823105e-02,2.10819874e-05,2.76735611e+03
11.10000,5.91129588e-02,2.10913448e-05,2.76160040e+03
11.20000,6.00632428e-02,2.11013260e-05,2.75573379e+03
11.30000,6.10342846e-02,2.11119681e-05,2.74975011e+03
11.40000,6.20272768e-02,2.11233111e-05,2.74364274e+03
11.50000,6.30435727e-02,2.11353998e-05,2.73740409e+03
11.60000,6.40846395e-02,2.11482834e-05,2.73102588e+03
11.70000,6.51521094e-02,2.11620164e-05,2.72449875e+03
11.80000,6.62478400e-02,2.11766603e-05,2.71781198e+03
11.90000,6.73738778e-02,2.11922838e-05,2.71095358e+03
12.00000,6.85325860e-02,2.12089649e-05,2.70390956e+03
12.10000,6.97266246e-02,2.12267921e-05,2.69666403e+03
12.20000,7.09590499e-02,2.12458671e-05,2.68919852e+03
12.30000,7.22334373e-02,2.12663077e-05,2.68149130e+03
12.40000,6.49635428e-01,7.57015609e-05,1.50503870e+03
12.50000,6.50037146e-01,7.57633665e-05,1.50472113e+03
12.60000,6.50436464e-01,7.58248547e-05,1.50440609e+03
12.70000,6.50833419e-01,7.58860302e-05,1.50409356e+03
12.80000,6.51228058e-01,7.59468995e-05,1.50378348e+03
12.90000,6.51620412e-01,7.60074667e-05,1.50347583e+03
13.00000,6.52010524e-01,7.60677377e-05,1.50317056e+03
13.10000,6.52398427e-01,7.61277168e-05,1.50286763e+03
13.20000,6.52784151e-01,7.61874080e-05,1.50256703e+03
13.30000,6.53167737e-01,7.62468167e-05,1.50226870e+03
13.40000,6.53549208e-01,7.63059462e-05,1.50197262e+03
13.50000,6.53928604e-01,7.63648016e-05,1.50167875e+03
13.60000,6.54305950e-01,7.64233864e-05,1.50138707e+03
13.70000,6.54681273e-01,7.64817039e-05,1.50109755e+03
13.80000,6.55054606e-01,7.65397588e-05,1.50081015e+03
13.90000,6.55425970e-01,7.65975537e-05,1.50052485e+03
14.00000,6.55795399e-01,7.66550931e-05,1.50024162e+03
14.10000,6.56162914e-01,7.67123800e-05,1.49996043e+03
14.20000,6.56528537e-01,7.67694169e-05,1.49968126e+03
14.30000,6.56892300e-01,7.68262082e-05,1.49940408e+03
14.40000,6.57254218e-01,7.68827558e-05,1.49912887e+03
14.50000,6.57614321e-01,7.69390639e-05,1.49885559e+03
14.60000,6.57972628e-01,7.69951348e-05,1.49858423e+03
14.70000,6.58329158e-01,7.70509707e-05,1.49831477e+03
14.80000,6.58683937e-01,7.71065756e-05,1.49804718e+03
14.90000,6.59036981e-01,7.71619510e-05,1.49778143e+03
15.00000,6.59388315e-01,7.72171007e-05,1.49751752e+03
15.10000,6.59737956e-01,7.72720265e-05,1.49725540e+03
15.20000,6.60085919e-01,7.73267305e-05,1.49699508e+03
15.30000,6.60432231e-01,7.73812162e-05,1.49673651e+03
15.40000,6.60776902e-01,7.74354849e-05,1.49647969e+03
15.50000,6.61119958e-01,7.74895399e-05,1.49622459e+03
15.60000,6.61461411e-01,7.75433830e-05,1.49597120e+03
15.70000,6.61801277e-01,7.75970159e-05,1.49571949e+03
15.80000,6.62139578e-01,7.76504418e-05,1.49546945e+03
15.90000,6.62476324e-01,7.77036618e-05,1.49522106e+03
16.00000,6.62811539e-01,7.77566790e-05,1.49497430e+03
16.10000,6.63145234e-01,7.78094950e-05,1.49472915e+03
16.20000,6.63477425e-01,7.78621117e-05,1.49448560e+03
16.30000,6.63808121e-01,7.79145301e-05,1.49424363e+03
16.40000,6.64137350e-01,7.79667543e-05,1.49400322e+03
16.50000,6.64465120e-01,7.80187850e-05,1.49376435e+03
16.60000,6.64791446e-01,7.80706241e-05,1.49352701e+03
16.70000,6.65116341e-01,7.81222735e-05,1.49329119e+03
16.80000,6.65439814e-01,7.81737341e-05,1.49305686e+03
16.90000,6.65761892e-01,7.82250095e-05,1.49282402e+03
17.00000,6.66082580e-01,7.82761006e-05,1.49259264e+03
17.10000,6.66401894e-01,7.83270090e-05,1.49236271e+03
17.20000,6.66719845e-01,7.83777366e-05,1.49213423e+03
17.30000,6.67036442e-01,7.84282839e-05,1.49190717e+03
17.40000,6.67351708e-01,7.84786547e-05,1.49168151e+03
17.50000,6.67665651e-01,7.85288496e-05,1.49145725e+03
17.60000,6.67978283e-01,7.85788701e-05,1.49123436e+03
17.70000,6.68289616e-01,7.86287180e-05,1.49101285e+03
17.80000,6.68599657e-01,7.86783938e-05,1.49079269e+03
17.90000,6.68908430e-01,7.87279010e-05,1.49057387e+03
18.00000,6.69215940e-01,7.87772401e-05,1.49035638e+03
18.10000,6.69522199e-01,7.88264128e-05,1.49014020e+03
18.20000,6.69827219e-01,7.88754205e-05,1.48992533e+03
18.30000,6.70131005e-01,7.89242637e-05,1.48971174e+03
18.40000,6.70433581e-01,7.89729458e-05,1.48949943e+03
18.50000,6.70734951e-01,7.90214673e-05,1.48928839e+03
18.60000,6.71035126e-01,7.90698297e-05,1.48907859e+03
18.70000,6.71334119e-01,7.91180344e-05,1.48887004e+03
18.80000,6.71631932e-01,7.91660818e-05,1.48866272e+03
18.90000,6.71928590e-01,7.92139752e-05,1.48845662e+03
19.00000,6.72224096e-01,7.92617150e-05,1.48825172e+03
19.10000,6.72518461e-01,7.93093027e-05,1.48804802e+03
19.20000,6.72811695e-01,7.93567395e-05,1.48784550e+03
19.30000,6.73103802e-01,7.94040259e-05,1.48764416e+03
19.40000,6.73394805e-01,7.94511650e-05,1.48744397e+03
19.50000,6.73684707e-01,7.94981572e-05,1.48724494e+03
19.60000,6.73973518e-01,7.95450038e-05,1.48704705e+03
19.70000,6.74261248e-01,7.95917062e-05,1.48685029e+03
19.80000,6.74547901e-01,7.96382645e-05,1.48665466e+03
19.90000,6.74833497e-01,7.96846820e-05,1.48646013e+03
20.00000,6.75118041e-01,7.97309589e-05,1.48626670e+03
20.10000,6.75401541e-01,7.97770965e-05,1.48607436e+03
20.20000,6.75684008e-01,7.98230959e-05,1.48588311e+03
20.30000,6.75965444e-01,7.98689576e-05,1.48569293e+03
20.40000,6.76245869e-01,7.99146844e-05,1.48550381e+03
20.50000,6.76525287e-01,7.99602767e-05,1.48531574e+03
20.60000,6.76803707e-01,8.00057355e-05,1.48512871e+03
20.70000,6.77081137e-01,8.00510622e-05,1.48494272e+03
20.80000,6.77357581e-01,8.00962569e-05,1.48475776e+03
20.90000,6.77633057e-01,8.01413224e-05,1.48457381e+03
21.00000,6.77907570e-01,8.01862592e-05,1.48439087e+03
21.10000,6.78181126e-01,8.02310681e-05,1.48420893e+03
21.20000,6.78453735e-01,8.02757505e-05,1.48402797e+03
21.30000,6.78725399e-01,8.03203064e-05,1.48384801e+03
21.40000,6.78996137e-01,8.03647386e-05,1.48366901e+03
21.50000,6.79265951e-01,8.04090474e-05,1.48349099e+03
21.60000,6.79534850e-01,8.04532338e-05,1.48331391e+03
21.70000,6.79802840e-01,8.04972989e-05,1.48313779e+03
21.80000,6.80069926e-01,8.05412428e-05,1.48296262e+03
21.90000,6.80336123e-01,8.05850681e-05,1.48278837e+03
22.00000,6.80601436e-01,8.06287752e-05,1.48261505e+03
22.10000,6.80865871e-01,8.06723649e-05,1.48244265e+03
22.20000,6.81129435e-01,8.07158382e-05,1.48227116e+03
22.30000,6.81392131e-01,8.07591953e-05,1.48210058e+03
22.40000,6.81653976e-01,8.08024388e-05,1.48193089e+03
22.50000,6.81914971e-01,8.08455689e-05,1.48176209e+03
22.60000,6.82175125e-01,8.08885863e-05,1.48159418e+03
22.70000,6.82434444e-01,8.09314921e-05,1.48142713e+03
22.80000,6.82692929e-01,8.09742864e-05,1.48126096e+03
22.90000,6.82950598e-01,8.10169717e-05,1.48109565e+03
23.00000,6.83207452e-01,8.10595481e-05,1.48093119e+03
23.10000,6.83463497e-01,8.11020164e-05,1.48076759e+03
23.20000,6.83718740e-01,8.11443776e-05,1.48060482e+03
23.30000,6.83973183e-01,8.11866316e-05,1.48044289e+03
23.40000,6.84226842e-01,8.12287810e-05,1.48028178e+03
23.50000,6.84479718e-01,8.12708258e-05,1.48012150e+03
23.60000,6.84731818e-01,8.13127667e-05,1.47996203e+03
23.70000,6.84983147e-01,8.13546047e-05,1.47980337e+03
23.80000,6.85233706e-01,8.13963398e-05,1.47964552e+03
23.90000,6.85483512e-01,8.14379743e-05,1.47948846e+03
24.00000,6.85732565e-01,8.14795082e-05,1.47933220e+03
24.10000,6.85980871e-01,8.15209423e-05,1.47917672e+03
24.20000,6.86228436e-01,8.15622775e-05,1.47902201e+03
24.30000,6.86475261e-01,8.16035136e-05,1.47886809e+03
24.40000,6.86721361e-01,8.16446529e-05,1.47871493e+03
24.50000,6.86966736e-01,8.16856956e-05,1.47856253e+03
24.60000,6.87211393e-01,8.17266422e-05,1.47841089e+03
24.70000,6.87455336e-01,8.17674935e-05,1.47826001e+03
24.80000,6.87698566e-01,8.18082495e-05,1.47810987e+03
24.90000,6.87941099e-01,8.18489123e-05,1.47796047e+03
25.00000,6.88182933e-01,8.18894820e-05,1.47781180e+03
25.10000,6.88424076e-01,8.19299593e-05,1.47766386e+03
25.20000,6.88664530e-01,8.19703447e-05,1.47751665e+03
25.30000,6.88904298e-01,8.20106382e-05,1.47737016e+03
25.40000,6.89143393e-01,8.20508421e-05,1.47722439e+03
25.50000,6.89381816e-01,8.20909561e-05,1.47707932e+03
25.60000,6.89619570e-01,8.21309810e-05,1.47693496e+03
25.70000,6.89856662e-01,8.21709174e-05,1.47679130e+03
25.80000,6.90093091e-01,8.22107651e-05,1.47664833e+03
25.90000,6.90328871e-01,8.22505263e-05,1.47650606e+03
26.00000,6.90564002e-01,8.22902009e-05,1.47636447e+03
26.10000,6.90798489e-01,8.23297894e-05,1.47622356e+03
26.20000,6.91032335e-01,8.23692926e-05,1.47608332e+03
26.30000,6.91265542e-01,8.24087101e-05,1.47594377e+03
26.40000,6.91498122e-01,8.24480441e-05,1.47580487e+03
26.50000,6.91730075e-01,8.24872945e-05,1.47566664e+03
26.60000,6.91961405e-01,8.25264617e-05,1.47552907e+03
26.70000,6.92192117e-01,8.25655464e-05,1.47539215e+03
26.80000,6.92422211e-01,8.26045484e-05,1.47525589e+03
26.90000,6.92651699e-01,8.26434697e-05,1.47512027e+03
27.00000,6.92880581e-01,8.26823101e-05,1.47498529e+03
27.10000,6.93108861e-01,8.27210702e-05,1.47485094e+03
27.20000,6.93336543e-01,8.27597504e-05,1.47471724e+03
27.30000,6.93563627e-01,8.27983507e-05,1.47458416e+03
27.40000,6.93790124e-01,8.28368729e-05,1.47445170e+03
27.50000,6.94016036e-01,8.28753168e-05,1.47431987e+03
27.60000,6.94241365e-01,8.29136830e-05,1.47418865e+03
27.70000,6.94466115e-01,8.29519719e-05,1.47405805e+03
27.80000,6.94690285e-01,8.29901833e-05,1.47392806e+03
27.90000,6.94913889e-01,8.30283192e-05,1.47379867e+03
28.00000,6.95136924e-01,8.30663792e-05,1.47366989e+03
28.10000,6.95359395e-01,8.31043640e-05,1.47354170e+03
28.20000,6.95581306e-01,8.31422739e-05,1.47341411e+03
28.30000,6.95802655e-01,8.31801087e-05,1.47328711e+03
28.40000,6.96023455e-01,8.32178703e-05,1.47316069e+03
28.50000,6.96243704e-01,8.32555585e-05,1.47303486e+03
28.60000,6.96463406e-01,8.32931736e-05,1.47290961e+03
28.70000,6.96682564e-01,8.33307161e-05,1.47278494e+03
28.80000,6.96901178e-01,8.33681858e-05,1.47266084e+03
28.90000,6.97119259e-01,8.34055845e-05,1.47253731e+03
29.00000,6.97336806e-01,8.34429120e-05,1.47241434e+03
29.10000,6.97553823e-01,8.34801686e-05,1.47229194e+03
29.20000,6.97770312e-01,8.35173547e-05,1.47217010e+03
29.30000,6.97986272e-01,8.35544701e-05,1.47204881e+03
29.40000,6.98201716e-01,8.35915167e-05,1.47192808e+03
29.50000,6.98416641e-01,8.36284940e-05,1.47180790e+03
29.60000,6.98631051e-01,8.36654025e-05,1.47168826e+03
29.70000,6.98844948e-01,8.37022427e-05,1.47156917e+03
29.80000,6.99058333e-01,8.37390141e-05,1.47145062e+03
29.90000,6.99271215e-01,8.37757186e-05,1.47133260e+03
30.00000,6.99483594e-01,8.38123559e-05,1.47121512e+03
30.10000,6.99695472e-01,8.38489263e-05,1.47109817e+03
30.20000,6.99906852e-01,8.38854302e-05,1.47098174e+03
30.30000,7.00117734e-01,8.39218674e-05,1.47086585e+03
30.40000,7.00328128e-01,8.39582395e-05,1.47075047e+03
30.50000,7.00538032e-01,8.39945462e-05,1.47063562e+03
30.60000,7.00747450e-01,8.40307879e-05,1.47052128e+03
30.70000,7.00956384e-01,8.40669650e-05,1.47040745e+03
30.80000,7.01164833e-01,8.41030771e-05,1.47029413e+03
30.90000,7.01372807e-01,8.41391259e-05,1.47018132e+03
31.00000,7.01580306e-01,8.41751111e-05,1.47006902e+03
31.10000,7.01787331e-01,8.42110331e-05,1.46995721e+03
31.20000,7.01993885e-01,8.42468922e-05,1.46984591e+03
31.30000,7.02199968e-01,8.42826880e-05,1.46973510e+03
31.40000,7.02405588e-01,8.43184223e-05,1.46962479e+03
31.50000,7.02610746e-01,8.43540946e-05,1.46951497e+03
31.60000,7.02815443e-01,8.43897054e-05,1.46940563e+03
31.70000,7.03019682e-01,8.44252549e-05,1.46929678e+03
31.80000,7.03223462e-01,8.44607429e-05,1.46918842e+03
31.90000,7.03426792e-01,8.44961708e-05,1.46908053e+03
32.00000,7.03629671e-01,8.45315385e-05,1.46897312e+03
32.10000,7.03832098e-01,8.45668456e-05,1.46886619e+03
32.20000,7.04034086e-01,8.46020943e-05,1.46875973e+03
32.30000,7.04235623e-01,8.46372823e-05,1.46865374e+03
32.40000,7.04436727e-01,8.46724126e-05,1.46854821e+03
32.50000,7.04637383e-01,8.47074828e-05,1.46844316e+03
32.60000,7.04837603e-01,8.47424946e-05,1.46833856e+03
32.70000,7.05037396e-01,8.47774495e-05,1.46823443e+03
32.80000,7.05236748e-01,8.48123453e-05,1.46813075e+03
32.90000,7.05435678e-01,8.48471848e-05,1.46802753e+03
33.00000,7.05634173e-01,8.48819657e-05,1.46792476e+03
33.10000,7.05832242e-01,8.49166897e-05,1.46782244e+03
33.20000,7.06029895e-01,8.49513583e-05,1.46772057e+03
33.30000,7.06227119e-01,8.49859691e-05,1.46761915e+03
33.40000,7.06423931e-01,8.50205251e-05,1.46751817e+03
33.50000,7.06620319e-01,8.50550240e-05,1.46741763e+03
33.60000,7.06816291e-01,8.50894673e-05,1.46731753e+03
33.70000,7.07011859e-01,8.51238566e-05,1.46721786e+03
33.80000,7.07207007e-01,8.51581896e-05,1.46711864e+03
33.90000,7.07401755e-01,8.51924692e-05,1.46701984e+03
34.00000,7.07596088e-01,8.52266929e-05,1.46692147e+03
34.10000,7.07790016e-01,8.52608625e-05,1.46682354e+03
34.20000,7.07983549e-01,8.52949794e-05,1.46672602e+03
34.30000,7.08176674e-01,8.53290413e-05,1.46662893e+03
34.40000,7.08369408e-01,8.53630511e-05,1.46653226e+03
34.50000,7.08561737e-01,8.53970064e-05,1.46643602e+03
34.60000,7.08753671e-01,8.54309089e-05,1.46634019e+03
34.70000,7.08945220e-01,8.54647599e-05,1.46624477e+03
34.80000,7.09136371e-01,8.54985573e-05,1.46614977e+03
34.90000,7.09327140e-01,8.55323038e-05,1.46605517e+03
35.00000,7.09517514e-01,8.55659972e-05,1.46596099e+03
35.10000,7.09707503e-01,8.55996389e-05,1.46586722e+03
35.20000,7.09897116e-01,8.56332305e-05,1.46577384e+03
35.30000,7.10086340e-01,8.56667697e-05,1.46568088e+03
35.40000,7.10275191e-01,8.57002592e-05,1.46558831e+03
35.50000,7.10463657e-01,8.57336968e-05,1.46549614e+03
35.60000,7.10651748e-01,8.57670840e-05,1.46540437e+03
35.70000,7.10839471e-01,8.58004222e-05,1.46531299e+03
35.80000,7.11026814e-01,8.58337093e-05,1.46522201e+03
35.90000,7.11213794e-01,8.58669479e-05,1.46513142e+03
36.00000,7.11400398e-01,8.59001357e-05,1.46504121e+03
36.10000,7.11586634e-01,8.59332743e-05,1.46495140e+03
36.20000,7.11772512e-01,8.59663652e-05,1.46486197e+03
36.30000,7.11958019e-01,8.59994060e-05,1.46477292e+03
36.40000,7.12143172e-01,8.60323995e-05,1.46468426e+03
36.50000,7.12327957e-01,8.60653435e-05,1.46459597e+03
36.60000,7.12512383e-01,8.60982393e-05,1.46450807e+03
36.70000,7.12696460e-01,8.61310885e-05,1.46442054e+03
36.80000,7.12880174e-01,8.61638888e-05,1.46433338e+03
36.90000,7.13063541e-01,8.61966429e-05,1.46424660e+03
37.00000,7.13246550e-01,8.62293486e-05,1.46416019e+03
37.10000,7.13429208e-01,8.62620072e-05,1.46407415e+03
37.20000,7.13611525e-01,8.62946204e-05,1.46398847e+03
37.30000,7.13793487e-01,8.63271857e-05,1.46390316e+03
37.40000,7.13975112e-01,8.63597059e-05,1.46381822e+03
37.50000,7.14156385e-01,8.63921787e-05,1.46373364e+03
37.60000,7.14337316e-01,8.64246056e-05,1.46364942e+03
37.70000,7.14517913e-01,8.64569880e-05,1.46356555e+03
37.80000,7.14698164e-01,8.64893237e-05,1.46348205e+03
37.90000,7.14878085e-01,8.65216153e-05,1.46339890e+03
38.00000,7.15057663e-01,8.65538606e-05,1.46331610e+03
38.10000,7.15236906e-01,8.65860610e-05,1.46323366e+03
38.20000,7.15415823e-01,8.66182179e-05,1.46315156e+03
38.30000,7.15594402e-01,8.66503291e-05,1.46306982e+03
38.40000,7.15772657e-01,8.66823973e-05,1.46298842e+03
38.50000,7.15950578e-01,8.67144202e-05,1.46290737e+03
38.60000,7.16128171e-01,8.67463992e-05,1.46282667e+03
38.70000,7.16305446e-01,8.67783357e-05,1.46274630e+03
38.80000,7.16482390e-01,8.68102275e-05,1.46266628e+03
38.90000,7.16659018e-01,8.68420773e-05,1.46258660e+03
39.00000,7.16835319e-01,8.68738827e-05,1.46250726e+03
39.10000,7.17011299e-01,8.69056452e-05,1.46242825e+03
39.20000,7.17186969e-01,8.69373663e-05,1.46234957e+03
39.30000,7.17362314e-01,8.69690435e-05,1.46227124e+03
39.40000,7.17537351e-01,8.70006797e-05,1.46219323e+03
39.50000,7.17712068e-01,8.70322725e-05,1.46211555e+03
39.60000,7.17886471e-01,8.70638234e-05,1.46203821e+03
39.70000,7.18060571e-01,8.70953336e-05,1.46196118e+03
39.80000,7.18234353e-01,8.71268011e-05,1.46188449e+03
39.90000,7.18407834e-01,8.71582284e-05,1.46180812e+03
40.00000,7.18581001e-01,8.71896133e-05,1.46173208e+03
40.10000,7.18753863e-01,8.72209571e-05,1.46165635e+03
40.20000,7.18926426e-01,8.72522612e-05,1.46158095e+03
40.30000,7.19098680e-01,8.72835235e-05,1.46150587e+03
40.40000,7.19270639e-01,8.73147465e-05,1.46143110e+03
40.50000,7.19442291e-01,8.73459279e-05,1.46135665e+03
40.60000,7.19613643e-01,8.73770692e-05,1.46128251e+03
40.70000,7.19784705e-01,8.74081717e-05,1.46120869e+03
40.80000,7.19955463e-01,8.74392332e-05,1.46113518e+03
40.90000,7.20125932e-01,8.74702563e-05,1.46106198e+03
41.00000,7.20296101e-01,8.75012387e-05,1.46098909e+03
41.10000,7.20465977e-01,8.75321818e-05,1.46091651e+03
41.20000,7.20635569e-01,8.75630870e-05,1.46084423e+03
41.30000,7.20804863e-01,8.75939521e-05,1.46077227e+03
41.40000,7.20973875e-01,8.76247795e-05,1.46070060e+03
41.50000,7.21142593e-01,8.76555672e-05,1.46062924e+03
41.60000,7.21311025e-01,8.76863164e-05,1.46055818e+03
41.70000,7.21479177e-01,8.77170285e-05,1.46048741e+03
41.80000,7.21647039e-01,8.77477012e-05,1.46041695e+03
41.90000,7.21814625e-01,8.77783372e-05,1.46034679e+03
42.00000,7.21981922e-01,8.78089342e-05,1.46027692e+03
42.10000,7.22148939e-01,8.78394936e-05,1.46020735e+03
42.20000,7.22315683e-01,8.78700167e-05,1.46013807e+03
42.30000,7.22482143e-01,8.79005012e-05,1.46006909e+03
42.40000,7.22648332e-01,8.79309498e-05,1.46000039e+03
42.50000,7.22814238e-01,8.79613601e-05,1.45993199e+03
42.60000,7.22979870e-01,8.79917336e-05,1.45986388e+03
42.70000,7.23145235e-01,8.80220716e-05,1.45979605e+03
42.80000,7.23310321e-01,8.80523719e-05,1.45972851e+03
42.90000,7.23475142e-01,8.80826369e-05,1.45966125e+03
43.00000,7.23639687e-01,8.81128645e-05,1.45959428e+03
43.10000,7.23803963e-01,8.81430560e-05,1.45952760e+03
43.20000,7.23967977e-01,8.81732127e-05,1.45946119e+03
43.30000,7.24131718e-01,8.82033324e-05,1.45939507e+03
43.40000,7.24295199e-01,8.82334176e-05,1.45932922e+03
