"pressure [MPa]","density [g/ml]","viscosity [Pa*s]","enthalpy [kJ/kg]"
43.50000,7.24458410e-01,8.82634662e-05,1.45926366e+03
43.60000,7.24621356e-01,8.82934794e-05,1.45919837e+03
43.70000,7.24784047e-01,8.83234586e-05,1.45913336e+03
43.80000,7.24946470e-01,8.83534015e-05,1.45906863e+03
43.90000,7.25108639e-01,8.83833106e-05,1.45900416e+03
44.00000,7.25270542e-01,8.84131838e-05,1.45893997e+03
44.10000,7.25432187e-01,8.84430224e-05,1.45887606e+03
44.20000,7.25593581e-01,8.84728276e-05,1.45881241e+03
44.30000,7.25754712e-01,8.85025972e-05,1.45874903e+03
44.40000,7.25915595e-01,8.85323338e-05,1.45868592e+03
44.50000,7.26076217e-01,8.85620351e-05,1.45862309e+03
44.60000,7.26236586e-01,8.85917025e-05,1.45856051e+03
44.70000,7.26396709e-01,8.86213371e-05,1.45849820e+03
44.80000,7.26556574e-01,8.86509370e-05,1.45843616e+03
44.90000,7.26716196e-01,8.86805044e-05,1.45837438e+03
45.00000,7.26875562e-01,8.87100373e-05,1.45831286e+03
45.10000,7.27034680e-01,8.87395368e-05,1.45825161e+03
45.20000,7.27193557e-01,8.87690044e-05,1.45819061e+03
45.30000,7.27352181e-01,8.87984378e-05,1.45812987e+03
45.40000,7.27510566e-01,8.88278393e-05,1.45806939e+03
45.50000,7.27668701e-01,8.88572070e-05,1.45800917e+03
45.60000,7.27826592e-01,8.88865421e-05,1.45794921e+03
45.70000,7.27984247e-01,8.89158457e-05,1.45788950e+03
45.80000,7.28141654e-01,8.89451159e-05,1.45783005e+03
45.90000,7.28298827e-01,8.89743548e-05,1.45777084e+03
46.00000,7.28455754e-01,8.90035606e-05,1.45771190e+03
46.10000,7.28612442e-01,8.90327343e-05,1.45765320e+03
46.20000,7.28768898e-01,8.90618772e-05,1.45759475e+03
46.30000,7.28925111e-01,8.90909872e-05,1.45753655e+03
46.40000,7.29081094e-01,8.91200666e-05,1.45747860e+03
46.50000,7.29236836e-01,8.91491135e-05,1.45742090e+03
46.60000,7.29392344e-01,8.91781289e-05,1.45736345e+03
46.70000,7.29547624e-01,8.92071141e-05,1.45730624e+03
46.80000,7.29702666e-01,8.92360670e-05,1.45724928e+03
46.90000,7.29857482e-01,8.92649900e-05,1.45719256e+03
47.00000,7.30012061e-01,8.92938809e-05,1.45713608e+03
47.10000,7.30166410e-01,8.93227410e-05,1.45707985e+03
47.20000,7.30320536e-01,8.93515714e-05,1.45702385e+03
47.30000,7.30474428e-01,8.93803702e-05,1.45696810e+03
47.40000,7.30628099e-01,8.94091396e-05,1.45691258e+03
47.50000,7.30781537e-01,8.94378775e-05,1.45685731e+03
47.60000,7.30934749e-01,8.94665851e-05,1.45680227e+03
47.70000,7.31087743e-01,8.94952637e-05,1.45674747e+03
47.80000,7.31240506e-01,8.95239111e-05,1.45669291e+03
47.90000,7.31393052e-01,8.95525297e-05,1.45663858e+03
48.00000,7.31545370e-01,8.95811174e-05,1.45658448e+03
48.10000,7.31697466e-01,8.96096754e-05,1.45653062e+03
48.20000,7.31849347e-01,8.96382048e-05,1.45647699e+03
48.30000,7.32001002e-01,8.96667037e-05,1.45642360e+03
48.40000,7.32152443e-01,8.96951743e-05,1.45637043e+03
48.50000,7.32303661e-01,8.97236144e-05,1.45631749e+03
48.60000,7.32454661e-01,8.97520254e-05,1.45626479e+03
48.70000,7.32605449e-01,8.97804084e-05,1.45621231e+03
48.80000,7.32756016e-01,8.98087613e-05,1.45616006e+03
48.90000,7.32906373e-01,8.98370865e-05,1.45610803e+03
49.00000,7.33056510e-01,8.98653818e-05,1.45605623e+03
49.10000,7.33206433e-01,8.98936484e-05,1.45600466e+03
49.20000,7.33356148e-01,8.99218875e-05,1.45595331e+03
49.30000,7.33505646e-01,8.99500971e-05,1.45590218e+03
49.40000,7.33654937e-01,8.99782794e-05,1.45585128e+03
49.50000,7.33804012e-01,9.00064323e-05,1.45580060e+03
49.60000,7.33952877e-01,9.00345571e-05,1.45575014e+03
49.70000,7.34101538e-01,9.00626549e-05,1.45569990e+03
49.80000,7.34249985e-01,9.00907236e-05,1.45564988e+03
49.90000,7.34398230e-01,9.01187655e-05,1.45560008e+03
50.00000,7.34546262e-01,9.01467786e-05,1.45555050e+03
50.10000,7.34694087e-01,9.01747640e-05,1.45550113e+03
50.20000,7.34841712e-01,9.02027228e-05,1.45545198e+03
50.30000,7.34989126e-01,9.02306531e-05,1.45540305e+03
50.40000,7.35136342e-01,9.02585570e-05,1.45535433e+03
50.50000,7.35283348e-01,9.02864326e-05,1.45530583e+03
50.60000,7.35430151e-01,9.03142809e-05,1.45525754e+03
50.70000,7.35576757e-01,9.03421032e-05,1.45520946e+03
50.80000,7.35723157e-01,9.03698973e-05,1.45516160e+03
50.90000,7.35869360e-01,9.03976656e-05,1.45511395e+03
51.00000,7.36015358e-01,9.04254060e-05,1.45506651e+03
51.10000,7.36161157e-01,9.04531196e-05,1.45501927e+03
51.20000,7.36306762e-01,9.04808075e-05,1.45497225e+03
51.30000,7.36452163e-01,9.05084679e-05,1.45492544e+03
51.40000,7.36597372e-01,9.05361028e-05,1.45487883e+03
51.50000,7.36742378e-01,9.05637102e-05,1.45483243e+03
51.60000,7.36887189e-01,9.05912913e-05,1.45478624e+03
51.70000,7.37031809e-01,9.06188471e-05,1.45474025e+03
51.80000,7.37176228e-01,9.06463758e-05,1.45469447e+03
51.90000,7.37320459e-01,9.06738795e-05,1.45464889e+03
52.00000,7.37464490e-01,9.07013561e-05,1.45460352e+03
52.10000,7.37608329e-01,9.07288069e-05,1.45455835e+03
52.20000,7.37751980e-01,9.07562328e-05,1.45451338e+03
52.30000,7.37895434e-01,9.07836320e-05,1.45446861e+03
52.40000,7.38038702e-01,9.08110066e-05,1.45442404e+03
52.50000,7.38181774e-01,9.08383545e-05,1.45437968e+03
52.60000,7.38324656e-01,9.08656770e-05,1.45433551e+03
52.70000,7.38467355e-01,9.08929751e-05,1.45429155e+03
52.80000,7.38609858e-01,9.09202469e-05,1.45424778e+03
52.90000,7.38752180e-01,9.09474944e-05,1.45420421e+03
53.00000,7.38894308e-01,9.09747157e-05,1.45416083e+03
53.10000,7.39036249e-01,9.10019120e-05,1.45411766e+03
53.20000,7.39178009e-01,9.10290843e-05,1.45407467e+03
53.30000,7.39319579e-01,9.10562306e-05,1.45403189e+03
53.40000,7.39460968e-01,9.10833531e-05,1.45398930e+03
53.50000,7.39602167e-01,9.11104498e-05,1.45394690e+03
53.60000,7.39743182e-01,9.11375218e-05,1.45390470e+03
53.70000,7.39884020e-01,9.11645702e-05,1.45386268e+03
53.80000,7.40024669e-01,9.11915931e-05,1.45382086e+03
53.90000,7.40165141e-01,9.12185925e-05,1.45377924e+03
54.00000,7.40305425e-01,9.12455664e-05,1.45373780e+03
54.10000,7.40445529e-01,9.12725161e-05,1.45369655e+03
54.20000,7.40585458e-01,9.12994426e-05,1.45365549e+03
54.30000,7.40725201e-01,9.13263439e-05,1.45361463e+03
54.40000,7.40864770e-01,9.13532221e-05,1.45357394e+03
54.50000,7.41004154e-01,9.13800752e-05,1.45353345e+03
54.60000,7.41143361e-01,9.14069044e-05,1.45349315e+03
54.70000,7.41282394e-01,9.14337108e-05,1.45345303e+03
54.80000,7.41421246e-01,9.14604923e-05,1.45341310e+03
54.90000,7.41559925e-01,9.14872512e-05,1.45337335e+03
55.00000,7.41698424e-01,9.15139853e-05,1.45333379e+03
55.10000,7.41836746e-01,9.15406959e-05,1.45329441e+03
55.20000,7.41974899e-01,9.15673840e-05,1.45325521e+03
55.30000,7.42112872e-01,9.15940476e-05,1.45321620e+03
55.40000,7.42250676e-01,9.16206888e-05,1.45317737e+03
55.50000,7.42388301e-01,9.16473057e-05,1.45313873e+03
55.60000,7.42525753e-01,9.16738994e-05,1.45310026e+03
55.70000,7.42663038e-01,9.17004710e-05,1.45306198e+03
55.80000,7.42800146e-01,9.17270184e-05,1.45302387e+03
55.90000,7.42937088e-01,9.17535438e-05,1.45298595e+03
56.00000,7.43073853e-01,9.17800452e-05,1.45294820e+03
56.10000,7.43210448e-01,9.18065237e-05,1.45291063e+03
56.20000,7.43346878e-01,9.18329804e-05,1.45287324e+03
56.30000,7.43483134e-01,9.18594134e-05,1.45283603e+03
56.40000,7.43619225e-01,9.18858246e-05,1.45279900e+03
56.50000,7.43755143e-01,9.19122122e-05,1.45276214e+03
56.60000,7.43890894e-01,9.19385773e-05,1.45272546e+03
56.70000,7.44026482e-01,9.19649208e-05,1.45268895e+03
56.80000,7.44161897e-01,9.19912409e-05,1.45265262e+03
56.90000,7.44297152e-01,9.20175396e-05,1.45261646e+03
57.00000,7.44432235e-01,9.20438151e-05,1.45258048e+03
57.10000,7.44567153e-01,9.20700683e-05,1.45254467e+03
57.20000,7.44701911e-01,9.20963003e-05,1.45250903e+03
57.30000,7.44836500e-01,9.21225092e-05,1.45247356e+03
57.40000,7.44970929e-01,9.21486970e-05,1.45243827e+03
57.50000,7.45105190e-01,9.21748619e-05,1.45240314e+03
57.60000,7.45239288e-01,9.22010048e-05,1.45236819e+03
57.70000,7.45373228e-01,9.22271268e-05,1.45233341e+03
57.80000,7.45507001e-01,9.22532261e-05,1.45229879e+03
57.90000,7.45640617e-01,9.22793046e-05,1.45226435e+03
58.00000,7.45774067e-01,9.23053604e-05,1.45223007e+03
58.10000,7.45907356e-01,9.23313947e-05,1.45219597e+03
58.20000,7.46040490e-01,9.23574083e-05,1.45216203e+03
58.30000,7.46173459e-01,9.23833995e-05,1.45212825e+03
58.40000,7.46306274e-01,9.24093702e-05,1.45209465e+03
58.50000,7.46438925e-01,9.24353185e-05,1.45206121e+03
58.60000,7.46571417e-01,9.24612455e-05,1.45202793e+03
58.70000,7.46703756e-01,9.24871523e-05,1.45199482e+03
58.80000,7.46835933e-01,9.25130368e-05,1.45196188e+03
58.90000,7.46967958e-01,9.25389012e-05,1.45192909e+03
59.00000,7.47099820e-01,9.25647435e-05,1.45189648e+03
59.10000,7.47231527e-01,9.25905648e-05,1.45186402e+03
59.20000,7.47363083e-01,9.26163662e-05,1.45183173e+03
59.30000,7.47494478e-01,9.26421456e-05,1.45179960e+03
59.40000,7.47625723e-01,9.26679051e-05,1.45176763e+03
59.50000,7.47756809e-01,9.26936429e-05,1.45173583e+03
59.60000,7.47887741e-01,9.27193599e-05,1.45170418e+03
59.70000,7.48018524e-01,9.27450572e-05,1.45167270e+03
59.80000,7.48149149e-01,9.27707329e-05,1.45164137e+03
59.90000,7.48279626e-01,9.27963891e-05,1.45161020e+03
60.00000,7.48409946e-01,9.28220237e-05,1.45157920e+03
60.10000,7.48540113e-01,9.28476378e-05,1.45154835e+03
60.20000,7.48670135e-01,9.28732326e-05,1.45151766e+03
60.30000,7.48800000e-01,9.28988060e-05,1.45148713e+03
60.40000,7.48929719e-01,9.29243600e-05,1.45145675e+03
60.50000,7.49059283e-01,9.29498929e-05,1.45142653e+03
60.60000,7.49188697e-01,9.29754056e-05,1.45139647e+03
60.70000,7.49317967e-01,9.30008991e-05,1.45136656e+03
60.80000,7.49447082e-01,9.30263715e-05,1.45133681e+03
60.90000,7.49576054e-01,9.30518249e-05,1.45130721e+03
61.00000,7.49704873e-01,9.30772574e-05,1.45127777e+03
61.10000,7.49833544e-01,9.31026699e-05,1.45124848e+03
61.20000,7.49962072e-01,9.31280635e-05,1.45121934e+03
61.30000,7.50090448e-01,9.31534364e-05,1.45119036e+03
61.40000,7.50218683e-01,9.31787904e-05,1.45116153e+03
61.50000,7.50346766e-01,9.32041238e-05,1.45113285e+03
61.60000,7.50474704e-01,9.32294375e-05,1.45110433e+03
61.70000,7.50602500e-01,9.32547326e-05,1.45107595e+03
61.80000,7.50730147e-01,9.32800071e-05,1.45104773e+03
61.90000,7.50857654e-01,9.33052631e-05,1.45101965e+03
62.00000,7.50985012e-01,9.33304987e-05,1.45099173e+03
62.10000,7.51112226e-01,9.33557148e-05,1.45096396e+03
62.20000,7.51239302e-01,9.33809126e-05,1.45093633e+03
62.30000,7.51366229e-01,9.34060901e-05,1.45090886e+03
62.40000,7.51493018e-01,9.34312494e-05,1.45088153e+03
62.50000,7.51619661e-01,9.34563884e-05,1.45085435e+03
62.60000,7.51746161e-01,9.34815083e-05,1.45082732e+03
62.70000,7.51872524e-01,9.35066101e-05,1.45080044e+03
62.80000,7.51998741e-01,9.35316918e-05,1.45077370e+03
62.90000,7.52124822e-01,9.35567555e-05,1.45074711e+03
63.00000,7.52250758e-01,9.35817993e-05,1.45072066e+03
63.10000,7.52376554e-01,9.36068241e-05,1.45069437e+03
63.20000,7.52502214e-01,9.36318311e-05,1.45066821e+03
63.30000,7.52627731e-01,9.36568183e-05,1.45064220e+03
63.40000,7.52753113e-01,9.36817876e-05,1.45061634e+03
63.50000,7.52878351e-01,9.37067373e-05,1.45059061e+03
63.60000,7.53003452e-01,9.37316684e-05,1.45056504e+03
63.70000,7.53128419e-01,9.37565817e-05,1.45053960e+03
63.80000,7.53253243e-01,9.37814756e-05,1.45051431e+03
63.90000,7.53377936e-01,9.38063518e-05,1.45048916e+03
64.00000,7.53502486e-01,9.38312086e-05,1.45046415e+03
64.10000,7.53626900e-01,9.38560470e-05,1.45043929e+03
64.20000,7.53751178e-01,9.38808670e-05,1.45041456e+03
64.30000,7.53875329e-01,9.39056706e-05,1.45038998e+03
64.40000,7.53999336e-01,9.39304539e-05,1.45036554e+03
64.50000,7.54123207e-01,9.39552190e-05,1.45034123e+03
64.60000,7.54246944e-01,9.39799659e-05,1.45031707e+03
64.70000,7.54370546e-01,9.40046947e-05,1.45029305e+03
64.80000,7.54494023e-01,9.40294072e-05,1.45026916e+03
64.90000,7.54617357e-01,9.40540997e-05,1.45024541e+03
65.00000,7.54740558e-01,9.40787743e-05,1.45022181e+03
65.10000,7.54863626e-01,9.41034308e-05,1.45019833e+03
65.20000,7.54986561e-01,9.41280694e-05,1.45017500e+03
65.30000,7.55109373e-01,9.41526920e-05,1.45015180e+03
65.40000,7.55232043e-01,9.41772949e-05,1.45012875e+03
65.50000,7.55354582e-01,9.42018800e-05,1.45010582e+03
65.60000,7.55476989e-01,9.42264473e-05,1.45008304e+03
65.70000,7.55599265e-01,9.42509969e-05,1.45006038e+03
65.80000,7.55721420e-01,9.42755307e-05,1.45003787e+03
65.90000,7.55843435e-01,9.43000450e-05,1.45001549e+03
66.00000,7.55965320e-01,9.43245417e-05,1.44999324e+03
66.10000,7.56087076e-01,9.43490209e-05,1.44997113e+03
66.20000,7.56208701e-01,9.43734825e-05,1.44994915e+03
66.30000,7.56330208e-01,9.43979286e-05,1.44992730e+03
66.40000,7.56451575e-01,9.44223554e-05,1.44990559e+03
66.50000,7.56572815e-01,9.44467649e-05,1.44988401e+03
66.60000,7.56693926e-01,9.44711570e-05,1.44986256e+03
66.70000,7.56814910e-01,9.44955318e-05,1.44984125e+03
66.80000,7.56935775e-01,9.45198912e-05,1.44982006e+03
66.90000,7.57056504e-01,9.45442315e-05,1.44979901e+03
67.00000,7.57177106e-01,9.45685547e-05,1.44977809e+03
67.10000,7.57297582e-01,9.45928608e-05,1.44975730e+03
67.20000,7.57417931e-01,9.46171498e-05,1.44973664e+03
67.30000,7.57538163e-01,9.46414236e-05,1.44971611e+03
67.40000,7.57658261e-01,9.46656786e-05,1.44969571e+03
67.50000,7.57778233e-01,9.46899166e-05,1.44967544e+03
67.60000,7.57898081e-01,9.47141377e-05,1.44965530e+03
67.70000,7.58017803e-01,9.47383419e-05,1.44963529e+03
67.80000,7.58137411e-01,9.47625311e-05,1.44961540e+03
67.90000,7.58256885e-01,9.47867016e-05,1.44959565e+03
68.00000,7.58376235e-01,9.48108555e-05,1.44957602e+03
68.10000,7.58495462e-01,9.48349925e-05,1.44955651e+03
68.20000,7.58614566e-01,9.48591130e-05,1.44953714e+03
68.30000,7.58733556e-01,9.48832186e-05,1.44951789e+03
68.40000,7.58852415e-01,9.49073058e-05,1.44949877e+03
68.50000,7.58971151e-01,9.49313764e-05,1.44947977e+03
68.60000,7.59089765e-01,9.49554305e-05,1.44946090e+03
68.70000,7.59208257e-01,9.49794681e-05,1.44944216e+03
68.80000,7.59326637e-01,9.50034911e-05,1.44942354e+03
68.90000,7.59444887e-01,9.50274959e-05,1.44940504e+03
69.00000,7.59563016e-01,9.50514843e-05,1.44938667e+03
69.10000,7.59681025e-01,9.50754564e-05,1.44936843e+03
69.20000,7.59798913e-01,9.50994122e-05,1.44935031e+03
69.30000,7.59916691e-01,9.51233536e-05,1.44933231e+03
69.40000,7.60034340e-01,9.51472769e-05,1.44931443e+03
69.50000,7.60151869e-01,9.51711841e-05,1.44929668e+03
69.60000,7.60269279e-01,9.51950751e-05,1.44927905e+03
69.70000,7.60386571e-01,9.52189500e-05,1.44926154e+03
69.80000,7.60503753e-01,9.52428107e-05,1.44924415e+03
69.90000,7.60620808e-01,9.52666535e-05,1.44922689e+03
70.00000,7.60737745e-01,9.52904804e-05,1.44920974e+03
70.10000,7.60854564e-01,9.53142913e-05,1.44919272e+03
70.20000,7.60971266e-01,9.53380862e-05,1.44917582e+03
70.30000,7.61087860e-01,9.53618672e-05,1.44915904e+03
70.40000,7.61204328e-01,9.53856304e-05,1.44914238e+03
70.50000,7.61320679e-01,9.54093779e-05,1.44912583e+03
70.60000,7.61436914e-01,9.54331096e-05,1.44910941e+03
70.70000,7.61553034e-01,9.54568255e-05,1.44909311e+03
70.80000,7.61669046e-01,9.54805276e-05,1.44907692e+03
70.90000,7.61784934e-01,9.55042122e-05,1.44906086e+03
71.00000,7.61900707e-01,9.55278812e-05,1.44904491e+03
71.10000,7.62016365e-01,9.55515345e-05,1.44902908e+03
71.20000,7.62131908e-01,9.55751724e-05,1.44901337e+03
71.30000,7.62247346e-01,9.55987965e-05,1.44899778e+03
71.40000,7.62362660e-01,9.56224033e-05,1.44898230e+03
71.50000,7.62477861e-01,9.56459947e-05,1.44896694e+03
71.60000,7.62592949e-01,9.56695707e-05,1.44895170e+03
71.70000,7.62707923e-01,9.56931312e-05,1.44893657e+03
71.80000,7.62822793e-01,9.57166783e-05,1.44892156e+03
71.90000,7.62937541e-01,9.57402082e-05,1.44890667e+03
72.00000,7.63052177e-01,9.57637229e-05,1.44889189e+03
72.10000,7.63166700e-01,9.57872223e-05,1.44887722e+03
72.20000,7.63281112e-01,9.58107065e-05,1.44886267e+03
72.30000,7.63395420e-01,9.58341774e-05,1.44884823e+03
72.40000,7.63509609e-01,9.58576313e-05,1.44883391e+03
72.50000,7.63623686e-01,9.58810701e-05,1.44881971e+03
72.60000,7.63737652e-01,9.59044938e-05,1.44880561e+03
72.70000,7.63851507e-01,9.59279025e-05,1.44879163e+03
72.80000,7.63965261e-01,9.59512980e-05,1.44877777e+03
72.90000,7.64078896e-01,9.59746768e-05,1.44876401e+03
73.00000,7.64192421e-01,9.59980406e-05,1.44875037e+03
73.10000,7.64305836e-01,9.60213894e-05,1.44873684e+03
73.20000,7.64419142e-01,9.60447235e-05,1.44872343e+03
73.30000,7.64532347e-01,9.60680444e-05,1.44871012e+03
73.40000,7.64645434e-01,9.60913488e-05,1.44869693e+03
73.50000,7.64758413e-01,9.61146384e-05,1.44868385e+03
73.60000,7.64871283e-01,9.61379133e-05,1.44867088e+03
73.70000,7.64984046e-01,9.61611735e-05,1.44865802e+03
73.80000,7.65096709e-01,9.61844208e-05,1.44864527e+03
73.90000,7.65209255e-01,9.62076516e-05,1.44863263e+03
74.00000,7.65321694e-01,9.62308679e-05,1.44862010e+03
74.10000,7.65434026e-01,9.62540696e-05,1.44860768e+03
74.20000,7.65546251e-01,9.62772567e-05,1.44859537e+03
74.30000,7.65658378e-01,9.63004311e-05,1.44858316e+03
74.40000,7.65770389e-01,9.63235892e-05,1.44857107e+03
74.50000,7.65882295e-01,9.63467329e-05,1.44855909e+03
74.60000,7.65994094e-01,9.63698622e-05,1.44854721e+03
74.70000,7.66105787e-01,9.63929771e-05,1.44853545e+03
74.80000,7.66217384e-01,9.64160794e-05,1.44852379e+03
74.90000,7.66328867e-01,9.64391656e-05,1.44851223e+03
75.00000,7.66440244e-01,9.64622375e-05,1.44850079e+03
75.10000,7.66551517e-01,9.64852952e-05,1.44848945e+03
75.20000,7.66662685e-01,9.65083386e-05,1.44847822e+03
75.30000,7.66773758e-01,9.65313696e-05,1.44846710e+03
75.40000,7.66884717e-01,9.65543846e-05,1.44845608e+03
75.50000,7.66995573e-01,9.65773856e-05,1.44844517e+03
75.60000,7.67106325e-01,9.66003724e-05,1.44843437e+03
75.70000,7.67216974e-01,9.66233451e-05,1.44842367e+03
75.80000,7.67327528e-01,9.66463056e-05,1.44841307e+03
75.90000,7.67437971e-01,9.66692503e-05,1.44840258e+03
76.00000,7.67548310e-01,9.66921809e-05,1.44839220e+03
76.10000,7.67658548e-01,9.67150977e-05,1.44838192e+03
76.20000,7.67768682e-01,9.67380005e-05,1.44837174e+03
76.30000,7.67878724e-01,9.67608912e-05,1.44836167e+03
76.40000,7.67988655e-01,9.67837662e-05,1.44835170e+03
76.50000,7.68098484e-01,9.68066274e-05,1.44834184e+03
76.60000,7.68208212e-01,9.68294748e-05,1.44833208e+03
76.70000,7.68317839e-01,9.68523085e-05,1.44832242e+03
76.80000,7.68427373e-01,9.68751301e-05,1.44831287e+03
76.90000,7.68536798e-01,9.68979363e-05,1.44830342e+03
77.00000,7.68646123e-01,9.69207287e-05,1.44829407e+03
77.10000,7.68755347e-01,9.69435076e-05,1.44828482e+03
77.20000,7.68864471e-01,9.69662727e-05,1.44827568e+03
77.30000,7.68973504e-01,9.69890261e-05,1.44826663e+03
77.40000,7.69082429e-01,9.70117641e-05,1.44825769e+03
77.50000,7.69191254e-01,9.70344885e-05,1.44824885e+03
77.60000,7.69299980e-01,9.70571995e-05,1.44824011e+03
77.70000,7.69408607e-01,9.70798970e-05,1.44823148e+03
77.80000,7.69517144e-01,9.71025827e-05,1.44822294e+03
77.90000,7.69625574e-01,9.71252533e-05,1.44821450e+03
78.00000,7.69733905e-01,9.71479104e-05,1.44820616e+03
78.10000,7.69842138e-01,9.71705542e-05,1.44819793e+03
78.20000,7.69950274e-01,9.71931847e-05,1.44818979e+03
78.30000,7.70058320e-01,9.72158036e-05,1.44818175e+03
78.40000,7.70166260e-01,9.72384074e-05,1.44817381e+03
78.50000,7.70274103e-01,9.72609980e-05,1.44816597e+03
78.60000,7.70381849e-01,9.72835754e-05,1.44815823e+03
78.70000,7.70489498e-01,9.73061395e-05,1.44815059e+03
78.80000,7.70597058e-01,9.73286922e-05,1.44814305e+03
78.90000,7.70704514e-01,9.73512300e-05,1.44813560e+03
79.00000,7.70811873e-01,9.73737547e-05,1.44812825e+03
79.10000,7.70919137e-01,9.73962663e-05,1.44812100e+03
79.20000,7.71026305e-01,9.74187649e-05,1.44811385e+03
79.30000,7.71133385e-01,9.74412521e-05,1.44810680e+03
79.40000,7.71240362e-01,9.74637245e-05,1.44809984e+03
79.50000,7.71347243e-01,9.74861840e-05,1.44809298e+03
79.60000,7.71454030e-01,9.75086306e-05,1.44808621e+03
79.70000,7.71560721e-01,9.75310642e-05,1.44807954e+03
79.80000,7.71667327e-01,9.75534866e-05,1.44807297e+03
79.90000,7.71773829e-01,9.75758944e-05,1.44806649e+03
80.00000,7.71880238e-01,9.75982894e-05,1.44806011e+03
80.10000,7.71986552e-01,9.76206715e-05,1.44805383e+03
80.20000,7.72092773e-01,9.76430409e-05,1.44804764e+03
80.30000,7.72198908e-01,9.76653991e-05,1.44804154e+03
80.40000,7.72304941e-01,9.76877430e-05,1.44803554e+03
80.50000,7.72410882e-01,9.77100741e-05,1.44802964e+03
80.60000,7.72516729e-01,9.77323925e-05,1.44802383e+03
80.70000,7.72622484e-01,9.77546982e-05,1.44801811e+03
80.80000,7.72728154e-01,9.77769930e-05,1.44801249e+03
80.90000,7.72833723e-01,9.77992735e-05,1.44800696e+03
81.00000,7.72939201e-01,9.78215414e-05,1.44800153e+03
81.10000,7.73044586e-01,9.78437968e-05,1.44799618e+03
81.20000,7.73149879e-01,9.78660396e-05,1.44799094e+03
81.30000,7.73255089e-01,9.78882716e-05,1.44798578e+03
81.40000,7.73360199e-01,9.79104894e-05,1.44798072e+03
81.50000,7.73465218e-01,9.79326947e-05,1.44797575e+03
81.60000,7.73570146e-01,9.79548876e-05,1.44797087e+03
81.70000,7.73674983e-01,9.79770681e-05,1.44796609e+03
81.80000,7.73779738e-01,9.79992380e-05,1.44796139e+03
81.90000,7.73884394e-01,9.80213937e-05,1.44795679e+03
82.00000,7.73988959e-01,9.80435372e-05,1.44795228e+03
82.10000,7.74093435e-01,9.80656683e-05,1.44794787e+03
82.20000,7.74197820e-01,9.80877871e-05,1.44794354e+03
82.30000,7.74302124e-01,9.81098954e-05,1.44793930e+03
82.40000,7.74406330e-01,9.81319898e-05,1.44793516e+03
82.50000,7.74510447e-01,9.81540719e-05,1.44793110e+03
82.60000,7.74614475e-01,9.81761419e-05,1.44792714e+03
82.70000,7.74718414e-01,9.81981997e-05,1.44792327e+03
82.80000,7.74822272e-01,9.82202470e-05,1.44791948e+03
82.90000,7.74926033e-01,9.82422806e-05,1.44791579e+03
83.00000,7.75029706e-01,9.82643021e-05,1.44791219e+03
83.10000,7.75133290e-01,9.82863115e-05,1.44790867e+03
83.20000,7.75236787e-01,9.83083089e-05,1.44790525e+03
83.30000,7.75340203e-01,9.83302960e-05,1.44790191e+03
83.40000,7.75443524e-01,9.83522694e-05,1.44789866e+03
83.50000,7.75546757e-01,9.83742308e-05,1.44789550e+03
83.60000,7.75649903e-01,9.83961804e-05,1.44789243e+03
83.70000,7.75752962e-01,9.84181180e-05,1.44788945e+03
83.80000,7.75855942e-01,9.84400453e-05,1.44788656e+03
83.90000,7.75958827e-01,9.84619592e-05,1.44788375e+03
84.00000,7.76061625e-01,9.84838612e-05,1.44788104e+03
84.10000,7.76164337e-01,9.85057514e-05,1.44787841e+03
84.20000,7.76266963e-01,9.85276298e-05,1.44787586e+03
84.30000,7.76369510e-01,9.85494981e-05,1.44787341e+03
84.40000,7.76471964e-01,9.85713530e-05,1.44787104e+03
84.50000,7.76574332e-01,9.85931962e-05,1.44786876e+03
84.60000,7.76676614e-01,9.86150276e-05,1.44786656e+03
84.70000,7.76778811e-01,9.86368474e-05,1.44786445e+03
84.80000,7.76880930e-01,9.86586573e-05,1.44786243e+03
84.90000,7.76982957e-01,9.86804538e-05,1.44786050e+03
85.00000,7.77084899e-01,9.87022387e-05,1.44785865e+03
85.10000,7.77186756e-01,9.87240121e-05,1.44785688e+03
85.20000,7.77288529e-01,9.87457739e-05,1.44785520e+03
85.30000,7.77390225e-01,9.87675258e-05,1.44785361e+03
85.40000,7.77491829e-01,9.87892646e-05,1.44785210e+03
85.50000,7.77593349e-01,9.88109919e-05,1.44785068e+03
85.60000,7.77694785e-01,9.88327077e-05,1.44784934e+03
85.70000,7.77796138e-01,9.88544120e-05,1.44784809e+03
85.80000,7.77897415e-01,9.88761067e-05,1.44784692e+03
85.90000,7.77998600e-01,9.88977882e-05,1.44784583e+03
86.00000,7.78099703e-01,9.89194584e-05,1.44784483e+03
86.10000,7.78200723e-01,9.89411173e-05,1.44784392e+03
86.20000,7.78301660e-01,9.89627648e-05,1.44784309e+03
86.30000,7.78402522e-01,9.89844027e-05,1.44784234e+03
86.40000,7.78503293e-01,9.90060277e-05,1.44784167e+03
86.50000,7.78603983e-01,9.90276414e-05,1.44784109e+03
86.60000,7.78704590e-01,9.90492439e-05,1.44784059e+03
86.70000,7.78805116e-01,9.90708351e-05,1.44784017e+03
86.80000,7.78905567e-01,9.90924168e-05,1.44783984e+03
86.90000,7.79005929e-01,9.91139858e-05,1.44783959e+03
87.00000,7.79106209e-01,9.91355435e-05,1.44783942e+03
