"pressure [MPa]","density [g/ml]","viscosity [Pa*s]","enthalpy [kJ/kg]"
1.13000,4.17829068e-03,2.13380434e-05,3.10603033e+03
1.14000,4.21618323e-03,2.13372360e-05,3.10580270e+03
1.15000,4.25409271e-03,2.13364292e-05,3.10557493e+03
1.16000,4.29201915e-03,2.13356231e-05,3.10534702e+03
1.17000,4.32996256e-03,2.13348177e-05,3.10511897e+03
1.18000,4.36792298e-03,2.13340129e-05,3.10489078e+03
1.19000,4.40590087e-03,2.13332088e-05,3.10466244e+03
1.20000,4.44389536e-03,2.13324053e-05,3.10443397e+03
1.21000,4.48190692e-03,2.13316024e-05,3.10420535e+03
1.22000,4.51993557e-03,2.13308003e-05,3.10397660e+03
1.23000,4.55798135e-03,2.13299988e-05,3.10374770e+03
1.24000,4.59604427e-03,2.13291979e-05,3.10351866e+03
1.25000,4.63412436e-03,2.13283977e-05,3.10328948e+03
1.26000,4.67222164e-03,2.13275982e-05,3.10306016e+03
1.27000,4.71033614e-03,2.13267993e-05,3.10283069e+03
1.28000,4.74846789e-03,2.13260011e-05,3.10260109e+03
1.29000,4.78661689e-03,2.13252035e-05,3.10237134e+03
1.30000,4.82478319e-03,2.13244066e-05,3.10214144e+03
1.31000,4.86296680e-03,2.13236104e-05,3.10191141e+03
1.32000,4.90116820e-03,2.13228148e-05,3.10168123e+03
1.33000,4.93938652e-03,2.13220199e-05,3.10145091e+03
1.34000,4.97762222e-03,2.13212256e-05,3.10122044e+03
1.35000,5.01587533e-03,2.13204320e-05,3.10098983e+03
1.36000,5.05414588e-03,2.13196391e-05,3.10075908e+03
1.37000,5.09243390e-03,2.13188468e-05,3.10052818e+03
1.38000,5.13073940e-03,2.13180552e-05,3.10029714e+03
1.39000,5.16906241e-03,2.13172643e-05,3.10006596e+03
1.40000,5.20740296e-03,2.13164740e-05,3.09983463e+03
1.41000,5.24576107e-03,2.13156844e-05,3.09960316e+03
1.42000,5.28413677e-03,2.13148955e-05,3.09937154e+03
1.43000,5.32253008e-03,2.13141072e-05,3.09913978e+03
1.44000,5.36094149e-03,2.13133196e-05,3.09890787e+03
1.45000,5.39937010e-03,2.13125327e-05,3.09867582e+03
1.46000,5.43781640e-03,2.13117464e-05,3.09844362e+03
1.47000,5.47628041e-03,2.13109609e-05,3.09821128e+03
1.48000,5.51476216e-03,2.13101759e-05,3.09797879e+03
1.49000,5.55326167e-03,2.13093917e-05,3.09774616e+03
1.50000,5.59177898e-03,2.13086081e-05,3.09751338e+03
1.51000,5.63031409e-03,2.13078252e-05,3.09728045e+03
1.52000,5.66886705e-03,2.13070430e-05,3.09704738e+03
1.53000,5.70743788e-03,2.13062614e-05,3.09681416e+03
1.54000,5.74602659e-03,2.13054805e-05,3.09658080e+03
1.55000,5.78463323e-03,2.13047003e-05,3.09634729e+03
1.56000,5.82325781e-03,2.13039208e-05,3.09611363e+03
1.57000,5.86190082e-03,2.13031419e-05,3.09587982e+03
1.58000,5.90056136e-03,2.13023637e-05,3.09564587e+03
1.59000,5.93923993e-03,2.13015862e-05,3.09541177e+03
1.60000,5.97793654e-03,2.13008094e-05,3.09517752e+03
1.61000,6.01665122e-03,2.13000332e-05,3.09494313e+03
1.62000,6.05538401e-03,2.12992578e-05,3.09470858e+03
1.63000,6.09413492e-03,2.12984830e-05,3.09447389e+03
1.64000,6.13290399e-03,2.12977089e-05,3.09423905e+03
1.65000,6.17169123e-03,2.12969354e-05,3.09400407e+03
1.66000,6.21049668e-03,2.12961627e-05,3.09376893e+03
1.67000,6.24932036e-03,2.12953906e-05,3.09353365e+03
1.68000,6.28816230e-03,2.12946192e-05,3.09329821e+03
1.69000,6.32702299e-03,2.12938485e-05,3.09306263e+03
1.70000,6.36590152e-03,2.12930785e-05,3.09282690e+03
1.71000,6.40479840e-03,2.12923091e-05,3.09259102e+03
1.72000,6.44371363e-03,2.12915405e-05,3.09235499e+03
1.73000,6.48264727e-03,2.12907725e-05,3.09211881e+03
1.74000,6.52159932e-03,2.12900052e-05,3.09188248e+03
1.75000,6.56056981e-03,2.12892386e-05,3.09164600e+03
1.76000,6.59955878e-03,2.12884727e-05,3.09140937e+03
1.77000,6.63856625e-03,2.12877074e-05,3.09117259e+03
1.78000,6.67759224e-03,2.12869429e-05,3.09093566e+03
1.79000,6.71663679e-03,2.12861791e-05,3.09069858e+03
1.80000,6.75569992e-03,2.12854159e-05,3.09046135e+03
1.81000,6.79478166e-03,2.12846534e-05,3.09022397e+03
1.82000,6.83388250e-03,2.12838916e-05,3.08998644e+03
1.83000,6.87300154e-03,2.12831305e-05,3.08974875e+03
1.84000,6.91213927e-03,2.12823701e-05,3.08951092e+03
1.85000,6.95129572e-03,2.12816104e-05,3.08927293e+03
1.86000,6.99047092e-03,2.12808514e-05,3.08903479e+03
1.87000,7.02966489e-03,2.12800931e-05,3.08879650e+03
1.88000,7.06887766e-03,2.12793355e-05,3.08855806e+03
1.89000,7.10810926e-03,2.12785785e-05,3.08831946e+03
1.90000,7.14735972e-03,2.12778223e-05,3.08808072e+03
1.91000,7.18662906e-03,2.12770667e-05,3.08784182e+03
1.92000,7.22591732e-03,2.12763119e-05,3.08760277e+03
1.93000,7.26522451e-03,2.12755578e-05,3.08736356e+03
1.94000,7.30455115e-03,2.12748043e-05,3.08712420e+03
1.95000,7.34389632e-03,2.12740515e-05,3.08688469e+03
1.96000,7.38326051e-03,2.12732995e-05,3.08664503e+03
1.97000,7.42264376e-03,2.12725481e-05,3.08640521e+03
1.98000,7.46204608e-03,2.12717975e-05,3.08616524e+03
1.99000,7.50146752e-03,2.12710475e-05,3.08592511e+03
2.00000,7.54090810e-03,2.12702983e-05,3.08568483e+03
2.01000,7.58036785e-03,2.12695497e-05,3.08544440e+03
2.02000,7.61984679e-03,2.12688019e-05,3.08520381e+03
2.03000,7.65934496e-03,2.12680548e-05,3.08496307e+03
2.04000,7.69886239e-03,2.12673083e-05,3.08472217e+03
2.05000,7.73839910e-03,2.12665626e-05,3.08448112e+03
2.06000,7.77795511e-03,2.12658176e-05,3.08423992e+03
2.07000,7.81753047e-03,2.12650733e-05,3.08399856e+03
2.08000,7.85712520e-03,2.12643296e-05,3.08375704e+03
2.09000,7.89673933e-03,2.12635867e-05,3.08351537e+03
2.10000,7.93637289e-03,2.12628445e-05,3.08327354e+03
2.11000,7.97602590e-03,2.12621031e-05,3.08303155e+03
2.12000,8.01569840e-03,2.12613623e-05,3.08278942e+03
2.13000,8.05539137e-03,2.12606222e-05,3.08254711e+03
2.14000,8.09510293e-03,2.12598828e-05,3.08230466e+03
2.15000,8.13483407e-03,2.12591442e-05,3.08206205e+03
2.16000,8.17458481e-03,2.12584063e-05,3.08181929e+03
2.17000,8.21435518e-03,2.12576690e-05,3.08157637e+03
2.18000,8.25414522e-03,2.12569325e-05,3.08133329e+03
2.19000,8.29395495e-03,2.12561967e-05,3.08109005e+03
2.20000,8.33378441e-03,2.12554617e-05,3.08084666e+03
2.21000,8.37363362e-03,2.12547273e-05,3.08060311e+03
2.22000,8.41350261e-03,2.12539937e-05,3.08035940e+03
2.23000,8.45339141e-03,2.12532607e-05,3.08011554e+03
2.24000,8.49330006e-03,2.12525285e-05,3.07987151e+03
2.25000,8.53322858e-03,2.12517970e-05,3.07962733e+03
2.26000,8.57317701e-03,2.12510663e-05,3.07938299e+03
2.27000,8.61314536e-03,2.12503362e-05,3.07913849e+03
2.28000,8.65313368e-03,2.12496069e-05,3.07889383e+03
2.29000,8.69314200e-03,2.12488783e-05,3.07864902e+03
2.30000,8.73317034e-03,2.12481504e-05,3.07840404e+03
2.31000,8.77321873e-03,2.12474232e-05,3.07815891e+03
2.32000,8.81328722e-03,2.12466968e-05,3.07791362e+03
2.33000,8.85337581e-03,2.12459711e-05,3.07766816e+03
2.34000,8.89348456e-03,2.12452461e-05,3.07742255e+03
2.35000,8.93361348e-03,2.12445218e-05,3.07717678e+03
2.36000,8.97376261e-03,2.12437983e-05,3.07693085e+03
2.37000,9.01393199e-03,2.12430755e-05,3.07668476e+03
2.38000,9.05412259e-03,2.12423533e-05,3.07643850e+03
2.39000,9.09433254e-03,2.12416320e-05,3.07619208e+03
2.40000,9.13456281e-03,2.12409114e-05,3.07594551e+03
2.41000,9.17481346e-03,2.12401915e-05,3.07569878e+03
2.42000,9.21508450e-03,2.12394723e-05,3.07545188e+03
2.43000,9.25537597e-03,2.12387539e-05,3.07520483e+03
2.44000,9.29568789e-03,2.12380362e-05,3.07495761e+03
2.45000,9.33602031e-03,2.12373192e-05,3.07471023e+03
2.46000,9.37637324e-03,2.12366029e-05,3.07446269e+03
2.47000,9.41674673e-03,2.12358874e-05,3.07421499e+03
2.48000,9.45714081e-03,2.12351727e-05,3.07396712e+03
2.49000,9.49755550e-03,2.12344586e-05,3.07371909e+03
2.50000,9.53799084e-03,2.12337453e-05,3.07347091e+03
2.51000,9.57844687e-03,2.12330328e-05,3.07322255e+03
2.52000,9.61892360e-03,2.12323210e-05,3.07297404e+03
2.53000,9.65942108e-03,2.12316099e-05,3.07272536e+03
2.54000,9.69993934e-03,2.12308995e-05,3.07247652e+03
2.55000,9.74047840e-03,2.12301899e-05,3.07222752e+03
2.56000,9.78103831e-03,2.12294811e-05,3.07197835e+03
2.57000,9.82161909e-03,2.12287730e-05,3.07172902e+03
2.58000,9.86222078e-03,2.12280656e-05,3.07147953e+03
2.59000,9.90284341e-03,2.12273589e-05,3.07122987e+03
2.60000,9.94348700e-03,2.12266531e-05,3.07098005e+03
2.61000,9.98415161e-03,2.12259479e-05,3.07073006e+03
2.62000,1.00248372e-02,2.12252435e-05,3.07047991e+03
2.63000,1.00655449e-02,2.12245398e-05,3.07022959e+03
2.64000,1.01062727e-02,2.12238369e-05,3.06997911e+03
2.65000,1.01470217e-02,2.12231348e-05,3.06972847e+03
2.66000,1.01877918e-02,2.12224334e-05,3.06947766e+03
2.67000,1.02285831e-02,2.12217327e-05,3.06922668e+03
2.68000,1.02693957e-02,2.12210328e-05,3.06897554e+03
2.69000,1.03102295e-02,2.12203336e-05,3.06872424e+03
2.70000,1.03510846e-02,2.12196352e-05,3.06847277e+03
2.71000,1.03919611e-02,2.12189376e-05,3.06822113e+03
2.72000,1.04328589e-02,2.12182407e-05,3.06796933e+03
2.73000,1.04737781e-02,2.12175445e-05,3.06771736e+03
2.74000,1.05147188e-02,2.12168491e-05,3.06746522e+03
2.75000,1.05556809e-02,2.12161545e-05,3.06721292e+03
2.76000,1.05966645e-02,2.12154606e-05,3.06696045e+03
2.77000,1.06376697e-02,2.12147675e-05,3.06670781e+03
2.78000,1.06786965e-02,2.12140751e-05,3.06645500e+03
2.79000,1.07197448e-02,2.12133835e-05,3.06620203e+03
2.80000,1.07608148e-02,2.12126927e-05,3.06594889e+03
2.81000,1.08019065e-02,2.12120026e-05,3.06569559e+03
2.82000,1.08430198e-02,2.12113133e-05,3.06544211e+03
2.83000,1.08841549e-02,2.12106247e-05,3.06518847e+03
2.84000,1.09253118e-02,2.12099369e-05,3.06493466e+03
2.85000,1.09664905e-02,2.12092499e-05,3.06468068e+03
2.86000,1.10076911e-02,2.12085636e-05,3.06442653e+03
2.87000,1.10489135e-02,2.12078781e-05,3.06417221e+03
2.88000,1.10901588e-02,2.12071934e-05,3.06391772e+03
2.89000,1.11314251e-02,2.12065094e-05,3.06366306e+03
2.90000,1.11727134e-02,2.12058262e-05,3.06340824e+03
2.91000,1.12140237e-02,2.12051438e-05,3.06315324e+03
2.92000,1.12553560e-02,2.12044621e-05,3.06289808e+03
2.93000,1.12967104e-02,2.12037812e-05,3.06264275e+03
2.94000,1.13380870e-02,2.12031011e-05,3.06238724e+03
2.95000,1.13794857e-02,2.12024218e-05,3.06213157e+03
2.96000,1.14209066e-02,2.12017432e-05,3.06187572e+03
2.97000,1.14623498e-02,2.12010654e-05,3.06161971e+03
2.98000,1.15038152e-02,2.12003884e-05,3.06136352e+03
2.99000,1.15453029e-02,2.11997121e-05,3.06110717e+03
3.00000,1.15868130e-02,2.11990367e-05,3.06085064e+03
3.01000,1.16283454e-02,2.11983620e-05,3.06059394e+03
3.02000,1.16699003e-02,2.11976881e-05,3.06033707e+03
3.03000,1.17114775e-02,2.11970149e-05,3.06008003e+03
3.04000,1.17530773e-02,2.11963426e-05,3.05982281e+03
3.05000,1.17946996e-02,2.11956710e-05,3.05956542e+03
3.06000,1.18363444e-02,2.11950002e-05,3.05930786e+03
3.07000,1.18780119e-02,2.11943302e-05,3.05905013e+03
3.08000,1.19197019e-02,2.11936610e-05,3.05879223e+03
3.09000,1.19614146e-02,2.11929925e-05,3.05853415e+03
3.10000,1.20031500e-02,2.11923249e-05,3.05827590e+03
3.11000,1.20449082e-02,2.11916580e-05,3.05801748e+03
3.12000,1.20866891e-02,2.11909919e-05,3.05775888e+03
3.13000,1.21284939e-02,2.11903266e-05,3.05750011e+03
3.14000,1.21703205e-02,2.11896621e-05,3.05724116e+03
3.15000,1.22121699e-02,2.11889984e-05,3.05698204e+03
3.16000,1.22540423e-02,2.11883355e-05,3.05672275e+03
3.17000,1.22959377e-02,2.11876734e-05,3.05646329e+03
3.18000,1.23378560e-02,2.11870120e-05,3.05620365e+03
3.19000,1.23797974e-02,2.11863515e-05,3.05594383e+03
3.20000,1.24217618e-02,2.11856917e-05,3.05568384e+03
3.21000,1.24637494e-02,2.11850328e-05,3.05542367e+03
3.22000,1.25057601e-02,2.11843746e-05,3.05516333e+03
3.23000,1.25477940e-02,2.11837172e-05,3.05490282e+03
3.24000,1.25898511e-02,2.11830607e-05,3.05464212e+03
3.25000,1.26319314e-02,2.11824049e-05,3.05438126e+03
3.26000,1.26740351e-02,2.11817499e-05,3.05412021e+03
3.27000,1.27161621e-02,2.11810958e-05,3.05385899e+03
3.28000,1.27583124e-02,2.11804424e-05,3.05359760e+03
3.29000,1.28004862e-02,2.11797899e-05,3.05333602e+03
3.30000,1.28426834e-02,2.11791381e-05,3.05307427e+03
3.31000,1.28849041e-02,2.11784872e-05,3.05281235e+03
3.32000,1.29271484e-02,2.11778370e-05,3.05255024e+03
3.33000,1.29694162e-02,2.11771877e-05,3.05228796e+03
3.34000,1.30117076e-02,2.11765391e-05,3.05202550e+03
3.35000,1.30540226e-02,2.11758914e-05,3.05176286e+03
3.36000,1.30963614e-02,2.11752445e-05,3.05150005e+03
3.37000,1.31387238e-02,2.11745984e-05,3.05123705e+03
3.38000,1.31811110e-02,2.11739531e-05,3.05097388e+03
3.39000,1.32235210e-02,2.11733086e-05,3.05071053e+03
3.40000,1.32659549e-02,2.11726650e-05,3.05044700e+03
3.41000,1.33084126e-02,2.11720221e-05,3.05018329e+03
3.42000,1.33508942e-02,2.11713801e-05,3.04991940e+03
3.43000,1.33933998e-02,2.11707389e-05,3.04965534e+03
3.44000,1.34359294e-02,2.11700985e-05,3.04939109e+03
3.45000,1.34784830e-02,2.11694589e-05,3.04912666e+03
3.46000,1.35210607e-02,2.11688201e-05,3.04886206e+03
3.47000,1.35636625e-02,2.11681822e-05,3.04859727e+03
3.48000,1.36062885e-02,2.11675451e-05,3.04833230e+03
3.49000,1.36489386e-02,2.11669088e-05,3.04806716e+03
3.50000,1.36916130e-02,2.11662733e-05,3.04780183e+03
3.51000,1.37343117e-02,2.11656386e-05,3.04753632e+03
3.52000,1.37770347e-02,2.11650048e-05,3.04727063e+03
3.53000,1.38197820e-02,2.11643718e-05,3.04700476e+03
3.54000,1.38625538e-02,2.11637396e-05,3.04673870e+03
3.55000,1.39053499e-02,2.11631083e-05,3.04647247e+03
3.56000,1.39481706e-02,2.11624778e-05,3.04620605e+03
3.57000,1.39910157e-02,2.11618481e-05,3.04593945e+03
3.58000,1.40338855e-02,2.11612192e-05,3.04567267e+03
3.59000,1.40767798e-02,2.11605912e-05,3.04540571e+03
3.60000,1.41196988e-02,2.11599640e-05,3.04513856e+03
3.61000,1.41626424e-02,2.11593377e-05,3.04487123e+03
3.62000,1.42056108e-02,2.11587122e-05,3.04460372e+03
3.63000,1.42486050e-02,2.11580875e-05,3.04433601e+03
3.64000,1.42916229e-02,2.11574636e-05,3.04406813e+03
3.65000,1.43346657e-02,2.11568406e-05,3.04380007e+03
3.66000,1.43777334e-02,2.11562185e-05,3.04353182e+03
3.67000,1.44208260e-02,2.11555972e-05,3.04326339e+03
3.68000,1.44639436e-02,2.11549767e-05,3.04299477e+03
3.69000,1.45070862e-02,2.11543570e-05,3.04272597e+03
3.70000,1.45502539e-02,2.11537382e-05,3.04245698e+03
3.71000,1.45934467e-02,2.11531203e-05,3.04218781e+03
3.72000,1.46366646e-02,2.11525032e-05,3.04191845e+03
3.73000,1.46799077e-02,2.11518869e-05,3.04164891e+03
3.74000,1.47231760e-02,2.11512715e-05,3.04137918e+03
3.75000,1.47664696e-02,2.11506570e-05,3.04110926e+03
3.76000,1.48097885e-02,2.11500433e-05,3.04083916e+03
3.77000,1.48531328e-02,2.11494304e-05,3.04056887e+03
3.78000,1.48965025e-02,2.11488184e-05,3.04029840e+03
3.79000,1.49398976e-02,2.11482073e-05,3.04002774e+03
3.80000,1.49833182e-02,2.11475970e-05,3.03975689e+03
3.81000,1.50267643e-02,2.11469875e-05,3.03948586e+03
3.82000,1.50702360e-02,2.11463790e-05,3.03921463e+03
3.83000,1.51137334e-02,2.11457712e-05,3.03894322e+03
3.84000,1.51572563e-02,2.11451644e-05,3.03867162e+03
3.85000,1.52008050e-02,2.11445584e-05,3.03839984e+03
3.86000,1.52443795e-02,2.11439532e-05,3.03812786e+03
3.87000,1.52879797e-02,2.11433489e-05,3.03785570e+03
3.88000,1.53316068e-02,2.11427455e-05,3.03758334e+03
3.89000,1.53752587e-02,2.11421430e-05,3.03731079e+03
3.90000,1.54189366e-02,2.11415413e-05,3.03703806e+03
3.91000,1.54626404e-02,2.11409405e-05,3.03676514e+03
3.92000,1.55063703e-02,2.11403405e-05,3.03649203e+03
3.93000,1.55501262e-02,2.11397414e-05,3.03621873e+03
3.94000,1.55939082e-02,2.11391432e-05,3.03594524e+03
3.95000,1.56377164e-02,2.11385459e-05,3.03567156e+03
3.96000,1.56815507e-02,2.11379494e-05,3.03539769e+03
3.97000,1.57254113e-02,2.11373538e-05,3.03512363e+03
3.98000,1.57692982e-02,2.11367591e-05,3.03484937e+03
3.99000,1.58132114e-02,2.11361653e-05,3.03457493e+03
4.00000,1.58571509e-02,2.11355723e-05,3.03430029e+03
4.01000,1.59011180e-02,2.11349802e-05,3.03402546e+03
4.02000,1.59451094e-02,2.11343891e-05,3.03375044e+03
4.03000,1.59891294e-02,2.11337987e-05,3.03347522e+03
4.04000,1.60331739e-02,2.11332093e-05,3.03319982e+03
4.05000,1.60772470e-02,2.11326207e-05,3.03292422e+03
4.06000,1.61213448e-02,2.11320331e-05,3.03264843e+03
4.07000,1.61654713e-02,2.11314463e-05,3.03237244e+03
4.08000,1.62096225e-02,2.11308604e-05,3.03209627e+03
4.09000,1.62538025e-02,2.11302754e-05,3.03181990e+03
4.10000,1.62980073e-02,2.11296913e-05,3.03154334e+03
4.11000,1.63422411e-02,2.11291080e-05,3.03126657e+03
4.12000,1.63864996e-02,2.11285257e-05,3.03098962e+03
4.13000,1.64307873e-02,2.11279442e-05,3.03071247e+03
4.14000,1.64750999e-02,2.11273637e-05,3.03043513e+03
4.15000,1.65194417e-02,2.11267840e-05,3.03015759e+03
4.16000,1.65638084e-02,2.11262053e-05,3.02987986e+03
4.17000,1.66082045e-02,2.11256274e-05,3.02960193e+03
4.18000,1.66526256e-02,2.11250505e-05,3.02932381e+03
4.19000,1.66970761e-02,2.11244744e-05,3.02904548e+03
4.20000,1.67415518e-02,2.11238993e-05,3.02876697e+03
4.21000,1.67860570e-02,2.11233250e-05,3.02848825e+03
4.22000,1.68305875e-02,2.11227517e-05,3.02820935e+03
4.23000,1.68751475e-02,2.11221792e-05,3.02793023e+03
4.24000,1.69197329e-02,2.11216077e-05,3.02765093e+03
4.25000,1.69643480e-02,2.11210370e-05,3.02737142e+03
4.26000,1.70089907e-02,2.11204673e-05,3.02709172e+03
4.27000,1.70536589e-02,2.11198985e-05,3.02681183e+03
4.28000,1.70983569e-02,2.11193306e-05,3.02653172e+03
4.29000,1.71430806e-02,2.11187636e-05,3.02625144e+03
4.30000,1.71878341e-02,2.11181976e-05,3.02597094e+03
4.31000,1.72326134e-02,2.11176324e-05,3.02569025e+03
4.32000,1.72774227e-02,2.11170682e-05,3.02540935e+03
4.33000,1.73222578e-02,2.11165049e-05,3.02512827e+03
4.34000,1.73671230e-02,2.11159424e-05,3.02484697e+03
