size,8,32,128,256,512,1024
cg_none,10,58,218,427,838,1637
cg_jacobi,10,58,218,427,838,1637
cg_sor,15,42,122,204,336,651
cg_ilu,9,27,88,145,277,489
cg_icc,9,27,88,145,277,489
cg_gamg,7,8,9,9,10,11
gmres_none,10,119,1341,4501,10000,10000
gmres_jacobi,10,119,1341,4501,10000,10000
gmres_sor,15,43,189,824,1785,4701
gmres_ilu,9,27,119,454,1636,5555
gmres_icc,9,27,119,454,1636,5555
gmres_gamg,7,7,8,9,9,10
