size,8,32,128,256,512,1024
cg_none,1.19575e-15,6.04802e-07,8.1102e-06,3.43635e-05,0.000138048,0.000619998
cg_jacobi,1.19575e-15,6.04802e-07,8.1102e-06,3.43635e-05,0.000138048,0.000619998
cg_sor,1.04748e-07,3.90533e-06,7.98e-05,0.000469078,0.00168338,0.00109516
cg_ilu,3.58257e-07,1.56076e-06,3.81209e-05,0.000314674,0.000288775,0.00138557
cg_icc,3.58257e-07,1.56076e-06,3.81209e-05,0.000314674,0.000288775,0.00138557
cg_gamg,5.86979e-08,3.8421e-07,2.30452e-06,2.2204e-05,1.69225e-05,6.88555e-05
gmres_none,4.58704e-07,3.96713e-05,0.000816721,0.00940311,0.0232598,0.0528249
gmres_jacobi,4.58704e-07,3.96713e-05,0.000816721,0.00940311,0.0232598,0.0528249
gmres_sor,1.24654e-06,1.16629e-05,0.000197288,0.00110935,0.00187008,0.00318741
gmres_ilu,2.74612e-07,1.67065e-06,0.000217389,0.000429111,0.00257167,0.00261812
gmres_icc,2.74612e-07,1.67065e-06,0.000217389,0.000429111,0.00257167,0.00261812
gmres_gamg,5.6142e-08,2.78486e-06,8.78212e-06,6.54164e-06,2.45119e-05,6.16166e-05
