"pressure [MPa]","density [g/ml]","viscosity [Pa*s]","enthalpy [kJ/kg]"
23.73000,9.49090258e-01,2.24679140e-04,5.49216249e+02
23.74000,9.49095019e-01,2.24681677e-04,5.49223249e+02
23.75000,9.49099779e-01,2.24684214e-04,5.49230249e+02
23.76000,9.49104539e-01,2.24686751e-04,5.49237249e+02
23.77000,9.49109299e-01,2.24689288e-04,5.49244249e+02
23.78000,9.49114059e-01,2.24691825e-04,5.49251249e+02
23.79000,9.49118819e-01,2.24694362e-04,5.49258250e+02
23.80000,9.49123578e-01,2.24696898e-04,5.49265249e+02
23.81000,9.49128337e-01,2.24699435e-04,5.49272249e+02
23.82000,9.49133097e-01,2.24701972e-04,5.49279249e+02
23.83000,9.49137856e-01,2.24704509e-04,5.49286250e+02
23.84000,9.49142615e-01,2.24707045e-04,5.49293250e+02
23.85000,9.49147374e-01,2.24709582e-04,5.49300251e+02
23.86000,9.49152132e-01,2.24712119e-04,5.49307252e+02
23.87000,9.49156891e-01,2.24714655e-04,5.49314252e+02
23.88000,9.49161648e-01,2.24717191e-04,5.49321252e+02
23.89000,9.49166407e-01,2.24719728e-04,5.49328253e+02
23.90000,9.49171165e-01,2.24722264e-04,5.49335253e+02
23.91000,9.49175923e-01,2.24724801e-04,5.49342254e+02
23.92000,9.49180681e-01,2.24727337e-04,5.49349255e+02
23.93000,9.49185438e-01,2.24729874e-04,5.49356256e+02
23.94000,9.49190196e-01,2.24732410e-04,5.49363257e+02
23.95000,9.49194953e-01,2.24734946e-04,5.49370259e+02
23.96000,9.49199710e-01,2.24737482e-04,5.49377258e+02
23.97000,9.49204467e-01,2.24740018e-04,5.49384260e+02
23.98000,9.49209224e-01,2.24742555e-04,5.49391261e+02
23.99000,9.49213981e-01,2.24745091e-04,5.49398262e+02
24.00000,9.49218737e-01,2.24747627e-04,5.49405264e+02
24.01000,9.49223494e-01,2.24750163e-04,5.49412265e+02
24.02000,9.49228250e-01,2.24752699e-04,5.49419267e+02
24.03000,9.49233007e-01,2.24755235e-04,5.49426268e+02
24.04000,9.49237763e-01,2.24757771e-04,5.49433270e+02
24.05000,9.49242518e-01,2.24760307e-04,5.49440270e+02
24.06000,9.49247274e-01,2.24762843e-04,5.49447272e+02
24.07000,9.49252029e-01,2.24765379e-04,5.49454274e+02
24.08000,9.49256785e-01,2.24767915e-04,5.49461276e+02
24.09000,9.49261540e-01,2.24770451e-04,5.49468277e+02
24.10000,9.49266295e-01,2.24772987e-04,5.49475279e+02
24.11000,9.49271050e-01,2.24775523e-04,5.49482281e+02
24.12000,9.49275805e-01,2.24778058e-04,5.49489283e+02
24.13000,9.49280559e-01,2.24780594e-04,5.49496284e+02
24.14000,9.49285314e-01,2.24783129e-04,5.49503286e+02
24.15000,9.49290068e-01,2.24785665e-04,5.49510289e+02
24.16000,9.49294823e-01,2.24788201e-04,5.49517291e+02
24.17000,9.49299577e-01,2.24790736e-04,5.49524293e+02
24.18000,9.49304331e-01,2.24793272e-04,5.49531296e+02
24.19000,9.49309085e-01,2.24795808e-04,5.49538298e+02
24.20000,9.49313839e-01,2.24798343e-04,5.49545301e+02
24.21000,9.49318592e-01,2.24800878e-04,5.49552302e+02
24.22000,9.49323345e-01,2.24803414e-04,5.49559304e+02
24.23000,9.49328099e-01,2.24805949e-04,5.49566307e+02
24.24000,9.49332852e-01,2.24808485e-04,5.49573310e+02
24.25000,9.49337605e-01,2.24811020e-04,5.49580313e+02
24.26000,9.49342358e-01,2.24813555e-04,5.49587315e+02
24.27000,9.49347111e-01,2.24816091e-04,5.49594318e+02
24.28000,9.49351863e-01,2.24818626e-04,5.49601321e+02
24.29000,9.49356616e-01,2.24821161e-04,5.49608324e+02
24.30000,9.49361367e-01,2.24823696e-04,5.49615326e+02
24.31000,9.49366119e-01,2.24826231e-04,5.49622329e+02
24.32000,9.49370871e-01,2.24828766e-04,5.49629332e+02
24.33000,9.49375623e-01,2.24831302e-04,5.49636335e+02
24.34000,9.49380375e-01,2.24833837e-04,5.49643339e+02
24.35000,9.49385127e-01,2.24836372e-04,5.49650342e+02
24.36000,9.49389878e-01,2.24838907e-04,5.49657345e+02
24.37000,9.49394629e-01,2.24841442e-04,5.49664349e+02
24.38000,9.49399380e-01,2.24843976e-04,5.49671351e+02
24.39000,9.49404131e-01,2.24846511e-04,5.49678354e+02
24.40000,9.49408882e-01,2.24849046e-04,5.49685358e+02
24.41000,9.49413632e-01,2.24851581e-04,5.49692362e+02
24.42000,9.49418383e-01,2.24854116e-04,5.49699365e+02
24.43000,9.49423134e-01,2.24856651e-04,5.49706369e+02
24.44000,9.49427884e-01,2.24859186e-04,5.49713373e+02
24.45000,9.49432634e-01,2.24861720e-04,5.49720377e+02
24.46000,9.49437383e-01,2.24864255e-04,5.49727379e+02
24.47000,9.49442133e-01,2.24866789e-04,5.49734383e+02
24.48000,9.49446883e-01,2.24869324e-04,5.49741387e+02
24.49000,9.49451632e-01,2.24871859e-04,5.49748391e+02
24.50000,9.49456382e-01,2.24874393e-04,5.49755395e+02
24.51000,9.49461131e-01,2.24876928e-04,5.49762400e+02
24.52000,9.49465880e-01,2.24879462e-04,5.49769404e+02
24.53000,9.49470629e-01,2.24881997e-04,5.49776408e+02
24.54000,9.49475378e-01,2.24884531e-04,5.49783412e+02
24.55000,9.49480126e-01,2.24887065e-04,5.49790415e+02
24.56000,9.49484875e-01,2.24889600e-04,5.49797420e+02
24.57000,9.49489623e-01,2.24892134e-04,5.49804424e+02
24.58000,9.49494371e-01,2.24894668e-04,5.49811429e+02
24.59000,9.49499120e-01,2.24897203e-04,5.49818434e+02
24.60000,9.49503868e-01,2.24899737e-04,5.49825438e+02
24.61000,9.49508615e-01,2.24902271e-04,5.49832443e+02
24.62000,9.49513363e-01,2.24904805e-04,5.49839448e+02
24.63000,9.49518110e-01,2.24907339e-04,5.49846451e+02
24.64000,9.49522857e-01,2.24909873e-04,5.49853456e+02
24.65000,9.49527605e-01,2.24912407e-04,5.49860461e+02
24.66000,9.49532352e-01,2.24914942e-04,5.49867466e+02
24.67000,9.49537099e-01,2.24917476e-04,5.49874471e+02
24.68000,9.49541846e-01,2.24920010e-04,5.49881476e+02
24.69000,9.49546592e-01,2.24922544e-04,5.49888481e+02
24.70000,9.49551339e-01,2.24925078e-04,5.49895487e+02
24.71000,9.49556084e-01,2.24927611e-04,5.49902491e+02
24.72000,9.49560831e-01,2.24930145e-04,5.49909496e+02
24.73000,9.49565577e-01,2.24932679e-04,5.49916501e+02
24.74000,9.49570323e-01,2.24935213e-04,5.49923507e+02
24.75000,9.49575069e-01,2.24937747e-04,5.49930512e+02
24.76000,9.49579814e-01,2.24940280e-04,5.49937518e+02
24.77000,9.49584560e-01,2.24942814e-04,5.49944523e+02
24.78000,9.49589305e-01,2.24945348e-04,5.49951529e+02
24.79000,9.49594051e-01,2.24947882e-04,5.49958535e+02
24.80000,9.49598795e-01,2.24950415e-04,5.49965539e+02
24.81000,9.49603540e-01,2.24952948e-04,5.49972545e+02
24.82000,9.49608285e-01,2.24955482e-04,5.49979551e+02
24.83000,9.49613029e-01,2.24958016e-04,5.49986557e+02
24.84000,9.49617774e-01,2.24960549e-04,5.49993563e+02
24.85000,9.49622518e-01,2.24963083e-04,5.50000569e+02
24.86000,9.49627263e-01,2.24965616e-04,5.50007575e+02
24.87000,9.49632007e-01,2.24968149e-04,5.50014581e+02
24.88000,9.49636750e-01,2.24970682e-04,5.50021586e+02
24.89000,9.49641494e-01,2.24973216e-04,5.50028592e+02
24.90000,9.49646237e-01,2.24975749e-04,5.50035598e+02
24.91000,9.49650981e-01,2.24978282e-04,5.50042604e+02
24.92000,9.49655724e-01,2.24980816e-04,5.50049611e+02
24.93000,9.49660468e-01,2.24983349e-04,5.50056617e+02
24.94000,9.49665211e-01,2.24985882e-04,5.50063624e+02
24.95000,9.49669954e-01,2.24988415e-04,5.50070630e+02
24.96000,9.49674696e-01,2.24990948e-04,5.50077636e+02
24.97000,9.49679438e-01,2.24993481e-04,5.50084642e+02
24.98000,9.49684181e-01,2.24996014e-04,5.50091649e+02
24.99000,9.49688923e-01,2.24998547e-04,5.50098656e+02
25.00000,9.49693665e-01,2.25001080e-04,5.50105663e+02
25.01000,9.49698408e-01,2.25003613e-04,5.50112670e+02
25.02000,9.49703150e-01,2.25006146e-04,5.50119676e+02
25.03000,9.49707891e-01,2.25008679e-04,5.50126683e+02
25.04000,9.49712633e-01,2.25011212e-04,5.50133691e+02
25.05000,9.49717374e-01,2.25013745e-04,5.50140696e+02
25.06000,9.49722115e-01,2.25016277e-04,5.50147703e+02
25.07000,9.49726856e-01,2.25018810e-04,5.50154711e+02
25.08000,9.49731597e-01,2.25021343e-04,5.50161718e+02
25.09000,9.49736338e-01,2.25023876e-04,5.50168725e+02
25.10000,9.49741079e-01,2.25026408e-04,5.50175733e+02
25.11000,9.49745820e-01,2.25028941e-04,5.50182740e+02
25.12000,9.49750560e-01,2.25031474e-04,5.50189747e+02
25.13000,9.49755300e-01,2.25034006e-04,5.50196754e+02
25.14000,9.49760040e-01,2.25036539e-04,5.50203761e+02
25.15000,9.49764780e-01,2.25039071e-04,5.50210769e+02
25.16000,9.49769520e-01,2.25041604e-04,5.50217777e+02
25.17000,9.49774260e-01,2.25044136e-04,5.50224784e+02
25.18000,9.49779000e-01,2.25046669e-04,5.50231792e+02
25.19000,9.49783739e-01,2.25049201e-04,5.50238800e+02
25.20000,9.49788479e-01,2.25051733e-04,5.50245808e+02
25.21000,9.49793217e-01,2.25054265e-04,5.50252814e+02
25.22000,9.49797956e-01,2.25056798e-04,5.50259822e+02
25.23000,9.49802695e-01,2.25059330e-04,5.50266831e+02
25.24000,9.49807434e-01,2.25061862e-04,5.50273839e+02
25.25000,9.49812172e-01,2.25064395e-04,5.50280847e+02
25.26000,9.49816911e-01,2.25066927e-04,5.50287855e+02
25.27000,9.49821649e-01,2.25069459e-04,5.50294863e+02
25.28000,9.49826387e-01,2.25071991e-04,5.50301872e+02
25.29000,9.49831126e-01,2.25074523e-04,5.50308880e+02
25.30000,9.49835863e-01,2.25077055e-04,5.50315887e+02
25.31000,9.49840600e-01,2.25079587e-04,5.50322896e+02
25.32000,9.49845338e-01,2.25082119e-04,5.50329904e+02
25.33000,9.49850076e-01,2.25084651e-04,5.50336913e+02
25.34000,9.49854813e-01,2.25087183e-04,5.50343921e+02
25.35000,9.49859550e-01,2.25089715e-04,5.50350930e+02
25.36000,9.49864287e-01,2.25092247e-04,5.50357939e+02
25.37000,9.49869024e-01,2.25094779e-04,5.50364948e+02
25.38000,9.49873760e-01,2.25097310e-04,5.50371955e+02
25.39000,9.49878497e-01,2.25099842e-04,5.50378964e+02
25.40000,9.49883233e-01,2.25102374e-04,5.50385973e+02
25.41000,9.49887970e-01,2.25104905e-04,5.50392982e+02
25.42000,9.49892706e-01,2.25107437e-04,5.50399991e+02
25.43000,9.49897442e-01,2.25109969e-04,5.50407000e+02
25.44000,9.49902178e-01,2.25112500e-04,5.50414010e+02
25.45000,9.49906914e-01,2.25115032e-04,5.50421019e+02
25.46000,9.49911648e-01,2.25117563e-04,5.50428027e+02
25.47000,9.49916384e-01,2.25120095e-04,5.50435036e+02
25.48000,9.49921119e-01,2.25122626e-04,5.50442046e+02
25.49000,9.49925854e-01,2.25125158e-04,5.50449055e+02
25.50000,9.49930590e-01,2.25127689e-04,5.50456065e+02
25.51000,9.49935324e-01,2.25130221e-04,5.50463074e+02
25.52000,9.49940059e-01,2.25132752e-04,5.50470084e+02
25.53000,9.49944794e-01,2.25135283e-04,5.50477093e+02
25.54000,9.49949528e-01,2.25137815e-04,5.50484103e+02
25.55000,9.49954262e-01,2.25140346e-04,5.50491112e+02
25.56000,9.49958996e-01,2.25142877e-04,5.50498121e+02
25.57000,9.49963730e-01,2.25145408e-04,5.50505131e+02
25.58000,9.49968464e-01,2.25147939e-04,5.50512141e+02
25.59000,9.49973198e-01,2.25150471e-04,5.50519151e+02
25.60000,9.49977931e-01,2.25153002e-04,5.50526161e+02
25.61000,9.49982665e-01,2.25155533e-04,5.50533171e+02
25.62000,9.49987398e-01,2.25158064e-04,5.50540182e+02
25.63000,9.49992131e-01,2.25160594e-04,5.50547190e+02
25.64000,9.49996864e-01,2.25163126e-04,5.50554201e+02
25.65000,9.50001597e-01,2.25165657e-04,5.50561211e+02
25.66000,9.50006329e-01,2.25168187e-04,5.50568221e+02
25.67000,9.50011062e-01,2.25170718e-04,5.50575232e+02
25.68000,9.50015795e-01,2.25173249e-04,5.50582242e+02
25.69000,9.50020527e-01,2.25175780e-04,5.50589253e+02
25.70000,9.50025259e-01,2.25178311e-04,5.50596263e+02
25.71000,9.50029990e-01,2.25180841e-04,5.50603273e+02
25.72000,9.50034722e-01,2.25183372e-04,5.50610283e+02
25.73000,9.50039454e-01,2.25185903e-04,5.50617294e+02
25.74000,9.50044186e-01,2.25188434e-04,5.50624305e+02
25.75000,9.50048917e-01,2.25190964e-04,5.50631316e+02
25.76000,9.50053648e-01,2.25193495e-04,5.50638327e+02
25.77000,9.50058380e-01,2.25196026e-04,5.50645338e+02
25.78000,9.50063111e-01,2.25198556e-04,5.50652349e+02
25.79000,9.50067842e-01,2.25201087e-04,5.50659360e+02
25.80000,9.50072572e-01,2.25203617e-04,5.50666369e+02
25.81000,9.50077302e-01,2.25206147e-04,5.50673381e+02
25.82000,9.50082033e-01,2.25208678e-04,5.50680392e+02
25.83000,9.50086763e-01,2.25211208e-04,5.50687403e+02
25.84000,9.50091493e-01,2.25213739e-04,5.50694414e+02
25.85000,9.50096223e-01,2.25216269e-04,5.50701426e+02
25.86000,9.50100953e-01,2.25218799e-04,5.50708437e+02
25.87000,9.50105683e-01,2.25221330e-04,5.50715449e+02
25.88000,9.50110412e-01,2.25223860e-04,5.50722459e+02
25.89000,9.50115141e-01,2.25226390e-04,5.50729471e+02
25.90000,9.50119871e-01,2.25228920e-04,5.50736482e+02
25.91000,9.50124600e-01,2.25231450e-04,5.50743494e+02
25.92000,9.50129329e-01,2.25233980e-04,5.50750506e+02
25.93000,9.50134058e-01,2.25236511e-04,5.50757518e+02
25.94000,9.50138787e-01,2.25239041e-04,5.50764529e+02
25.95000,9.50143515e-01,2.25241571e-04,5.50771541e+02
25.96000,9.50148243e-01,2.25244100e-04,5.50778552e+02
25.97000,9.50152971e-01,2.25246630e-04,5.50785564e+02
25.98000,9.50157699e-01,2.25249160e-04,5.50792576e+02
25.99000,9.50162427e-01,2.25251690e-04,5.50799588e+02
26.00000,9.50167155e-01,2.25254220e-04,5.50806600e+02
26.01000,9.50171883e-01,2.25256750e-04,5.50813613e+02
26.02000,9.50176611e-01,2.25259280e-04,5.50820625e+02
26.03000,9.50181338e-01,2.25261810e-04,5.50827637e+02
26.04000,9.50186066e-01,2.25264339e-04,5.50834650e+02
26.05000,9.50190792e-01,2.25266869e-04,5.50841661e+02
26.06000,9.50195519e-01,2.25269398e-04,5.50848673e+02
26.07000,9.50200246e-01,2.25271928e-04,5.50855686e+02
26.08000,9.50204973e-01,2.25274458e-04,5.50862698e+02
26.09000,9.50209699e-01,2.25276987e-04,5.50869711e+02
26.10000,9.50214426e-01,2.25279517e-04,5.50876724e+02
26.11000,9.50219152e-01,2.25282047e-04,5.50883736e+02
26.12000,9.50223878e-01,2.25284576e-04,5.50890749e+02
26.13000,9.50228603e-01,2.25287105e-04,5.50897761e+02
26.14000,9.50233329e-01,2.25289635e-04,5.50904774e+02
26.15000,9.50238055e-01,2.25292164e-04,5.50911787e+02
26.16000,9.50242781e-01,2.25294694e-04,5.50918800e+02
26.17000,9.50247506e-01,2.25297223e-04,5.50925813e+02
26.18000,9.50252232e-01,2.25299752e-04,5.50932826e+02
26.19000,9.50256957e-01,2.25302282e-04,5.50939839e+02
26.20000,9.50261682e-01,2.25304811e-04,5.50946852e+02
26.21000,9.50266406e-01,2.25307340e-04,5.50953864e+02
26.22000,9.50271131e-01,2.25309869e-04,5.50960878e+02
26.23000,9.50275855e-01,2.25312398e-04,5.50967891e+02
26.24000,9.50280580e-01,2.25314927e-04,5.50974905e+02
26.25000,9.50285304e-01,2.25317456e-04,5.50981918e+02
26.26000,9.50290028e-01,2.25319986e-04,5.50988932e+02
26.27000,9.50294752e-01,2.25322515e-04,5.50995945e+02
26.28000,9.50299476e-01,2.25325044e-04,5.51002959e+02
26.29000,9.50304200e-01,2.25327573e-04,5.51009973e+02
26.30000,9.50308923e-01,2.25330101e-04,5.51016985e+02
26.31000,9.50313646e-01,2.25332630e-04,5.51023999e+02
26.32000,9.50318370e-01,2.25335159e-04,5.51031013e+02
26.33000,9.50323093e-01,2.25337688e-04,5.51038027e+02
26.34000,9.50327816e-01,2.25340217e-04,5.51045041e+02
26.35000,9.50332539e-01,2.25342746e-04,5.51052055e+02
26.36000,9.50337262e-01,2.25345274e-04,5.51059069e+02
26.37000,9.50341984e-01,2.25347803e-04,5.51066083e+02
26.38000,9.50346706e-01,2.25350332e-04,5.51073096e+02
26.39000,9.50351428e-01,2.25352860e-04,5.51080110e+02
26.40000,9.50356151e-01,2.25355389e-04,5.51087124e+02
26.41000,9.50360873e-01,2.25357918e-04,5.51094139e+02
26.42000,9.50365595e-01,2.25360446e-04,5.51101153e+02
26.43000,9.50370316e-01,2.25362975e-04,5.51108168e+02
26.44000,9.50375038e-01,2.25365503e-04,5.51115182e+02
26.45000,9.50379760e-01,2.25368032e-04,5.51122197e+02
26.46000,9.50384480e-01,2.25370560e-04,5.51129210e+02
26.47000,9.50389201e-01,2.25373088e-04,5.51136225e+02
26.48000,9.50393922e-01,2.25375617e-04,5.51143239e+02
26.49000,9.50398643e-01,2.25378145e-04,5.51150254e+02
26.50000,9.50403364e-01,2.25380674e-04,5.51157269e+02
26.51000,9.50408085e-01,2.25383202e-04,5.51164284e+02
26.52000,9.50412805e-01,2.25385730e-04,5.51171299e+02
26.53000,9.50417526e-01,2.25388258e-04,5.51178314e+02
26.54000,9.50422246e-01,2.25390787e-04,5.51185329e+02
26.55000,9.50426965e-01,2.25393314e-04,5.51192342e+02
26.56000,9.50431685e-01,2.25395843e-04,5.51199358e+02
26.57000,9.50436405e-01,2.25398371e-04,5.51206373e+02
26.58000,9.50441124e-01,2.25400899e-04,5.51213388e+02
26.59000,9.50445844e-01,2.25403427e-04,5.51220403e+02
26.60000,9.50450563e-01,2.25405955e-04,5.51227419e+02
26.61000,9.50455283e-01,2.25408483e-04,5.51234434e+02
26.62000,9.50460002e-01,2.25411011e-04,5.51241450e+02
26.63000,9.50464720e-01,2.25413539e-04,5.51248464e+02
26.64000,9.50469438e-01,2.25416067e-04,5.51255479e+02
26.65000,9.50474157e-01,2.25418594e-04,5.51262495e+02
26.66000,9.50478876e-01,2.25421122e-04,5.51269511e+02
26.67000,9.50483594e-01,2.25423650e-04,5.51276526e+02
26.68000,9.50488312e-01,2.25426178e-04,5.51283542e+02
26.69000,9.50493030e-01,2.25428706e-04,5.51290558e+02
26.70000,9.50497748e-01,2.25431234e-04,5.51297574e+02
26.71000,9.50502465e-01,2.25433761e-04,5.51304588e+02
26.72000,9.50507183e-01,2.25436288e-04,5.51311604e+02
26.73000,9.50511900e-01,2.25438816e-04,5.51318620e+02
26.74000,9.50516618e-01,2.25441344e-04,5.51325637e+02
26.75000,9.50521335e-01,2.25443871e-04,5.51332653e+02
26.76000,9.50526052e-01,2.25446399e-04,5.51339669e+02
26.77000,9.50530769e-01,2.25448926e-04,5.51346685e+02
26.78000,9.50535486e-01,2.25451454e-04,5.51353701e+02
26.79000,9.50540203e-01,2.25453981e-04,5.51360718e+02
26.80000,9.50544918e-01,2.25456508e-04,5.51367733e+02
26.81000,9.50549635e-01,2.25459036e-04,5.51374749e+02
26.82000,9.50554351e-01,2.25461563e-04,5.51381766e+02
26.83000,9.50559067e-01,2.25464091e-04,5.51388782e+02
26.84000,9.50563783e-01,2.25466618e-04,5.51395799e+02
26.85000,9.50568499e-01,2.25469145e-04,5.51402816e+02
26.86000,9.50573214e-01,2.25471672e-04,5.51409832e+02
26.87000,9.50577930e-01,2.25474200e-04,5.51416849e+02
26.88000,9.50582644e-01,2.25476726e-04,5.51423865e+02
26.89000,9.50587360e-01,2.25479254e-04,5.51430882e+02
26.90000,9.50592075e-01,2.25481781e-04,5.51437899e+02
26.91000,9.50596790e-01,2.25484308e-04,5.51444916e+02
26.92000,9.50601505e-01,2.25486835e-04,5.51451933e+02
26.93000,9.50606219e-01,2.25489362e-04,5.51458950e+02
26.94000,9.50610934e-01,2.25491889e-04,5.51465967e+02
26.95000,9.50615648e-01,2.25494416e-04,5.51472984e+02
26.96000,9.50620362e-01,2.25496942e-04,5.51480000e+02
26.97000,9.50625076e-01,2.25499469e-04,5.51487017e+02
26.98000,9.50629790e-01,2.25501996e-04,5.51494035e+02
26.99000,9.50634504e-01,2.25504523e-04,5.51501052e+02
27.00000,9.50639217e-01,2.25507050e-04,5.51508069e+02
27.01000,9.50643931e-01,2.25509577e-04,5.51515087e+02
27.02000,9.50648644e-01,2.25512104e-04,5.51522104e+02
27.03000,9.50653357e-01,2.25514630e-04,5.51529122e+02
27.04000,9.50658071e-01,2.25517157e-04,5.51536140e+02
27.05000,9.50662783e-01,2.25519683e-04,5.51543156e+02
27.06000,9.50667496e-01,2.25522210e-04,5.51550174e+02
27.07000,9.50672208e-01,2.25524737e-04,5.51557192e+02
27.08000,9.50676921e-01,2.25527263e-04,5.51564210e+02
27.09000,9.50681633e-01,2.25529790e-04,5.51571228e+02
27.10000,9.50686345e-01,2.25532316e-04,5.51578246e+02
27.11000,9.50691058e-01,2.25534843e-04,5.51585264e+02
27.12000,9.50695770e-01,2.25537369e-04,5.51592282e+02
27.13000,9.50700481e-01,2.25539895e-04,5.51599298e+02
27.14000,9.50705192e-01,2.25542422e-04,5.51606317e+02
27.15000,9.50709904e-01,2.25544948e-04,5.51613335e+02
27.16000,9.50714615e-01,2.25547474e-04,5.51620353e+02
27.17000,9.50719327e-01,2.25550001e-04,5.51627372e+02
27.18000,9.50724038e-01,2.25552527e-04,5.51634390e+02
27.19000,9.50728749e-01,2.25555053e-04,5.51641408e+02
27.20000,9.50733460e-01,2.25557579e-04,5.51648427e+02
27.21000,9.50738169e-01,2.25560105e-04,5.51655444e+02
27.22000,9.50742880e-01,2.25562631e-04,5.51662463e+02
27.23000,9.50747590e-01,2.25565157e-04,5.51669481e+02
27.24000,9.50752301e-01,2.25567683e-04,5.51676500e+02
27.25000,9.50757011e-01,2.25570210e-04,5.51683519e+02
27.26000,9.50761721e-01,2.25572736e-04,5.51690538e+02
27.27000,9.50766431e-01,2.25575262e-04,5.51697557e+02
27.28000,9.50771140e-01,2.25577788e-04,5.51704576e+02
27.29000,9.50775850e-01,2.25580313e-04,5.51711594e+02
27.30000,9.50780559e-01,2.25582839e-04,5.51718612e+02
27.31000,9.50785268e-01,2.25585365e-04,5.51725631e+02
27.32000,9.50789977e-01,2.25587891e-04,5.51732650e+02
27.33000,9.50794686e-01,2.25590416e-04,5.51739670e+02
27.34000,9.50799395e-01,2.25592942e-04,5.51746689e+02
27.35000,9.50804104e-01,2.25595468e-04,5.51753708e+02
27.36000,9.50808812e-01,2.25597994e-04,5.51760727e+02
27.37000,9.50813521e-01,2.25600520e-04,5.51767747e+02
27.38000,9.50818228e-01,2.25603045e-04,5.51774765e+02
27.39000,9.50822936e-01,2.25605570e-04,5.51781784e+02
27.40000,9.50827644e-01,2.25608096e-04,5.51788804e+02
27.41000,9.50832352e-01,2.25610622e-04,5.51795824e+02
27.42000,9.50837060e-01,2.25613147e-04,5.51802843e+02
27.43000,9.50841768e-01,2.25615673e-04,5.51809863e+02
27.44000,9.50846475e-01,2.25618198e-04,5.51816883e+02
27.45000,9.50851182e-01,2.25620724e-04,5.51823903e+02
27.46000,9.50855889e-01,2.25623249e-04,5.51830921e+02
27.47000,9.50860596e-01,2.25625774e-04,5.51837941e+02
27.48000,9.50865303e-01,2.25628299e-04,5.51844961e+02
27.49000,9.50870009e-01,2.25630825e-04,5.51851981e+02
27.50000,9.50874716e-01,2.25633350e-04,5.51859001e+02
27.51000,9.50879422e-01,2.25635875e-04,5.51866021e+02
27.52000,9.50884129e-01,2.25638400e-04,5.51873041e+02
27.53000,9.50888835e-01,2.25640926e-04,5.51880062e+02
27.54000,9.50893541e-01,2.25643451e-04,5.51887082e+02
27.55000,9.50898246e-01,2.25645976e-04,5.51894101e+02
27.56000,9.50902952e-01,2.25648501e-04,5.51901121e+02
27.57000,9.50907657e-01,2.25651026e-04,5.51908142e+02
27.58000,9.50912363e-01,2.25653551e-04,5.51915162e+02
27.59000,9.50917068e-01,2.25656076e-04,5.51922183e+02
27.60000,9.50921774e-01,2.25658601e-04,5.51929203e+02
27.61000,9.50926479e-01,2.25661126e-04,5.51936224e+02
27.62000,9.50931184e-01,2.25663651e-04,5.51943245e+02
27.63000,9.50935887e-01,2.25666175e-04,5.51950264e+02
27.64000,9.50940592e-01,2.25668700e-04,5.51957285e+02
27.65000,9.50945297e-01,2.25671225e-04,5.51964306e+02
27.66000,9.50950001e-01,2.25673750e-04,5.51971327e+02
27.67000,9.50954705e-01,2.25676275e-04,5.51978348e+02
27.68000,9.50959409e-01,2.25678799e-04,5.51985369e+02
27.69000,9.50964113e-01,2.25681324e-04,5.51992390e+02
27.70000,9.50968817e-01,2.25683849e-04,5.51999411e+02
27.71000,9.50973520e-01,2.25686373e-04,5.52006431e+02
27.72000,9.50978223e-01,2.25688898e-04,5.52013452e+02
27.73000,9.50982927e-01,2.25691422e-04,5.52020473e+02
27.74000,9.50987630e-01,2.25693947e-04,5.52027494e+02
27.75000,9.50992333e-01,2.25696471e-04,5.52034516e+02
27.76000,9.50997036e-01,2.25698996e-04,5.52041537e+02
27.77000,9.51001739e-01,2.25701520e-04,5.52048559e+02
27.78000,9.51006441e-01,2.25704045e-04,5.52055580e+02
27.79000,9.51011144e-01,2.25706569e-04,5.52062602e+02
27.80000,9.51015845e-01,2.25709093e-04,5.52069622e+02
27.81000,9.51020548e-01,2.25711618e-04,5.52076644e+02
27.82000,9.51025250e-01,2.25714142e-04,5.52083665e+02
27.83000,9.51029952e-01,2.25716666e-04,5.52090687e+02
27.84000,9.51034653e-01,2.25719190e-04,5.52097709e+02
27.85000,9.51039355e-01,2.25721715e-04,5.52104731e+02
27.86000,9.51044057e-01,2.25724239e-04,5.52111753e+02
27.87000,9.51048758e-01,2.25726763e-04,5.52118775e+02
27.88000,9.51053458e-01,2.25729287e-04,5.52125796e+02
27.89000,9.51058160e-01,2.25731811e-04,5.52132818e+02
27.90000,9.51062861e-01,2.25734335e-04,5.52139840e+02
27.91000,9.51067561e-01,2.25736859e-04,5.52146862e+02
27.92000,9.51072262e-01,2.25739383e-04,5.52153884e+02
27.93000,9.51076963e-01,2.25741907e-04,5.52160907e+02
27.94000,9.51081663e-01,2.25744431e-04,5.52167929e+02
27.95000,9.51086363e-01,2.25746955e-04,5.52174951e+02
27.96000,9.51091063e-01,2.25749478e-04,5.52181973e+02
27.97000,9.51095763e-01,2.25752002e-04,5.52188995e+02
27.98000,9.51100462e-01,2.25754526e-04,5.52196018e+02
27.99000,9.51105162e-01,2.25757050e-04,5.52203040e+02
28.00000,9.51109862e-01,2.25759574e-04,5.52210063e+02
28.01000,9.51114561e-01,2.25762098e-04,5.52217086e+02
28.02000,9.51119260e-01,2.25764621e-04,5.52224108e+02
28.03000,9.51123960e-01,2.25767145e-04,5.52231131e+02
28.04000,9.51128659e-01,2.25769669e-04,5.52238154e+02
28.05000,9.51133357e-01,2.25772192e-04,5.52245176e+02
28.06000,9.51138055e-01,2.25774715e-04,5.52252199e+02
28.07000,9.51142754e-01,2.25777239e-04,5.52259222e+02
28.08000,9.51147452e-01,2.25779763e-04,5.52266245e+02
