"pressure [MPa]","density [g/ml]","viscosity [Pa*s]","enthalpy [kJ/kg]"
7.10000,9.40963858e-01,2.20412765e-04,5.37657452e+02
7.20000,9.41014036e-01,2.20438724e-04,5.37726429e+02
7.30000,9.41064198e-01,2.20464680e-04,5.37795414e+02
7.40000,9.41114343e-01,2.20490632e-04,5.37864405e+02
7.50000,9.41164471e-01,2.20516580e-04,5.37933403e+02
7.60000,9.41214582e-01,2.20542524e-04,5.38002408e+02
7.70000,9.41264677e-01,2.20568464e-04,5.38071420e+02
7.80000,9.41314756e-01,2.20594400e-04,5.38140439e+02
7.90000,9.41364818e-01,2.20620332e-04,5.38209464e+02
8.00000,9.41414863e-01,2.20646260e-04,5.38278496e+02
8.10000,9.41464893e-01,2.20672184e-04,5.38347536e+02
8.20000,9.41514905e-01,2.20698104e-04,5.38416581e+02
8.30000,9.41564901e-01,2.20724021e-04,5.38485634e+02
8.40000,9.41614880e-01,2.20749933e-04,5.38554694e+02
8.50000,9.41664843e-01,2.20775841e-04,5.38623760e+02
8.60000,9.41714790e-01,2.20801746e-04,5.38692834e+02
8.70000,9.41764720e-01,2.20827647e-04,5.38761913e+02
8.80000,9.41814634e-01,2.20853544e-04,5.38831000e+02
8.90000,9.41864531e-01,2.20879436e-04,5.38900093e+02
9.00000,9.41914412e-01,2.20905325e-04,5.38969193e+02
9.10000,9.41964277e-01,2.20931211e-04,5.39038300e+02
9.20000,9.42014125e-01,2.20957092e-04,5.39107413e+02
9.30000,9.42063957e-01,2.20982969e-04,5.39176534e+02
9.40000,9.42113772e-01,2.21008843e-04,5.39245660e+02
9.50000,9.42163571e-01,2.21034712e-04,5.39314794e+02
9.60000,9.42213355e-01,2.21060578e-04,5.39383935e+02
9.70000,9.42263121e-01,2.21086440e-04,5.39453081e+02
9.80000,9.42312872e-01,2.21112298e-04,5.39522235e+02
9.90000,9.42362605e-01,2.21138153e-04,5.39591395e+02
10.00000,9.42412323e-01,2.21164003e-04,5.39660562e+02
10.10000,9.42462025e-01,2.21189850e-04,5.39729736e+02
10.20000,9.42511711e-01,2.21215693e-04,5.39798915e+02
10.30000,9.42561380e-01,2.21241532e-04,5.39868102e+02
10.40000,9.42611033e-01,2.21267367e-04,5.39937295e+02
10.50000,9.42660670e-01,2.21293198e-04,5.40006495e+02
10.60000,9.42710291e-01,2.21319026e-04,5.40075702e+02
10.70000,9.42759895e-01,2.21344850e-04,5.40144915e+02
10.80000,9.42809484e-01,2.21370670e-04,5.40214135e+02
10.90000,9.42859056e-01,2.21396486e-04,5.40283360e+02
11.00000,9.42908612e-01,2.21422299e-04,5.40352593e+02
11.10000,9.42958153e-01,2.21448107e-04,5.40421833e+02
11.20000,9.43007677e-01,2.21473912e-04,5.40491078e+02
11.30000,9.43057185e-01,2.21499714e-04,5.40560330e+02
11.40000,9.43106677e-01,2.21525511e-04,5.40629589e+02
11.50000,9.43156153e-01,2.21551305e-04,5.40698854e+02
11.60000,9.43205613e-01,2.21577095e-04,5.40768126e+02
11.70000,9.43255057e-01,2.21602881e-04,5.40837404e+02
11.80000,9.43304485e-01,2.21628663e-04,5.40906689e+02
11.90000,9.43353897e-01,2.21654442e-04,5.40975980e+02
12.00000,9.43403293e-01,2.21680217e-04,5.41045278e+02
12.10000,9.43452673e-01,2.21705989e-04,5.41114582e+02
12.20000,9.43502037e-01,2.21731756e-04,5.41183892e+02
12.30000,9.43551385e-01,2.21757520e-04,5.41253209e+02
12.40000,9.43600717e-01,2.21783280e-04,5.41322532e+02
12.50000,9.43650034e-01,2.21809037e-04,5.41391862e+02
12.60000,9.43699335e-01,2.21834790e-04,5.41461198e+02
12.70000,9.43748619e-01,2.21860539e-04,5.41530540e+02
12.80000,9.43797888e-01,2.21886284e-04,5.41599889e+02
12.90000,9.43847141e-01,2.21912026e-04,5.41669244e+02
13.00000,9.43896378e-01,2.21937764e-04,5.41738606e+02
13.10000,9.43945600e-01,2.21963499e-04,5.41807974e+02
13.20000,9.43994805e-01,2.21989229e-04,5.41877348e+02
13.30000,9.44043995e-01,2.22014956e-04,5.41946729e+02
13.40000,9.44093169e-01,2.22040680e-04,5.42016115e+02
13.50000,9.44142327e-01,2.22066400e-04,5.42085509e+02
13.60000,9.44191470e-01,2.22092116e-04,5.42154909e+02
13.70000,9.44240597e-01,2.22117828e-04,5.42224314e+02
13.80000,9.44289708e-01,2.22143537e-04,5.42293726e+02
13.90000,9.44338803e-01,2.22169242e-04,5.42363144e+02
14.00000,9.44387883e-01,2.22194944e-04,5.42432569e+02
14.10000,9.44436947e-01,2.22220642e-04,5.42502001e+02
14.20000,9.44485995e-01,2.22246337e-04,5.42571437e+02
14.30000,9.44535028e-01,2.22272028e-04,5.42640881e+02
14.40000,9.44584044e-01,2.22297715e-04,5.42710330e+02
14.50000,9.44633046e-01,2.22323398e-04,5.42779786e+02
14.60000,9.44682032e-01,2.22349079e-04,5.42849249e+02
14.70000,9.44731002e-01,2.22374755e-04,5.42918717e+02
14.80000,9.44779957e-01,2.22400428e-04,5.42988191e+02
14.90000,9.44828895e-01,2.22426097e-04,5.43057672e+02
15.00000,9.44877819e-01,2.22451763e-04,5.43127159e+02
15.10000,9.44926727e-01,2.22477425e-04,5.43196652e+02
15.20000,9.44975619e-01,2.22503083e-04,5.43266151e+02
15.30000,9.45024496e-01,2.22528739e-04,5.43335657e+02
15.40000,9.45073357e-01,2.22554390e-04,5.43405168e+02
15.50000,9.45122203e-01,2.22580038e-04,5.43474686e+02
15.60000,9.45171034e-01,2.22605683e-04,5.43544210e+02
15.70000,9.45219848e-01,2.22631323e-04,5.43613740e+02
15.80000,9.45268648e-01,2.22656961e-04,5.43683276e+02
15.90000,9.45317431e-01,2.22682594e-04,5.43752818e+02
16.00000,9.45366200e-01,2.22708225e-04,5.43822366e+02
16.10000,9.45414953e-01,2.22733852e-04,5.43891921e+02
16.20000,9.45463691e-01,2.22759475e-04,5.43961481e+02
16.30000,9.45512413e-01,2.22785094e-04,5.44031047e+02
16.40000,9.45561120e-01,2.22810710e-04,5.44100620e+02
16.50000,9.45609811e-01,2.22836323e-04,5.44170199e+02
16.60000,9.45658488e-01,2.22861933e-04,5.44239784e+02
16.70000,9.45707149e-01,2.22887538e-04,5.44309375e+02
16.80000,9.45755793e-01,2.22913140e-04,5.44378970e+02
16.90000,9.45804424e-01,2.22938739e-04,5.44448573e+02
17.00000,9.45853039e-01,2.22964335e-04,5.44518182e+02
17.10000,9.45901638e-01,2.22989926e-04,5.44587797e+02
17.20000,9.45950223e-01,2.23015515e-04,5.44657418e+02
17.30000,9.45998791e-01,2.23041099e-04,5.44727044e+02
17.40000,9.46047345e-01,2.23066681e-04,5.44796677e+02
17.50000,9.46095883e-01,2.23092259e-04,5.44866316e+02
17.60000,9.46144407e-01,2.23117834e-04,5.44935961e+02
17.70000,9.46192915e-01,2.23143405e-04,5.45005612e+02
17.80000,9.46241407e-01,2.23168972e-04,5.45075268e+02
17.90000,9.46289885e-01,2.23194536e-04,5.45144930e+02
18.00000,9.46338347e-01,2.23220097e-04,5.45214599e+02
18.10000,9.46386795e-01,2.23245655e-04,5.45284274e+02
18.20000,9.46435227e-01,2.23271209e-04,5.45353954e+02
18.30000,9.46483643e-01,2.23296759e-04,5.45423640e+02
18.40000,9.46532045e-01,2.23322306e-04,5.45493332e+02
18.50000,9.46580432e-01,2.23347850e-04,5.45563030e+02
18.60000,9.46628803e-01,2.23373390e-04,5.45632734e+02
18.70000,9.46677160e-01,2.23398927e-04,5.45702444e+02
18.80000,9.46725500e-01,2.23424460e-04,5.45772159e+02
18.90000,9.46773827e-01,2.23449990e-04,5.45841881e+02
19.00000,9.46822138e-01,2.23475517e-04,5.45911608e+02
19.10000,9.46870434e-01,2.23501040e-04,5.45981342e+02
19.20000,9.46918716e-01,2.23526560e-04,5.46051081e+02
19.30000,9.46966981e-01,2.23552077e-04,5.46120825e+02
19.40000,9.47015232e-01,2.23577590e-04,5.46190576e+02
19.50000,9.47063468e-01,2.23603100e-04,5.46260333e+02
19.60000,9.47111689e-01,2.23628606e-04,5.46330095e+02
19.70000,9.47159895e-01,2.23654110e-04,5.46399864e+02
19.80000,9.47208086e-01,2.23679609e-04,5.46469637e+02
19.90000,9.47256262e-01,2.23705105e-04,5.46539416e+02
20.00000,9.47304423e-01,2.23730599e-04,5.46609202e+02
20.10000,9.47352569e-01,2.23756088e-04,5.46678994e+02
20.20000,9.47400701e-01,2.23781575e-04,5.46748791e+02
20.30000,9.47448816e-01,2.23807057e-04,5.46818592e+02
20.40000,9.47496918e-01,2.23832537e-04,5.46888401e+02
20.50000,9.47545005e-01,2.23858014e-04,5.46958216e+02
20.60000,9.47593076e-01,2.23883487e-04,5.47028036e+02
20.70000,9.47641133e-01,2.23908957e-04,5.47097862e+02
20.80000,9.47689175e-01,2.23934423e-04,5.47167692e+02
20.90000,9.47737202e-01,2.23959886e-04,5.47237529e+02
21.00000,9.47785214e-01,2.23985346e-04,5.47307372e+02
21.10000,9.47833212e-01,2.24010803e-04,5.47377221e+02
21.20000,9.47881194e-01,2.24036256e-04,5.47447075e+02
21.30000,9.47929161e-01,2.24061706e-04,5.47516934e+02
21.40000,9.47977115e-01,2.24087152e-04,5.47586800e+02
21.50000,9.48025053e-01,2.24112596e-04,5.47656671e+02
21.60000,9.48072977e-01,2.24138036e-04,5.47726548e+02
21.70000,9.48120885e-01,2.24163473e-04,5.47796431e+02
21.80000,9.48168779e-01,2.24188906e-04,5.47866318e+02
21.90000,9.48216658e-01,2.24214337e-04,5.47936211e+02
22.00000,9.48264523e-01,2.24239764e-04,5.48006111e+02
22.10000,9.48312373e-01,2.24265188e-04,5.48076016e+02
22.20000,9.48360208e-01,2.24290609e-04,5.48145927e+02
22.30000,9.48408027e-01,2.24316025e-04,5.48215842e+02
22.40000,9.48455833e-01,2.24341440e-04,5.48285764e+02
22.50000,9.48503625e-01,2.24366851e-04,5.48355691e+02
22.60000,9.48551401e-01,2.24392258e-04,5.48425624e+02
22.70000,9.48599163e-01,2.24417663e-04,5.48495563e+02
22.80000,9.48646909e-01,2.24443063e-04,5.48565506e+02
22.90000,9.48694642e-01,2.24468461e-04,5.48635455e+02
23.00000,9.48742360e-01,2.24493856e-04,5.48705411e+02
23.10000,9.48790063e-01,2.24519248e-04,5.48775371e+02
23.20000,9.48837752e-01,2.24544636e-04,5.48845338e+02
23.30000,9.48885426e-01,2.24570021e-04,5.48915308e+02
23.40000,9.48933085e-01,2.24595403e-04,5.48985286e+02
23.50000,9.48980730e-01,2.24620782e-04,5.49055268e+02
23.60000,9.49028361e-01,2.24646157e-04,5.49125257e+02
23.70000,9.49075977e-01,2.24671530e-04,5.49195251e+02
23.80000,9.49123578e-01,2.24696898e-04,5.49265249e+02
23.90000,9.49171165e-01,2.24722264e-04,5.49335253e+02
24.00000,9.49218737e-01,2.24747627e-04,5.49405264e+02
24.10000,9.49266295e-01,2.24772987e-04,5.49475279e+02
24.20000,9.49313839e-01,2.24798343e-04,5.49545301e+02
24.30000,9.49361367e-01,2.24823696e-04,5.49615326e+02
24.40000,9.49408882e-01,2.24849046e-04,5.49685358e+02
24.50000,9.49456382e-01,2.24874393e-04,5.49755395e+02
24.60000,9.49503868e-01,2.24899737e-04,5.49825438e+02
24.70000,9.49551339e-01,2.24925078e-04,5.49895487e+02
24.80000,9.49598795e-01,2.24950415e-04,5.49965539e+02
24.90000,9.49646237e-01,2.24975749e-04,5.50035598e+02
25.00000,9.49693665e-01,2.25001080e-04,5.50105663e+02
25.10000,9.49741079e-01,2.25026408e-04,5.50175733e+02
25.20000,9.49788479e-01,2.25051733e-04,5.50245808e+02
25.30000,9.49835863e-01,2.25077055e-04,5.50315887e+02
25.40000,9.49883233e-01,2.25102374e-04,5.50385973e+02
25.50000,9.49930590e-01,2.25127689e-04,5.50456065e+02
25.60000,9.49977931e-01,2.25153002e-04,5.50526161e+02
25.70000,9.50025259e-01,2.25178311e-04,5.50596263e+02
25.80000,9.50072572e-01,2.25203617e-04,5.50666369e+02
25.90000,9.50119871e-01,2.25228920e-04,5.50736482e+02
26.00000,9.50167155e-01,2.25254220e-04,5.50806600e+02
26.10000,9.50214426e-01,2.25279517e-04,5.50876724e+02
26.20000,9.50261682e-01,2.25304811e-04,5.50946852e+02
26.30000,9.50308923e-01,2.25330101e-04,5.51016985e+02
26.40000,9.50356151e-01,2.25355389e-04,5.51087124e+02
26.50000,9.50403364e-01,2.25380674e-04,5.51157269e+02
26.60000,9.50450563e-01,2.25405955e-04,5.51227419e+02
26.70000,9.50497748e-01,2.25431234e-04,5.51297574e+02
26.80000,9.50544918e-01,2.25456508e-04,5.51367733e+02
26.90000,9.50592075e-01,2.25481781e-04,5.51437899e+02
27.00000,9.50639217e-01,2.25507050e-04,5.51508069e+02
27.10000,9.50686345e-01,2.25532316e-04,5.51578246e+02
27.20000,9.50733460e-01,2.25557579e-04,5.51648427e+02
27.30000,9.50780559e-01,2.25582839e-04,5.51718612e+02
27.40000,9.50827644e-01,2.25608096e-04,5.51788804e+02
27.50000,9.50874716e-01,2.25633350e-04,5.51859001e+02
27.60000,9.50921774e-01,2.25658601e-04,5.51929203e+02
27.70000,9.50968817e-01,2.25683849e-04,5.51999411e+02
27.80000,9.51015845e-01,2.25709093e-04,5.52069622e+02
27.90000,9.51062861e-01,2.25734335e-04,5.52139840e+02
28.00000,9.51109862e-01,2.25759574e-04,5.52210063e+02
28.10000,9.51156849e-01,2.25784810e-04,5.52280291e+02
28.20000,9.51203822e-01,2.25810042e-04,5.52350524e+02
28.30000,9.51250780e-01,2.25835272e-04,5.52420762e+02
28.40000,9.51297725e-01,2.25860498e-04,5.52491005e+02
28.50000,9.51344656e-01,2.25885722e-04,5.52561254e+02
28.60000,9.51391572e-01,2.25910943e-04,5.52631508e+02
28.70000,9.51438475e-01,2.25936161e-04,5.52701767e+02
28.80000,9.51485363e-01,2.25961375e-04,5.52772030e+02
28.90000,9.51532238e-01,2.25986587e-04,5.52842299e+02
29.00000,9.51579099e-01,2.26011795e-04,5.52912574e+02
29.10000,9.51625946e-01,2.26037001e-04,5.52982853e+02
29.20000,9.51672779e-01,2.26062204e-04,5.53053138e+02
29.30000,9.51719597e-01,2.26087403e-04,5.53123426e+02
29.40000,9.51766402e-01,2.26112600e-04,5.53193721e+02
29.50000,9.51813193e-01,2.26137794e-04,5.53264021e+02
29.60000,9.51859970e-01,2.26162985e-04,5.53334326e+02
29.70000,9.51906733e-01,2.26188173e-04,5.53404636e+02
29.80000,9.51953482e-01,2.26213357e-04,5.53474950e+02
29.90000,9.52000217e-01,2.26238539e-04,5.53545270e+02
30.00000,9.52046939e-01,2.26263718e-04,5.53615595e+02
30.10000,9.52093647e-01,2.26288894e-04,5.53685926e+02
30.20000,9.52140340e-01,2.26314067e-04,5.53756261e+02
30.30000,9.52187019e-01,2.26339237e-04,5.53826600e+02
30.40000,9.52233686e-01,2.26364404e-04,5.53896945e+02
30.50000,9.52280338e-01,2.26389568e-04,5.53967295e+02
30.60000,9.52326976e-01,2.26414730e-04,5.54037651e+02
30.70000,9.52373601e-01,2.26439888e-04,5.54108011e+02
30.80000,9.52420211e-01,2.26465043e-04,5.54178375e+02
30.90000,9.52466808e-01,2.26490196e-04,5.54248745e+02
31.00000,9.52513391e-01,2.26515345e-04,5.54319121e+02
31.10000,9.52559961e-01,2.26540492e-04,5.54389501e+02
31.20000,9.52606517e-01,2.26565636e-04,5.54459886e+02
31.30000,9.52653058e-01,2.26590776e-04,5.54530275e+02
31.40000,9.52699586e-01,2.26615914e-04,5.54600670e+02
31.50000,9.52746100e-01,2.26641049e-04,5.54671070e+02
31.60000,9.52792601e-01,2.26666182e-04,5.54741475e+02
31.70000,9.52839088e-01,2.26691311e-04,5.54811885e+02
31.80000,9.52885561e-01,2.26716437e-04,5.54882299e+02
31.90000,9.52932020e-01,2.26741560e-04,5.54952718e+02
32.00000,9.52978466e-01,2.26766681e-04,5.55023143e+02
32.10000,9.53024898e-01,2.26791798e-04,5.55093571e+02
32.20000,9.53071317e-01,2.26816913e-04,5.55164007e+02
32.30000,9.53117721e-01,2.26842025e-04,5.55234445e+02
32.40000,9.53164113e-01,2.26867134e-04,5.55304891e+02
32.50000,9.53210490e-01,2.26892240e-04,5.55375339e+02
32.60000,9.53256853e-01,2.26917343e-04,5.55445791e+02
32.70000,9.53303205e-01,2.26942444e-04,5.55516252e+02
32.80000,9.53349540e-01,2.26967541e-04,5.55586714e+02
32.90000,9.53395865e-01,2.26992636e-04,5.55657184e+02
33.00000,9.53442173e-01,2.27017728e-04,5.55727656e+02
33.10000,9.53488468e-01,2.27042816e-04,5.55798133e+02
33.20000,9.53534752e-01,2.27067903e-04,5.55868618e+02
33.30000,9.53581020e-01,2.27092986e-04,5.55939104e+02
33.40000,9.53627276e-01,2.27118067e-04,5.56009599e+02
33.50000,9.53673517e-01,2.27143144e-04,5.56080095e+02
33.60000,9.53719744e-01,2.27168219e-04,5.56150596e+02
33.70000,9.53765959e-01,2.27193291e-04,5.56221104e+02
33.80000,9.53812160e-01,2.27218360e-04,5.56291615e+02
33.90000,9.53858348e-01,2.27243427e-04,5.56362133e+02
34.00000,9.53904521e-01,2.27268490e-04,5.56432654e+02
34.10000,9.53950681e-01,2.27293550e-04,5.56503179e+02
34.20000,9.53996829e-01,2.27318608e-04,5.56573711e+02
34.30000,9.54042962e-01,2.27343663e-04,5.56644246e+02
34.40000,9.54089083e-01,2.27368716e-04,5.56714788e+02
34.50000,9.54135189e-01,2.27393765e-04,5.56785332e+02
34.60000,9.54181281e-01,2.27418811e-04,5.56855881e+02
34.70000,9.54227362e-01,2.27443855e-04,5.56926437e+02
34.80000,9.54273428e-01,2.27468896e-04,5.56996995e+02
34.90000,9.54319482e-01,2.27493935e-04,5.57067561e+02
35.00000,9.54365520e-01,2.27518970e-04,5.57138129e+02
35.10000,9.54411546e-01,2.27544002e-04,5.57208701e+02
35.20000,9.54457559e-01,2.27569032e-04,5.57279281e+02
35.30000,9.54503558e-01,2.27594059e-04,5.57349863e+02
35.40000,9.54549545e-01,2.27619084e-04,5.57420452e+02
35.50000,9.54595517e-01,2.27644105e-04,5.57491044e+02
35.60000,9.54641475e-01,2.27669123e-04,5.57561640e+02
35.70000,9.54687422e-01,2.27694140e-04,5.57632243e+02
35.80000,9.54733354e-01,2.27719153e-04,5.57702848e+02
35.90000,9.54779274e-01,2.27744164e-04,5.57773461e+02
36.00000,9.54825179e-01,2.27769171e-04,5.57844076e+02
36.10000,9.54871071e-01,2.27794176e-04,5.57914695e+02
36.20000,9.54916951e-01,2.27819178e-04,5.57985322e+02
36.30000,9.54962816e-01,2.27844177e-04,5.58055950e+02
36.40000,9.55008670e-01,2.27869175e-04,5.58126586e+02
36.50000,9.55054508e-01,2.27894168e-04,5.58197224e+02
36.60000,9.55100334e-01,2.27919159e-04,5.58267866e+02
36.70000,9.55146148e-01,2.27944148e-04,5.58338516e+02
36.80000,9.55191947e-01,2.27969133e-04,5.58409168e+02
36.90000,9.55237734e-01,2.27994117e-04,5.58479827e+02
37.00000,9.55283506e-01,2.28019097e-04,5.58550488e+02
37.10000,9.55329266e-01,2.28044074e-04,5.58621153e+02
37.20000,9.55375013e-01,2.28069050e-04,5.58691826e+02
37.30000,9.55420746e-01,2.28094021e-04,5.58762501e+02
37.40000,9.55466467e-01,2.28118991e-04,5.58833183e+02
37.50000,9.55512174e-01,2.28143958e-04,5.58903867e+02
37.60000,9.55557867e-01,2.28168921e-04,5.58974555e+02
37.70000,9.55603549e-01,2.28193883e-04,5.59045251e+02
37.80000,9.55649216e-01,2.28218841e-04,5.59115948e+02
37.90000,9.55694871e-01,2.28243798e-04,5.59186653e+02
38.00000,9.55740512e-01,2.28268750e-04,5.59257360e+02
38.10000,9.55786139e-01,2.28293700e-04,5.59328071e+02
38.20000,9.55831755e-01,2.28318649e-04,5.59398789e+02
38.30000,9.55877356e-01,2.28343594e-04,5.59469509e+02
38.40000,9.55922946e-01,2.28368537e-04,5.59540237e+02
38.50000,9.55968521e-01,2.28393476e-04,5.59610966e+02
38.60000,9.56014083e-01,2.28418413e-04,5.59681700e+02
38.70000,9.56059634e-01,2.28443347e-04,5.59752440e+02
38.80000,9.56105169e-01,2.28468279e-04,5.59823183e+02
38.90000,9.56150694e-01,2.28493208e-04,5.59893933e+02
39.00000,9.56196203e-01,2.28518134e-04,5.59964685e+02
39.10000,9.56241700e-01,2.28543058e-04,5.60035441e+02
39.20000,9.56287185e-01,2.28567979e-04,5.60106204e+02
39.30000,9.56332656e-01,2.28592897e-04,5.60176969e+02
39.40000,9.56378115e-01,2.28617814e-04,5.60247741e+02
39.50000,9.56423559e-01,2.28642726e-04,5.60318515e+02
39.60000,9.56468991e-01,2.28667636e-04,5.60389294e+02
39.70000,9.56514411e-01,2.28692545e-04,5.60460079e+02
39.80000,9.56559817e-01,2.28717449e-04,5.60530867e+02
39.90000,9.56605211e-01,2.28742353e-04,5.60601661e+02
40.00000,9.56650590e-01,2.28767252e-04,5.60672457e+02
40.10000,9.56695957e-01,2.28792149e-04,5.60743258e+02
40.20000,9.56741312e-01,2.28817044e-04,5.60814066e+02
40.30000,9.56786653e-01,2.28841936e-04,5.60884875e+02
40.40000,9.56831982e-01,2.28866826e-04,5.60955692e+02
40.50000,9.56877297e-01,2.28891712e-04,5.61026510e+02
40.60000,9.56922599e-01,2.28916596e-04,5.61097332e+02
40.70000,9.56967890e-01,2.28941478e-04,5.61168162e+02
40.80000,9.57013166e-01,2.28966356e-04,5.61238993e+02
40.90000,9.57058431e-01,2.28991233e-04,5.61309832e+02
41.00000,9.57103681e-01,2.29016106e-04,5.61380672e+02
41.10000,9.57148918e-01,2.29040977e-04,5.61451516e+02
41.20000,9.57194145e-01,2.29065846e-04,5.61522368e+02
41.30000,9.57239356e-01,2.29090711e-04,5.61593221e+02
41.40000,9.57284557e-01,2.29115575e-04,5.61664081e+02
41.50000,9.57329743e-01,2.29140435e-04,5.61734943e+02
41.60000,9.57374916e-01,2.29165293e-04,5.61805809e+02
41.70000,9.57420078e-01,2.29190149e-04,5.61876682e+02
41.80000,9.57465226e-01,2.29215002e-04,5.61947557e+02
41.90000,9.57510362e-01,2.29239853e-04,5.62018439e+02
42.00000,9.57555484e-01,2.29264700e-04,5.62089322e+02
42.10000,9.57600593e-01,2.29289545e-04,5.62160210e+02
42.20000,9.57645691e-01,2.29314388e-04,5.62231105e+02
42.30000,9.57690775e-01,2.29339228e-04,5.62302001e+02
42.40000,9.57735847e-01,2.29364066e-04,5.62372904e+02
42.50000,9.57780905e-01,2.29388900e-04,5.62443809e+02
42.60000,9.57825951e-01,2.29413732e-04,5.62514718e+02
42.70000,9.57870985e-01,2.29438562e-04,5.62585634e+02
42.80000,9.57916005e-01,2.29463389e-04,5.62656552e+02
42.90000,9.57961013e-01,2.29488214e-04,5.62727477e+02
43.00000,9.58006008e-01,2.29513036e-04,5.62798403e+02
43.10000,9.58050989e-01,2.29537855e-04,5.62869333e+02
43.20000,9.58095960e-01,2.29562673e-04,5.62940271e+02
43.30000,9.58140916e-01,2.29587487e-04,5.63011210e+02
43.40000,9.58185862e-01,2.29612299e-04,5.63082156e+02
