"pressure [MPa]","density [g/ml]","viscosity [Pa*s]","enthalpy [kJ/kg]"
37.00000,9.55283506e-01,2.28019097e-04,5.58550488e+02
38.00000,9.55740512e-01,2.28268750e-04,5.59257360e+02
39.00000,9.56196203e-01,2.28518134e-04,5.59964685e+02
40.00000,9.56650590e-01,2.28767252e-04,5.60672457e+02
41.00000,9.57103681e-01,2.29016106e-04,5.61380672e+02
42.00000,9.57555484e-01,2.29264700e-04,5.62089322e+02
43.00000,9.58006008e-01,2.29513036e-04,5.62798403e+02
44.00000,9.58455260e-01,2.29761117e-04,5.63507909e+02
45.00000,9.58903250e-01,2.30008947e-04,5.64217834e+02
46.00000,9.59349985e-01,2.30256527e-04,5.64928173e+02
47.00000,9.59795473e-01,2.30503860e-04,5.65638920e+02
48.00000,9.60239723e-01,2.30750950e-04,5.66350071e+02
49.00000,9.60682742e-01,2.30997799e-04,5.67061620e+02
50.00000,9.61124537e-01,2.31244409e-04,5.67773563e+02
51.00000,9.61565118e-01,2.31490784e-04,5.68485893e+02
52.00000,9.62004490e-01,2.31736925e-04,5.69198606e+02
53.00000,9.62442663e-01,2.31982836e-04,5.69911698e+02
54.00000,9.62879644e-01,2.32228518e-04,5.70625163e+02
55.00000,9.63315439e-01,2.32473976e-04,5.71338997e+02
56.00000,9.63750058e-01,2.32719210e-04,5.72053194e+02
57.00000,9.64183506e-01,2.32964224e-04,5.72767751e+02
58.00000,9.64615792e-01,2.33209020e-04,5.73482662e+02
59.00000,9.65046923e-01,2.33453601e-04,5.74197924e+02
60.00000,9.65476906e-01,2.33697969e-04,5.74913531e+02
61.00000,9.65905749e-01,2.33942127e-04,5.75629480e+02
62.00000,9.66333459e-01,2.34186077e-04,5.76345765e+02
63.00000,9.66760043e-01,2.34429822e-04,5.77062383e+02
64.00000,9.67185508e-01,2.34673364e-04,5.77779330e+02
65.00000,9.67609861e-01,2.34916706e-04,5.78496601e+02
66.00000,9.68033111e-01,2.35159850e-04,5.79214192e+02
67.00000,9.68455263e-01,2.35402799e-04,5.79932100e+02
68.00000,9.68876326e-01,2.35645555e-04,5.80650319e+02
69.00000,9.69296306e-01,2.35888121e-04,5.81368847e+02
70.00000,9.69715210e-01,2.36130500e-04,5.82087679e+02
71.00000,9.70133046e-01,2.36372693e-04,5.82806811e+02
72.00000,9.70549821e-01,2.36614705e-04,5.83526240e+02
73.00000,9.70965541e-01,2.36856536e-04,5.84245963e+02
74.00000,9.71380215e-01,2.37098190e-04,5.84965974e+02
75.00000,9.71793848e-01,2.37339669e-04,5.85686271e+02
76.00000,9.72206449e-01,2.37580976e-04,5.86406850e+02
77.00000,9.72618024e-01,2.37822114e-04,5.87127708e+02
78.00000,9.73028581e-01,2.38063085e-04,5.87848841e+02
79.00000,9.73438126e-01,2.38303892e-04,5.88570245e+02
80.00000,9.73846667e-01,2.38544537e-04,5.89291917e+02
81.00000,9.74254211e-01,2.38785024e-04,5.90013855e+02
82.00000,9.74660766e-01,2.39025355e-04,5.90736054e+02
83.00000,9.75066337e-01,2.39265533e-04,5.91458512e+02
84.00000,9.75470933e-01,2.39505560e-04,5.92181224e+02
85.00000,9.75874561e-01,2.39745440e-04,5.92904189e+02
86.00000,9.76277227e-01,2.39985175e-04,5.93627403e+02
87.00000,9.76678940e-01,2.40224768e-04,5.94350862e+02
88.00000,9.77079706e-01,2.40464223e-04,5.95074565e+02
89.00000,9.77479533e-01,2.40703541e-04,5.95798507e+02
90.00000,9.77878428e-01,2.40942726e-04,5.96522687e+02
91.00000,9.78276398e-01,2.41181782e-04,5.97247101e+02
92.00000,9.78673451e-01,2.41420710e-04,5.97971746e+02
93.00000,9.79069593e-01,2.41659514e-04,5.98696620e+02
94.00000,9.79464833e-01,2.41898197e-04,5.99421719e+02
95.00000,9.79859177e-01,2.42136762e-04,6.00147042e+02
96.00000,9.80252634e-01,2.42375212e-04,6.00872585e+02
97.00000,9.80645209e-01,2.42613551e-04,6.01598347e+02
98.00000,9.81036912e-01,2.42851781e-04,6.02324323e+02
99.00000,9.81427749e-01,2.43089907e-04,6.03050513e+02
100.00000,9.81817727e-01,2.43327930e-04,6.03776913e+02
