"pressure [MPa]","density [g/ml]","viscosity [Pa*s]","enthalpy [kJ/kg]"
1.64000,4.49087222e-03,2.96989616e-05,3.53105808e+03
1.65000,4.51856245e-03,2.96992641e-05,3.53095855e+03
1.66000,4.54625648e-03,2.96995670e-05,3.53085900e+03
1.67000,4.57395430e-03,2.96998704e-05,3.53075944e+03
1.68000,4.60165592e-03,2.97001741e-05,3.53065987e+03
1.69000,4.62936166e-03,2.97004782e-05,3.53056029e+03
1.70000,4.65707087e-03,2.97007828e-05,3.53046070e+03
1.71000,4.68478387e-03,2.97010877e-05,3.53036110e+03
1.72000,4.71250068e-03,2.97013930e-05,3.53026149e+03
1.73000,4.74022128e-03,2.97016987e-05,3.53016187e+03
1.74000,4.76794569e-03,2.97020048e-05,3.53006224e+03
1.75000,4.79567391e-03,2.97023113e-05,3.52996260e+03
1.76000,4.82340593e-03,2.97026183e-05,3.52986295e+03
1.77000,4.85114175e-03,2.97029256e-05,3.52976328e+03
1.78000,4.87888138e-03,2.97032333e-05,3.52966361e+03
1.79000,4.90662483e-03,2.97035414e-05,3.52956392e+03
1.80000,4.93437208e-03,2.97038499e-05,3.52946423e+03
1.81000,4.96212314e-03,2.97041588e-05,3.52936452e+03
1.82000,4.98987835e-03,2.97044680e-05,3.52926480e+03
1.83000,5.01763704e-03,2.97047777e-05,3.52916508e+03
1.84000,5.04539955e-03,2.97050878e-05,3.52906534e+03
1.85000,5.07316587e-03,2.97053983e-05,3.52896559e+03
1.86000,5.10093602e-03,2.97057092e-05,3.52886583e+03
1.87000,5.12870998e-03,2.97060205e-05,3.52876606e+03
1.88000,5.15648777e-03,2.97063322e-05,3.52866628e+03
1.89000,5.18426937e-03,2.97066442e-05,3.52856649e+03
1.90000,5.21205480e-03,2.97069567e-05,3.52846669e+03
1.91000,5.23984406e-03,2.97072696e-05,3.52836687e+03
1.92000,5.26763714e-03,2.97075829e-05,3.52826705e+03
1.93000,5.29543405e-03,2.97078965e-05,3.52816722e+03
1.94000,5.32323512e-03,2.97082106e-05,3.52806737e+03
1.95000,5.35103969e-03,2.97085251e-05,3.52796751e+03
1.96000,5.37884810e-03,2.97088399e-05,3.52786765e+03
1.97000,5.40666033e-03,2.97091552e-05,3.52776777e+03
1.98000,5.43447640e-03,2.97094709e-05,3.52766788e+03
1.99000,5.46229631e-03,2.97097869e-05,3.52756799e+03
2.00000,5.49012005e-03,2.97101034e-05,3.52746808e+03
2.01000,5.51794764e-03,2.97104203e-05,3.52736816e+03
2.02000,5.54577906e-03,2.97107375e-05,3.52726823e+03
2.03000,5.57361432e-03,2.97110552e-05,3.52716828e+03
2.04000,5.60145343e-03,2.97113733e-05,3.52706833e+03
2.05000,5.62929638e-03,2.97116917e-05,3.52696837e+03
2.06000,5.65714318e-03,2.97120106e-05,3.52686840e+03
2.07000,5.68499382e-03,2.97123299e-05,3.52676841e+03
2.08000,5.71284831e-03,2.97126495e-05,3.52666842e+03
2.09000,5.74070665e-03,2.97129696e-05,3.52656841e+03
2.10000,5.76856884e-03,2.97132901e-05,3.52646839e+03
2.11000,5.79643489e-03,2.97136109e-05,3.52636837e+03
2.12000,5.82430478e-03,2.97139322e-05,3.52626833e+03
2.13000,5.85217920e-03,2.97142539e-05,3.52616828e+03
2.14000,5.88005681e-03,2.97145759e-05,3.52606822e+03
2.15000,5.90793828e-03,2.97148984e-05,3.52596815e+03
2.16000,5.93582360e-03,2.97152213e-05,3.52586806e+03
2.17000,5.96371279e-03,2.97155446e-05,3.52576797e+03
2.18000,5.99160584e-03,2.97158682e-05,3.52566787e+03
2.19000,6.01950275e-03,2.97161923e-05,3.52556775e+03
2.20000,6.04740352e-03,2.97165168e-05,3.52546763e+03
2.21000,6.07530817e-03,2.97168417e-05,3.52536749e+03
2.22000,6.10321667e-03,2.97171669e-05,3.52526735e+03
2.23000,6.13112905e-03,2.97174926e-05,3.52516719e+03
2.24000,6.15904530e-03,2.97178187e-05,3.52506702e+03
2.25000,6.18696542e-03,2.97181452e-05,3.52496684e+03
2.26000,6.21488941e-03,2.97184721e-05,3.52486665e+03
2.27000,6.24281728e-03,2.97187994e-05,3.52476645e+03
2.28000,6.27074902e-03,2.97191271e-05,3.52466624e+03
2.29000,6.29868463e-03,2.97194552e-05,3.52456602e+03
2.30000,6.32662413e-03,2.97197836e-05,3.52446578e+03
2.31000,6.35456751e-03,2.97201125e-05,3.52436554e+03
2.32000,6.38251476e-03,2.97204418e-05,3.52426528e+03
2.33000,6.41046590e-03,2.97207716e-05,3.52416502e+03
2.34000,6.43842092e-03,2.97211017e-05,3.52406474e+03
2.35000,6.46637983e-03,2.97214322e-05,3.52396445e+03
2.36000,6.49434262e-03,2.97217631e-05,3.52386415e+03
2.37000,6.52230931e-03,2.97220944e-05,3.52376384e+03
2.38000,6.55028054e-03,2.97224261e-05,3.52366352e+03
2.39000,6.57825501e-03,2.97227582e-05,3.52356319e+03
2.40000,6.60623336e-03,2.97230908e-05,3.52346284e+03
2.41000,6.63421561e-03,2.97234237e-05,3.52336249e+03
2.42000,6.66220175e-03,2.97237570e-05,3.52326213e+03
2.43000,6.69019179e-03,2.97240908e-05,3.52316175e+03
2.44000,6.71818572e-03,2.97244249e-05,3.52306136e+03
2.45000,6.74618355e-03,2.97247595e-05,3.52296097e+03
2.46000,6.77418529e-03,2.97250944e-05,3.52286056e+03
2.47000,6.80219092e-03,2.97254298e-05,3.52276014e+03
2.48000,6.83020046e-03,2.97257655e-05,3.52265971e+03
2.49000,6.85821391e-03,2.97261017e-05,3.52255927e+03
2.50000,6.88623126e-03,2.97264382e-05,3.52245881e+03
2.51000,6.91425251e-03,2.97267752e-05,3.52235835e+03
2.52000,6.94227768e-03,2.97271126e-05,3.52225787e+03
2.53000,6.97030675e-03,2.97274504e-05,3.52215739e+03
2.54000,6.99833974e-03,2.97277886e-05,3.52205689e+03
2.55000,7.02637664e-03,2.97281271e-05,3.52195638e+03
2.56000,7.05441745e-03,2.97284661e-05,3.52185587e+03
2.57000,7.08246218e-03,2.97288055e-05,3.52175534e+03
2.58000,7.11051082e-03,2.97291454e-05,3.52165480e+03
2.59000,7.13856338e-03,2.97294856e-05,3.52155424e+03
2.60000,7.16661987e-03,2.97298262e-05,3.52145368e+03
2.61000,7.19468027e-03,2.97301672e-05,3.52135311e+03
2.62000,7.22274460e-03,2.97305086e-05,3.52125252e+03
2.63000,7.25081352e-03,2.97308505e-05,3.52115192e+03
2.64000,7.27888569e-03,2.97311927e-05,3.52105132e+03
2.65000,7.30696179e-03,2.97315354e-05,3.52095070e+03
2.66000,7.33504182e-03,2.97318784e-05,3.52085007e+03
2.67000,7.36312578e-03,2.97322219e-05,3.52074943e+03
2.68000,7.39121367e-03,2.97325657e-05,3.52064878e+03
2.69000,7.41930550e-03,2.97329100e-05,3.52054811e+03
2.70000,7.44740125e-03,2.97332547e-05,3.52044744e+03
2.71000,7.47550094e-03,2.97335998e-05,3.52034676e+03
2.72000,7.50360457e-03,2.97339453e-05,3.52024606e+03
2.73000,7.53171214e-03,2.97342911e-05,3.52014535e+03
2.74000,7.55982364e-03,2.97346375e-05,3.52004463e+03
2.75000,7.58793909e-03,2.97349842e-05,3.51994390e+03
2.76000,7.61605847e-03,2.97353313e-05,3.51984316e+03
2.77000,7.64418180e-03,2.97356788e-05,3.51974241e+03
2.78000,7.67230908e-03,2.97360267e-05,3.51964165e+03
2.79000,7.70044030e-03,2.97363751e-05,3.51954088e+03
2.80000,7.72857547e-03,2.97367238e-05,3.51944009e+03
2.81000,7.75671459e-03,2.97370730e-05,3.51933929e+03
2.82000,7.78485766e-03,2.97374225e-05,3.51923849e+03
2.83000,7.81300468e-03,2.97377725e-05,3.51913767e+03
2.84000,7.84115565e-03,2.97381229e-05,3.51903684e+03
2.85000,7.86931058e-03,2.97384737e-05,3.51893600e+03
2.86000,7.89746946e-03,2.97388249e-05,3.51883515e+03
2.87000,7.92563231e-03,2.97391765e-05,3.51873428e+03
2.88000,7.95379978e-03,2.97395285e-05,3.51863341e+03
2.89000,7.98197054e-03,2.97398809e-05,3.51853252e+03
2.90000,8.01014526e-03,2.97402338e-05,3.51843162e+03
2.91000,8.03832395e-03,2.97405870e-05,3.51833072e+03
2.92000,8.06650660e-03,2.97409406e-05,3.51822980e+03
2.93000,8.09469322e-03,2.97412947e-05,3.51812887e+03
2.94000,8.12288380e-03,2.97416492e-05,3.51802792e+03
2.95000,8.15107835e-03,2.97420040e-05,3.51792697e+03
2.96000,8.17927687e-03,2.97423593e-05,3.51782601e+03
2.97000,8.20747937e-03,2.97427150e-05,3.51772503e+03
2.98000,8.23568584e-03,2.97430711e-05,3.51762404e+03
2.99000,8.26389628e-03,2.97434276e-05,3.51752305e+03
3.00000,8.29211070e-03,2.97437845e-05,3.51742204e+03
3.01000,8.32032909e-03,2.97441419e-05,3.51732102e+03
3.02000,8.34855147e-03,2.97444996e-05,3.51721999e+03
3.03000,8.37677782e-03,2.97448578e-05,3.51711894e+03
3.04000,8.40500816e-03,2.97452163e-05,3.51701789e+03
3.05000,8.43324247e-03,2.97455753e-05,3.51691682e+03
3.06000,8.46148078e-03,2.97459347e-05,3.51681575e+03
3.07000,8.48972307e-03,2.97462945e-05,3.51671466e+03
3.08000,8.51796934e-03,2.97466547e-05,3.51661356e+03
3.09000,8.54621961e-03,2.97470153e-05,3.51651245e+03
3.10000,8.57447386e-03,2.97473763e-05,3.51641132e+03
3.11000,8.60273211e-03,2.97477377e-05,3.51631019e+03
3.12000,8.63099435e-03,2.97480996e-05,3.51620905e+03
3.13000,8.65926126e-03,2.97484619e-05,3.51610789e+03
3.14000,8.68753148e-03,2.97488245e-05,3.51600672e+03
3.15000,8.71580571e-03,2.97491876e-05,3.51590554e+03
3.16000,8.74408394e-03,2.97495511e-05,3.51580435e+03
3.17000,8.77236616e-03,2.97499150e-05,3.51570315e+03
3.18000,8.80065239e-03,2.97502793e-05,3.51560194e+03
3.19000,8.82894262e-03,2.97506440e-05,3.51550071e+03
3.20000,8.85723686e-03,2.97510092e-05,3.51539948e+03
3.21000,8.88553510e-03,2.97513747e-05,3.51529823e+03
3.22000,8.91383734e-03,2.97517407e-05,3.51519697e+03
3.23000,8.94214360e-03,2.97521071e-05,3.51509570e+03
3.24000,8.97045387e-03,2.97524738e-05,3.51499442e+03
3.25000,8.99876814e-03,2.97528410e-05,3.51489313e+03
3.26000,9.02708644e-03,2.97532086e-05,3.51479183e+03
3.27000,9.05540874e-03,2.97535767e-05,3.51469051e+03
3.28000,9.08373506e-03,2.97539451e-05,3.51458919e+03
3.29000,9.11206540e-03,2.97543139e-05,3.51448785e+03
3.30000,9.14039976e-03,2.97546832e-05,3.51438650e+03
3.31000,9.16873814e-03,2.97550529e-05,3.51428514e+03
3.32000,9.19708054e-03,2.97554230e-05,3.51418377e+03
3.33000,9.22542696e-03,2.97557935e-05,3.51408238e+03
3.34000,9.25377740e-03,2.97561644e-05,3.51398099e+03
3.35000,9.28213188e-03,2.97565357e-05,3.51387958e+03
3.36000,9.31049038e-03,2.97569074e-05,3.51377816e+03
3.37000,9.33885291e-03,2.97572796e-05,3.51367673e+03
3.38000,9.36722014e-03,2.97576522e-05,3.51357529e+03
3.39000,9.39559073e-03,2.97580252e-05,3.51347384e+03
3.40000,9.42396536e-03,2.97583985e-05,3.51337237e+03
3.41000,9.45234402e-03,2.97587724e-05,3.51327090e+03
3.42000,9.48072671e-03,2.97591466e-05,3.51316941e+03
3.43000,9.50911345e-03,2.97595212e-05,3.51306791e+03
3.44000,9.53750422e-03,2.97598963e-05,3.51296640e+03
3.45000,9.56589903e-03,2.97602717e-05,3.51286488e+03
3.46000,9.59429788e-03,2.97606476e-05,3.51276335e+03
3.47000,9.62270078e-03,2.97610239e-05,3.51266181e+03
3.48000,9.65110772e-03,2.97614006e-05,3.51256025e+03
3.49000,9.67951871e-03,2.97617777e-05,3.51245868e+03
3.50000,9.70793375e-03,2.97621553e-05,3.51235711e+03
3.51000,9.73635283e-03,2.97625332e-05,3.51225552e+03
3.52000,9.76477597e-03,2.97629116e-05,3.51215391e+03
3.53000,9.79320316e-03,2.97632904e-05,3.51205230e+03
3.54000,9.82163440e-03,2.97636696e-05,3.51195068e+03
3.55000,9.85006970e-03,2.97640492e-05,3.51184904e+03
3.56000,9.87850905e-03,2.97644292e-05,3.51174739e+03
3.57000,9.90695246e-03,2.97648097e-05,3.51164573e+03
3.58000,9.93539993e-03,2.97651906e-05,3.51154406e+03
3.59000,9.96385146e-03,2.97655718e-05,3.51144238e+03
3.60000,9.99230705e-03,2.97659535e-05,3.51134069e+03
3.61000,1.00207667e-02,2.97663356e-05,3.51123898e+03
3.62000,1.00492304e-02,2.97667182e-05,3.51113726e+03
3.63000,1.00776989e-02,2.97671011e-05,3.51103553e+03
3.64000,1.01061708e-02,2.97674845e-05,3.51093379e+03
3.65000,1.01346467e-02,2.97678683e-05,3.51083204e+03
3.66000,1.01631267e-02,2.97682525e-05,3.51073028e+03
3.67000,1.01916108e-02,2.97686371e-05,3.51062850e+03
3.68000,1.02200989e-02,2.97690221e-05,3.51052672e+03
3.69000,1.02485911e-02,2.97694075e-05,3.51042492e+03
3.70000,1.02770874e-02,2.97697934e-05,3.51032311e+03
3.71000,1.03055878e-02,2.97701797e-05,3.51022129e+03
3.72000,1.03340922e-02,2.97705664e-05,3.51011945e+03
3.73000,1.03626008e-02,2.97709535e-05,3.51001761e+03
3.74000,1.03911134e-02,2.97713410e-05,3.50991575e+03
3.75000,1.04196301e-02,2.97717290e-05,3.50981389e+03
3.76000,1.04481509e-02,2.97721174e-05,3.50971201e+03
3.77000,1.04766758e-02,2.97725061e-05,3.50961012e+03
3.78000,1.05052047e-02,2.97728953e-05,3.50950821e+03
3.79000,1.05337378e-02,2.97732850e-05,3.50940630e+03
3.80000,1.05622749e-02,2.97736750e-05,3.50930437e+03
3.81000,1.05908162e-02,2.97740655e-05,3.50920243e+03
3.82000,1.06193615e-02,2.97744563e-05,3.50910049e+03
3.83000,1.06479109e-02,2.97748476e-05,3.50899852e+03
3.84000,1.06764645e-02,2.97752394e-05,3.50889655e+03
3.85000,1.07050221e-02,2.97756315e-05,3.50879457e+03
3.86000,1.07335838e-02,2.97760240e-05,3.50869257e+03
3.87000,1.07621496e-02,2.97764170e-05,3.50859056e+03
3.88000,1.07907203e-02,2.97768104e-05,3.50848854e+03
3.89000,1.08192943e-02,2.97772042e-05,3.50838651e+03
3.90000,1.08478724e-02,2.97775985e-05,3.50828447e+03
3.91000,1.08764547e-02,2.97779931e-05,3.50818241e+03
3.92000,1.09050410e-02,2.97783882e-05,3.50808035e+03
3.93000,1.09336315e-02,2.97787837e-05,3.50797827e+03
3.94000,1.09622261e-02,2.97791796e-05,3.50787618e+03
3.95000,1.09908248e-02,2.97795759e-05,3.50777408e+03
3.96000,1.10194276e-02,2.97799726e-05,3.50767196e+03
3.97000,1.10480345e-02,2.97803698e-05,3.50756984e+03
3.98000,1.10766456e-02,2.97807674e-05,3.50746770e+03
3.99000,1.11052608e-02,2.97811654e-05,3.50736556e+03
4.00000,1.11338801e-02,2.97815638e-05,3.50726339e+03
4.01000,1.11625041e-02,2.97819627e-05,3.50716122e+03
4.02000,1.11911310e-02,2.97823620e-05,3.50705904e+03
4.03000,1.12197633e-02,2.97827617e-05,3.50695684e+03
4.04000,1.12483984e-02,2.97831618e-05,3.50685464e+03
4.05000,1.12770390e-02,2.97835623e-05,3.50675242e+03
4.06000,1.13056824e-02,2.97839633e-05,3.50665019e+03
4.07000,1.13343313e-02,2.97843647e-05,3.50654794e+03
4.08000,1.13629829e-02,2.97847664e-05,3.50644569e+03
4.09000,1.13916400e-02,2.97851687e-05,3.50634342e+03
4.10000,1.14202999e-02,2.97855713e-05,3.50624115e+03
4.11000,1.14489653e-02,2.97859744e-05,3.50613885e+03
4.12000,1.14776335e-02,2.97863779e-05,3.50603656e+03
4.13000,1.15063072e-02,2.97867818e-05,3.50593424e+03
4.14000,1.15349837e-02,2.97871861e-05,3.50583192e+03
4.15000,1.15636656e-02,2.97875909e-05,3.50572958e+03
4.16000,1.15923504e-02,2.97879960e-05,3.50562723e+03
4.17000,1.16210406e-02,2.97884016e-05,3.50552487e+03
4.18000,1.16497337e-02,2.97888076e-05,3.50542250e+03
4.19000,1.16784322e-02,2.97892141e-05,3.50532011e+03
4.20000,1.17071336e-02,2.97896209e-05,3.50521772e+03
4.21000,1.17358404e-02,2.97900282e-05,3.50511531e+03
4.22000,1.17645501e-02,2.97904359e-05,3.50501289e+03
4.23000,1.17932653e-02,2.97908441e-05,3.50491046e+03
4.24000,1.18219832e-02,2.97912526e-05,3.50480802e+03
4.25000,1.18507067e-02,2.97916616e-05,3.50470556e+03
4.26000,1.18794344e-02,2.97920710e-05,3.50460309e+03
4.27000,1.19081648e-02,2.97924808e-05,3.50450061e+03
4.28000,1.19369008e-02,2.97928911e-05,3.50439812e+03
4.29000,1.19656396e-02,2.97933018e-05,3.50429562e+03
4.30000,1.19943839e-02,2.97937129e-05,3.50419310e+03
4.31000,1.20231310e-02,2.97941244e-05,3.50409058e+03
4.32000,1.20518836e-02,2.97945364e-05,3.50398804e+03
4.33000,1.20806391e-02,2.97949487e-05,3.50388549e+03
4.34000,1.21094000e-02,2.97953615e-05,3.50378292e+03
