"pressure [MPa]","density [g/ml]","viscosity [Pa*s]","enthalpy [kJ/kg]"
25.10000,8.35544393e-02,3.18038475e-05,3.26090846e+03
25.11000,8.35960382e-02,3.18055185e-05,3.26077616e+03
25.12000,8.36376457e-02,3.18071904e-05,3.26064383e+03
25.13000,8.36792537e-02,3.18088629e-05,3.26051152e+03
25.14000,8.37208783e-02,3.18105365e-05,3.26037917e+03
25.15000,8.37625114e-02,3.18122110e-05,3.26024681e+03
25.16000,8.38041531e-02,3.18138863e-05,3.26011443e+03
25.17000,8.38458034e-02,3.18155625e-05,3.25998203e+03
25.18000,8.38874622e-02,3.18172395e-05,3.25984962e+03
25.19000,8.39291296e-02,3.18189175e-05,3.25971720e+03
25.20000,8.39708055e-02,3.18205962e-05,3.25958476e+03
25.21000,8.40124821e-02,3.18222755e-05,3.25945233e+03
25.22000,8.40541752e-02,3.18239560e-05,3.25931987e+03
25.23000,8.40958768e-02,3.18256374e-05,3.25918738e+03
25.24000,8.41375870e-02,3.18273196e-05,3.25905489e+03
25.25000,8.41793059e-02,3.18290026e-05,3.25892238e+03
25.26000,8.42210333e-02,3.18306866e-05,3.25878985e+03
25.27000,8.42627692e-02,3.18323713e-05,3.25865731e+03
25.28000,8.43045138e-02,3.18340570e-05,3.25852476e+03
25.29000,8.43462670e-02,3.18357435e-05,3.25839219e+03
25.30000,8.43880207e-02,3.18374306e-05,3.25825963e+03
25.31000,8.44297911e-02,3.18391188e-05,3.25812703e+03
25.32000,8.44715700e-02,3.18408079e-05,3.25799442e+03
25.33000,8.45133576e-02,3.18424978e-05,3.25786179e+03
25.34000,8.45551537e-02,3.18441887e-05,3.25772915e+03
25.35000,8.45969584e-02,3.18458803e-05,3.25759649e+03
25.36000,8.46387718e-02,3.18475729e-05,3.25746382e+03
25.37000,8.46805938e-02,3.18492663e-05,3.25733113e+03
25.38000,8.47224163e-02,3.18509603e-05,3.25719846e+03
25.39000,8.47642555e-02,3.18526554e-05,3.25706575e+03
25.40000,8.48061033e-02,3.18543514e-05,3.25693302e+03
25.41000,8.48479598e-02,3.18560483e-05,3.25680027e+03
25.42000,8.48898248e-02,3.18577460e-05,3.25666751e+03
25.43000,8.49316985e-02,3.18594446e-05,3.25653474e+03
25.44000,8.49735808e-02,3.18611441e-05,3.25640195e+03
25.45000,8.50154717e-02,3.18628444e-05,3.25626915e+03
25.46000,8.50573633e-02,3.18645453e-05,3.25613636e+03
25.47000,8.50992714e-02,3.18662473e-05,3.25600353e+03
25.48000,8.51411883e-02,3.18679503e-05,3.25587068e+03
25.49000,8.51831137e-02,3.18696541e-05,3.25573782e+03
25.50000,8.52250478e-02,3.18713587e-05,3.25560495e+03
25.51000,8.52669906e-02,3.18730643e-05,3.25547206e+03
25.52000,8.53089420e-02,3.18747707e-05,3.25533916e+03
25.53000,8.53509020e-02,3.18764780e-05,3.25520624e+03
25.54000,8.53928707e-02,3.18781861e-05,3.25507331e+03
25.55000,8.54348401e-02,3.18798948e-05,3.25494038e+03
25.56000,8.54768261e-02,3.18816047e-05,3.25480742e+03
25.57000,8.55188208e-02,3.18833154e-05,3.25467445e+03
25.58000,8.55608241e-02,3.18850270e-05,3.25454146e+03
25.59000,8.56028361e-02,3.18867395e-05,3.25440845e+03
25.60000,8.56448567e-02,3.18884529e-05,3.25427543e+03
25.61000,8.56868861e-02,3.18901671e-05,3.25414240e+03
25.62000,8.57289241e-02,3.18918822e-05,3.25400935e+03
25.63000,8.57709627e-02,3.18935979e-05,3.25387631e+03
25.64000,8.58130181e-02,3.18953147e-05,3.25374323e+03
25.65000,8.58550821e-02,3.18970325e-05,3.25361014e+03
25.66000,8.58971548e-02,3.18987511e-05,3.25347703e+03
25.67000,8.59392362e-02,3.19004705e-05,3.25334391e+03
25.68000,8.59813263e-02,3.19021909e-05,3.25321078e+03
25.69000,8.60234250e-02,3.19039121e-05,3.25307763e+03
25.70000,8.60655325e-02,3.19056342e-05,3.25294446e+03
25.71000,8.61076406e-02,3.19073568e-05,3.25281131e+03
25.72000,8.61497655e-02,3.19090807e-05,3.25267811e+03
25.73000,8.61918990e-02,3.19108054e-05,3.25254491e+03
25.74000,8.62340413e-02,3.19125310e-05,3.25241168e+03
25.75000,8.62761922e-02,3.19142574e-05,3.25227845e+03
25.76000,8.63183519e-02,3.19159848e-05,3.25214519e+03
25.77000,8.63605202e-02,3.19177130e-05,3.25201193e+03
25.78000,8.64026973e-02,3.19194421e-05,3.25187865e+03
25.79000,8.64448831e-02,3.19211720e-05,3.25174535e+03
25.80000,8.64870696e-02,3.19229026e-05,3.25161207e+03
25.81000,8.65292728e-02,3.19246343e-05,3.25147874e+03
25.82000,8.65714847e-02,3.19263669e-05,3.25134541e+03
25.83000,8.66137054e-02,3.19281004e-05,3.25121205e+03
25.84000,8.66559348e-02,3.19298347e-05,3.25107869e+03
25.85000,8.66981729e-02,3.19315700e-05,3.25094530e+03
25.86000,8.67404198e-02,3.19333061e-05,3.25081191e+03
25.87000,8.67826754e-02,3.19350431e-05,3.25067850e+03
25.88000,8.68249317e-02,3.19367806e-05,3.25054510e+03
25.89000,8.68672047e-02,3.19385194e-05,3.25041166e+03
25.90000,8.69094865e-02,3.19402590e-05,3.25027820e+03
25.91000,8.69517771e-02,3.19419995e-05,3.25014474e+03
25.92000,8.69940764e-02,3.19437409e-05,3.25001125e+03
25.93000,8.70363844e-02,3.19454832e-05,3.24987776e+03
25.94000,8.70787012e-02,3.19472264e-05,3.24974424e+03
25.95000,8.71210267e-02,3.19489704e-05,3.24961072e+03
25.96000,8.71633530e-02,3.19507150e-05,3.24947720e+03
25.97000,8.72056960e-02,3.19524608e-05,3.24934365e+03
25.98000,8.72480479e-02,3.19542075e-05,3.24921008e+03
25.99000,8.72904084e-02,3.19559551e-05,3.24907649e+03
26.00000,8.73327778e-02,3.19577035e-05,3.24894289e+03
26.01000,8.73751559e-02,3.19594529e-05,3.24880928e+03
26.02000,8.74175428e-02,3.19612031e-05,3.24867565e+03
26.03000,8.74599385e-02,3.19629542e-05,3.24854201e+03
26.04000,8.75023429e-02,3.19647062e-05,3.24840836e+03
26.05000,8.75447480e-02,3.19664588e-05,3.24827471e+03
26.06000,8.75871700e-02,3.19682125e-05,3.24814103e+03
26.07000,8.76296008e-02,3.19699672e-05,3.24800733e+03
26.08000,8.76720404e-02,3.19717227e-05,3.24787361e+03
26.09000,8.77144887e-02,3.19734791e-05,3.24773988e+03
26.10000,8.77569458e-02,3.19752364e-05,3.24760614e+03
26.11000,8.77994118e-02,3.19769946e-05,3.24747238e+03
26.12000,8.78418865e-02,3.19787537e-05,3.24733861e+03
26.13000,8.78843619e-02,3.19805134e-05,3.24720485e+03
26.14000,8.79268543e-02,3.19822742e-05,3.24707105e+03
26.15000,8.79693554e-02,3.19840360e-05,3.24693724e+03
26.16000,8.80118653e-02,3.19857986e-05,3.24680341e+03
26.17000,8.80543841e-02,3.19875621e-05,3.24666956e+03
26.18000,8.80969116e-02,3.19893265e-05,3.24653571e+03
26.19000,8.81394480e-02,3.19910918e-05,3.24640183e+03
26.20000,8.81819932e-02,3.19928580e-05,3.24626795e+03
26.21000,8.82245391e-02,3.19946248e-05,3.24613407e+03
26.22000,8.82671019e-02,3.19963927e-05,3.24600016e+03
26.23000,8.83096735e-02,3.19981616e-05,3.24586623e+03
26.24000,8.83522540e-02,3.19999314e-05,3.24573228e+03
26.25000,8.83948433e-02,3.20017020e-05,3.24559832e+03
26.26000,8.84374414e-02,3.20034735e-05,3.24546435e+03
26.27000,8.84800484e-02,3.20052460e-05,3.24533036e+03
26.28000,8.85226642e-02,3.20070193e-05,3.24519636e+03
26.29000,8.85652888e-02,3.20087935e-05,3.24506234e+03
26.30000,8.86079141e-02,3.20105683e-05,3.24492834e+03
26.31000,8.86505565e-02,3.20123443e-05,3.24479429e+03
26.32000,8.86932076e-02,3.20141212e-05,3.24466024e+03
26.33000,8.87358676e-02,3.20158989e-05,3.24452616e+03
26.34000,8.87785365e-02,3.20176776e-05,3.24439207e+03
26.35000,8.88212142e-02,3.20194572e-05,3.24425797e+03
26.36000,8.88639008e-02,3.20212377e-05,3.24412385e+03
26.37000,8.89065962e-02,3.20230190e-05,3.24398972e+03
26.38000,8.89492923e-02,3.20248010e-05,3.24385560e+03
26.39000,8.89920054e-02,3.20265841e-05,3.24372144e+03
26.40000,8.90347275e-02,3.20283682e-05,3.24358727e+03
26.41000,8.90774583e-02,3.20301531e-05,3.24345308e+03
26.42000,8.91201981e-02,3.20319390e-05,3.24331888e+03
26.43000,8.91629467e-02,3.20337257e-05,3.24318466e+03
26.44000,8.92057042e-02,3.20355134e-05,3.24305043e+03
26.45000,8.92484705e-02,3.20373019e-05,3.24291618e+03
26.46000,8.92912376e-02,3.20390910e-05,3.24278195e+03
26.47000,8.93340218e-02,3.20408813e-05,3.24264767e+03
26.48000,8.93768148e-02,3.20426726e-05,3.24251338e+03
26.49000,8.94196167e-02,3.20444647e-05,3.24237908e+03
26.50000,8.94624275e-02,3.20462577e-05,3.24224476e+03
26.51000,8.95052471e-02,3.20480517e-05,3.24211043e+03
26.52000,8.95480757e-02,3.20498465e-05,3.24197608e+03
26.53000,8.95909132e-02,3.20516422e-05,3.24184172e+03
26.54000,8.96337596e-02,3.20534388e-05,3.24170735e+03
26.55000,8.96766067e-02,3.20552360e-05,3.24157298e+03
26.56000,8.97194708e-02,3.20570345e-05,3.24143858e+03
26.57000,8.97623439e-02,3.20588338e-05,3.24130416e+03
26.58000,8.98052259e-02,3.20606340e-05,3.24116973e+03
26.59000,8.98481168e-02,3.20624352e-05,3.24103528e+03
26.60000,8.98910166e-02,3.20642372e-05,3.24090082e+03
26.61000,8.99339254e-02,3.20660402e-05,3.24076635e+03
26.62000,8.99768430e-02,3.20678440e-05,3.24063186e+03
26.63000,9.00197614e-02,3.20696484e-05,3.24049738e+03
26.64000,9.00626969e-02,3.20714541e-05,3.24036286e+03
26.65000,9.01056413e-02,3.20732606e-05,3.24022833e+03
26.66000,9.01485947e-02,3.20750681e-05,3.24009378e+03
26.67000,9.01915570e-02,3.20768765e-05,3.23995922e+03
26.68000,9.02345282e-02,3.20786857e-05,3.23982464e+03
26.69000,9.02775084e-02,3.20804959e-05,3.23969005e+03
26.70000,9.03204975e-02,3.20823070e-05,3.23955545e+03
26.71000,9.03634873e-02,3.20841186e-05,3.23942086e+03
26.72000,9.04064943e-02,3.20859315e-05,3.23928622e+03
26.73000,9.04495102e-02,3.20877453e-05,3.23915158e+03
26.74000,9.04925351e-02,3.20895600e-05,3.23901692e+03
26.75000,9.05355689e-02,3.20913757e-05,3.23888224e+03
26.76000,9.05786117e-02,3.20931922e-05,3.23874755e+03
26.77000,9.06216634e-02,3.20950096e-05,3.23861285e+03
26.78000,9.06647241e-02,3.20968280e-05,3.23847813e+03
26.79000,9.07077938e-02,3.20986472e-05,3.23834340e+03
26.80000,9.07508642e-02,3.21004670e-05,3.23820867e+03
26.81000,9.07939517e-02,3.21022881e-05,3.23807391e+03
26.82000,9.08370483e-02,3.21041101e-05,3.23793914e+03
26.83000,9.08801538e-02,3.21059329e-05,3.23780435e+03
26.84000,9.09232683e-02,3.21077567e-05,3.23766954e+03
26.85000,9.09663918e-02,3.21095814e-05,3.23753473e+03
26.86000,9.10095242e-02,3.21114071e-05,3.23739989e+03
26.87000,9.10526657e-02,3.21132336e-05,3.23726505e+03
26.88000,9.10958078e-02,3.21150607e-05,3.23713021e+03
26.89000,9.11389672e-02,3.21168890e-05,3.23699534e+03
26.90000,9.11821356e-02,3.21187183e-05,3.23686045e+03
26.91000,9.12253130e-02,3.21205485e-05,3.23672554e+03
26.92000,9.12684994e-02,3.21223795e-05,3.23659062e+03
26.93000,9.13116947e-02,3.21242115e-05,3.23645569e+03
26.94000,9.13548991e-02,3.21260445e-05,3.23632075e+03
26.95000,9.13981125e-02,3.21278783e-05,3.23618578e+03
26.96000,9.14413266e-02,3.21297127e-05,3.23605084e+03
26.97000,9.14845580e-02,3.21315483e-05,3.23591585e+03
26.98000,9.15277984e-02,3.21333849e-05,3.23578084e+03
26.99000,9.15710477e-02,3.21352224e-05,3.23564582e+03
27.00000,9.16143061e-02,3.21370608e-05,3.23551079e+03
27.01000,9.16575736e-02,3.21389001e-05,3.23537575e+03
27.02000,9.17008500e-02,3.21407403e-05,3.23524069e+03
27.03000,9.17441355e-02,3.21425815e-05,3.23510561e+03
27.04000,9.17874299e-02,3.21444236e-05,3.23497052e+03
27.05000,9.18307252e-02,3.21462662e-05,3.23483544e+03
27.06000,9.18740377e-02,3.21481101e-05,3.23470033e+03
27.07000,9.19173593e-02,3.21499549e-05,3.23456520e+03
27.08000,9.19606899e-02,3.21518006e-05,3.23443005e+03
27.09000,9.20040295e-02,3.21536473e-05,3.23429489e+03
27.10000,9.20473781e-02,3.21554949e-05,3.23415972e+03
27.11000,9.20907358e-02,3.21573433e-05,3.23402453e+03
27.12000,9.21341026e-02,3.21591928e-05,3.23388932e+03
27.13000,9.21774701e-02,3.21610427e-05,3.23375413e+03
27.14000,9.22208549e-02,3.21628940e-05,3.23361890e+03
27.15000,9.22642488e-02,3.21647461e-05,3.23348366e+03
27.16000,9.23076518e-02,3.21665992e-05,3.23334840e+03
27.17000,9.23510638e-02,3.21684532e-05,3.23321312e+03
27.18000,9.23944848e-02,3.21703082e-05,3.23307784e+03
27.19000,9.24379149e-02,3.21721640e-05,3.23294253e+03
27.20000,9.24813541e-02,3.21740208e-05,3.23280722e+03
27.21000,9.25247940e-02,3.21758781e-05,3.23267191e+03
27.22000,9.25682513e-02,3.21777368e-05,3.23253657e+03
27.23000,9.26117177e-02,3.21795963e-05,3.23240121e+03
27.24000,9.26551931e-02,3.21814568e-05,3.23226584e+03
27.25000,9.26986777e-02,3.21833181e-05,3.23213045e+03
27.26000,9.27421712e-02,3.21851804e-05,3.23199505e+03
27.27000,9.27856739e-02,3.21870437e-05,3.23185963e+03
27.28000,9.28291857e-02,3.21889078e-05,3.23172420e+03
27.29000,9.28727065e-02,3.21907729e-05,3.23158876e+03
27.30000,9.29162281e-02,3.21926386e-05,3.23145333e+03
27.31000,9.29597671e-02,3.21945055e-05,3.23131786e+03
27.32000,9.30033152e-02,3.21963734e-05,3.23118237e+03
27.33000,9.30468724e-02,3.21982421e-05,3.23104687e+03
27.34000,9.30904387e-02,3.22001119e-05,3.23091135e+03
27.35000,9.31340141e-02,3.22019825e-05,3.23077582e+03
27.36000,9.31775986e-02,3.22038541e-05,3.23064028e+03
27.37000,9.32211922e-02,3.22057265e-05,3.23050472e+03
27.38000,9.32647866e-02,3.22075996e-05,3.23036918e+03
27.39000,9.33083984e-02,3.22094740e-05,3.23023359e+03
27.40000,9.33520193e-02,3.22113492e-05,3.23009799e+03
27.41000,9.33956493e-02,3.22132254e-05,3.22996238e+03
27.42000,9.34392885e-02,3.22151026e-05,3.22982675e+03
27.43000,9.34829367e-02,3.22169806e-05,3.22969111e+03
27.44000,9.35265941e-02,3.22188596e-05,3.22955546e+03
27.45000,9.35702606e-02,3.22207395e-05,3.22941978e+03
27.46000,9.36139279e-02,3.22226200e-05,3.22928413e+03
27.47000,9.36576127e-02,3.22245018e-05,3.22914843e+03
27.48000,9.37013066e-02,3.22263845e-05,3.22901272e+03
27.49000,9.37450096e-02,3.22282681e-05,3.22887699e+03
27.50000,9.37887218e-02,3.22301527e-05,3.22874125e+03
27.51000,9.38324431e-02,3.22320382e-05,3.22860549e+03
27.52000,9.38761735e-02,3.22339247e-05,3.22846972e+03
27.53000,9.39199131e-02,3.22358120e-05,3.22833394e+03
27.54000,9.39636618e-02,3.22377003e-05,3.22819814e+03
27.55000,9.40074113e-02,3.22395892e-05,3.22806236e+03
27.56000,9.40511783e-02,3.22414794e-05,3.22792653e+03
27.57000,9.40949545e-02,3.22433705e-05,3.22779069e+03
27.58000,9.41387398e-02,3.22452625e-05,3.22765484e+03
27.59000,9.41825343e-02,3.22471555e-05,3.22751897e+03
27.60000,9.42263380e-02,3.22490494e-05,3.22738309e+03
27.61000,9.42701508e-02,3.22509442e-05,3.22724719e+03
27.62000,9.43139728e-02,3.22528400e-05,3.22711128e+03
27.63000,9.43577955e-02,3.22547363e-05,3.22697538e+03
27.64000,9.44016358e-02,3.22566340e-05,3.22683945e+03
27.65000,9.44454853e-02,3.22585326e-05,3.22670349e+03
27.66000,9.44893440e-02,3.22604321e-05,3.22656753e+03
27.67000,9.45332118e-02,3.22623326e-05,3.22643155e+03
27.68000,9.45770888e-02,3.22642339e-05,3.22629555e+03
27.69000,9.46209750e-02,3.22661363e-05,3.22615954e+03
27.70000,9.46648704e-02,3.22680395e-05,3.22602352e+03
27.71000,9.47087665e-02,3.22699434e-05,3.22588751e+03
27.72000,9.47526803e-02,3.22718485e-05,3.22575146e+03
27.73000,9.47966032e-02,3.22737546e-05,3.22561539e+03
27.74000,9.48405354e-02,3.22756616e-05,3.22547932e+03
27.75000,9.48844767e-02,3.22775696e-05,3.22534322e+03
27.76000,9.49284272e-02,3.22794785e-05,3.22520711e+03
27.77000,9.49723869e-02,3.22813883e-05,3.22507099e+03
27.78000,9.50163559e-02,3.22832991e-05,3.22493486e+03
27.79000,9.50603340e-02,3.22852109e-05,3.22479871e+03
27.80000,9.51043130e-02,3.22871232e-05,3.22466257e+03
27.81000,9.51483095e-02,3.22890368e-05,3.22452639e+03
27.82000,9.51923153e-02,3.22909513e-05,3.22439020e+03
27.83000,9.52363303e-02,3.22928668e-05,3.22425400e+03
27.84000,9.52803545e-02,3.22947832e-05,3.22411778e+03
27.85000,9.53243879e-02,3.22967006e-05,3.22398154e+03
27.86000,9.53684305e-02,3.22986189e-05,3.22384530e+03
27.87000,9.54124824e-02,3.23005382e-05,3.22370903e+03
27.88000,9.54565351e-02,3.23024580e-05,3.22357279e+03
27.89000,9.55006054e-02,3.23043792e-05,3.22343650e+03
27.90000,9.55446850e-02,3.23063013e-05,3.22330019e+03
27.91000,9.55887738e-02,3.23082243e-05,3.22316387e+03
27.92000,9.56328718e-02,3.23101483e-05,3.22302754e+03
27.93000,9.56769791e-02,3.23120732e-05,3.22289120e+03
27.94000,9.57210956e-02,3.23139991e-05,3.22275484e+03
27.95000,9.57652213e-02,3.23159259e-05,3.22261846e+03
27.96000,9.58093479e-02,3.23178533e-05,3.22248210e+03
27.97000,9.58534922e-02,3.23197820e-05,3.22234570e+03
27.98000,9.58976457e-02,3.23217117e-05,3.22220928e+03
27.99000,9.59418084e-02,3.23236423e-05,3.22207285e+03
28.00000,9.59859805e-02,3.23255739e-05,3.22193641e+03
28.01000,9.60301617e-02,3.23275064e-05,3.22179995e+03
28.02000,9.60743523e-02,3.23294398e-05,3.22166348e+03
28.03000,9.61185521e-02,3.23313742e-05,3.22152699e+03
28.04000,9.61627611e-02,3.23333096e-05,3.22139049e+03
28.05000,9.62069710e-02,3.23352455e-05,3.22125401e+03
28.06000,9.62511987e-02,3.23371827e-05,3.22111748e+03
28.07000,9.62954355e-02,3.23391209e-05,3.22098094e+03
28.08000,9.63396817e-02,3.23410601e-05,3.22084438e+03
28.09000,9.63839371e-02,3.23430002e-05,3.22070781e+03
28.10000,9.64282018e-02,3.23449412e-05,3.22057123e+03
28.11000,9.64724758e-02,3.23468832e-05,3.22043463e+03
28.12000,9.65167591e-02,3.23488262e-05,3.22029802e+03
28.13000,9.65610432e-02,3.23507697e-05,3.22016142e+03
28.14000,9.66053451e-02,3.23527146e-05,3.22002478e+03
28.15000,9.66496563e-02,3.23546604e-05,3.21988813e+03
28.16000,9.66939767e-02,3.23566072e-05,3.21975146e+03
28.17000,9.67383065e-02,3.23585549e-05,3.21961478e+03
28.18000,9.67826455e-02,3.23605035e-05,3.21947808e+03
28.19000,9.68269939e-02,3.23624532e-05,3.21934137e+03
28.20000,9.68713515e-02,3.23644037e-05,3.21920465e+03
28.21000,9.69157100e-02,3.23663549e-05,3.21906794e+03
28.22000,9.69600863e-02,3.23683074e-05,3.21893119e+03
28.23000,9.70044719e-02,3.23702608e-05,3.21879442e+03
28.24000,9.70488668e-02,3.23722152e-05,3.21865764e+03
28.25000,9.70932710e-02,3.23741706e-05,3.21852085e+03
28.26000,9.71376845e-02,3.23761269e-05,3.21838404e+03
28.27000,9.71821074e-02,3.23780842e-05,3.21824722e+03
28.28000,9.72265396e-02,3.23800424e-05,3.21811039e+03
28.29000,9.72709811e-02,3.23820016e-05,3.21797354e+03
28.30000,9.73154235e-02,3.23839613e-05,3.21783670e+03
28.31000,9.73598836e-02,3.23859224e-05,3.21769983e+03
28.32000,9.74043531e-02,3.23878845e-05,3.21756294e+03
28.33000,9.74488320e-02,3.23898475e-05,3.21742603e+03
28.34000,9.74933201e-02,3.23918115e-05,3.21728911e+03
28.35000,9.75378177e-02,3.23937764e-05,3.21715218e+03
28.36000,9.75823245e-02,3.23957423e-05,3.21701524e+03
28.37000,9.76268407e-02,3.23977091e-05,3.21687828e+03
28.38000,9.76713578e-02,3.23996766e-05,3.21674133e+03
28.39000,9.77158927e-02,3.24016453e-05,3.21660434e+03
28.40000,9.77604370e-02,3.24036151e-05,3.21646734e+03
28.41000,9.78049906e-02,3.24055858e-05,3.21633032e+03
28.42000,9.78495536e-02,3.24075574e-05,3.21619329e+03
28.43000,9.78941259e-02,3.24095300e-05,3.21605625e+03
28.44000,9.79387076e-02,3.24115036e-05,3.21591919e+03
28.45000,9.79832987e-02,3.24134781e-05,3.21578212e+03
28.46000,9.80278906e-02,3.24154533e-05,3.21564506e+03
28.47000,9.80725004e-02,3.24174297e-05,3.21550796e+03
28.48000,9.81171195e-02,3.24194072e-05,3.21537085e+03
28.49000,9.81617481e-02,3.24213855e-05,3.21523373e+03
28.50000,9.82063860e-02,3.24233649e-05,3.21509659e+03
28.51000,9.82510333e-02,3.24253452e-05,3.21495943e+03
28.52000,9.82956900e-02,3.24273265e-05,3.21482226e+03
28.53000,9.83403561e-02,3.24293088e-05,3.21468508e+03
28.54000,9.83850315e-02,3.24312920e-05,3.21454789e+03
28.55000,9.84297079e-02,3.24332758e-05,3.21441070e+03
28.56000,9.84744021e-02,3.24352609e-05,3.21427348e+03
28.57000,9.85191057e-02,3.24372470e-05,3.21413624e+03
28.58000,9.85638187e-02,3.24392341e-05,3.21399899e+03
28.59000,9.86085412e-02,3.24412222e-05,3.21386172e+03
28.60000,9.86532730e-02,3.24432112e-05,3.21372445e+03
28.61000,9.86980142e-02,3.24452012e-05,3.21358715e+03
28.62000,9.87427649e-02,3.24471921e-05,3.21344985e+03
28.63000,9.87875164e-02,3.24491837e-05,3.21331255e+03
28.64000,9.88322858e-02,3.24511765e-05,3.21317522e+03
28.65000,9.88770647e-02,3.24531704e-05,3.21303787e+03
28.66000,9.89218530e-02,3.24551652e-05,3.21290051e+03
28.67000,9.89666507e-02,3.24571610e-05,3.21276313e+03
28.68000,9.90114578e-02,3.24591578e-05,3.21262574e+03
28.69000,9.90562743e-02,3.24611555e-05,3.21248834e+03
28.70000,9.91011003e-02,3.24631542e-05,3.21235092e+03
28.71000,9.91459271e-02,3.24651535e-05,3.21221352e+03
28.72000,9.91907720e-02,3.24671542e-05,3.21207607e+03
28.73000,9.92356262e-02,3.24691558e-05,3.21193861e+03
28.74000,9.92804899e-02,3.24711584e-05,3.21180114e+03
28.75000,9.93253630e-02,3.24731620e-05,3.21166365e+03
28.76000,9.93702456e-02,3.24751665e-05,3.21152615e+03
28.77000,9.94151376e-02,3.24771720e-05,3.21138864e+03
28.78000,9.94600391e-02,3.24791785e-05,3.21125111e+03
28.79000,9.95049500e-02,3.24811860e-05,3.21111357e+03
28.80000,9.95498617e-02,3.24831940e-05,3.21097604e+03
28.81000,9.95947915e-02,3.24852034e-05,3.21083847e+03
28.82000,9.96397308e-02,3.24872138e-05,3.21070089e+03
28.83000,9.96846795e-02,3.24892251e-05,3.21056330e+03
28.84000,9.97296376e-02,3.24912375e-05,3.21042568e+03
28.85000,9.97746053e-02,3.24932508e-05,3.21028806e+03
28.86000,9.98195824e-02,3.24952651e-05,3.21015042e+03
28.87000,9.98645689e-02,3.24972803e-05,3.21001277e+03
28.88000,9.99095564e-02,3.24992962e-05,3.20987513e+03
28.89000,9.99545618e-02,3.25013134e-05,3.20973745e+03
28.90000,9.99995768e-02,3.25033316e-05,3.20959976e+03
28.91000,1.00044601e-01,3.25053507e-05,3.20946205e+03
28.92000,1.00089635e-01,3.25073709e-05,3.20932433e+03
28.93000,1.00134679e-01,3.25093920e-05,3.20918660e+03
28.94000,1.00179731e-01,3.25114141e-05,3.20904885e+03
28.95000,1.00224794e-01,3.25134372e-05,3.20891109e+03
28.96000,1.00269857e-01,3.25154609e-05,3.20877334e+03
28.97000,1.00314938e-01,3.25174859e-05,3.20863555e+03
28.98000,1.00360029e-01,3.25195119e-05,3.20849775e+03
28.99000,1.00405130e-01,3.25215389e-05,3.20835993e+03
29.00000,1.00450239e-01,3.25235669e-05,3.20822210e+03
29.01000,1.00495359e-01,3.25255959e-05,3.20808426e+03
29.02000,1.00540487e-01,3.25276258e-05,3.20794640e+03
29.03000,1.00585626e-01,3.25296567e-05,3.20780853e+03
29.04000,1.00630774e-01,3.25316886e-05,3.20767064e+03
29.05000,1.00675922e-01,3.25337211e-05,3.20753277e+03
29.06000,1.00721089e-01,3.25357550e-05,3.20739486e+03
29.07000,1.00766266e-01,3.25377899e-05,3.20725693e+03
29.08000,1.00811451e-01,3.25398257e-05,3.20711899e+03
29.09000,1.00856647e-01,3.25418625e-05,3.20698104e+03
29.10000,1.00901852e-01,3.25439003e-05,3.20684307e+03
29.11000,1.00947066e-01,3.25459391e-05,3.20670509e+03
29.12000,1.00992290e-01,3.25479789e-05,3.20656710e+03
29.13000,1.01037515e-01,3.25500193e-05,3.20642912e+03
29.14000,1.01082758e-01,3.25520610e-05,3.20629109e+03
29.15000,1.01128011e-01,3.25541037e-05,3.20615306e+03
29.16000,1.01173273e-01,3.25561474e-05,3.20601501e+03
29.17000,1.01218544e-01,3.25581921e-05,3.20587695e+03
29.18000,1.01263825e-01,3.25602378e-05,3.20573887e+03
29.19000,1.01309116e-01,3.25622845e-05,3.20560078e+03
29.20000,1.01354416e-01,3.25643322e-05,3.20546267e+03
29.21000,1.01399717e-01,3.25663804e-05,3.20532458e+03
29.22000,1.01445037e-01,3.25684301e-05,3.20518645e+03
29.23000,1.01490366e-01,3.25704807e-05,3.20504831e+03
29.24000,1.01535704e-01,3.25725323e-05,3.20491015e+03
29.25000,1.01581052e-01,3.25745849e-05,3.20477197e+03
29.26000,1.01626410e-01,3.25766385e-05,3.20463379e+03
29.27000,1.01671777e-01,3.25786931e-05,3.20449559e+03
29.28000,1.01717153e-01,3.25807487e-05,3.20435738e+03
29.29000,1.01762540e-01,3.25828052e-05,3.20421915e+03
29.30000,1.01807927e-01,3.25848624e-05,3.20408093e+03
29.31000,1.01853332e-01,3.25869209e-05,3.20394268e+03
29.32000,1.01898747e-01,3.25889804e-05,3.20380441e+03
29.33000,1.01944172e-01,3.25910410e-05,3.20366613e+03
29.34000,1.01989606e-01,3.25931025e-05,3.20352784e+03
29.35000,1.02035049e-01,3.25951650e-05,3.20338953e+03
29.36000,1.02080503e-01,3.25972285e-05,3.20325121e+03
29.37000,1.02125965e-01,3.25992930e-05,3.20311287e+03
29.38000,1.02171429e-01,3.26013581e-05,3.20297455e+03
29.39000,1.02216911e-01,3.26034246e-05,3.20283618e+03
29.40000,1.02262403e-01,3.26054921e-05,3.20269781e+03
29.41000,1.02307904e-01,3.26075605e-05,3.20255942e+03
29.42000,1.02353415e-01,3.26096300e-05,3.20242101e+03
29.43000,1.02398935e-01,3.26117004e-05,3.20228259e+03
29.44000,1.02444465e-01,3.26137719e-05,3.20214416e+03
29.45000,1.02490005e-01,3.26158444e-05,3.20200572e+03
