"pressure [MPa]","density [g/ml]","viscosity [Pa*s]","enthalpy [kJ/kg]"
14.80000,4.47992429e-02,3.04854197e-05,3.38926958e+03
14.90000,4.51403400e-02,3.04948007e-05,3.38809985e+03
15.00000,4.54820530e-02,3.05042410e-05,3.38692862e+03
15.10000,4.58243809e-02,3.05137407e-05,3.38575590e+03
15.20000,4.61673227e-02,3.05232999e-05,3.38458170e+03
15.30000,4.65108869e-02,3.05329190e-05,3.38340600e+03
15.40000,4.68550693e-02,3.05425981e-05,3.38222882e+03
15.50000,4.71998786e-02,3.05523375e-05,3.38105014e+03
15.60000,4.75453136e-02,3.05621374e-05,3.37986997e+03
15.70000,4.78913734e-02,3.05719978e-05,3.37868831e+03
15.80000,4.82380666e-02,3.05819192e-05,3.37750514e+03
15.90000,4.85853890e-02,3.05919016e-05,3.37632050e+03
16.00000,4.89333492e-02,3.06019454e-05,3.37513434e+03
16.10000,4.92819463e-02,3.06120508e-05,3.37394668e+03
16.20000,4.96311825e-02,3.06222179e-05,3.37275753e+03
16.30000,4.99810532e-02,3.06324468e-05,3.37156690e+03
16.40000,5.03315741e-02,3.06427381e-05,3.37037475e+03
16.50000,5.06827408e-02,3.06530918e-05,3.36918110e+03
16.60000,5.10345555e-02,3.06635081e-05,3.36798595e+03
16.70000,5.13870203e-02,3.06739873e-05,3.36678930e+03
16.80000,5.17401310e-02,3.06845294e-05,3.36559116e+03
16.90000,5.20939031e-02,3.06951350e-05,3.36439151e+03
17.00000,5.24483322e-02,3.07058042e-05,3.36319035e+03
17.10000,5.28034205e-02,3.07165371e-05,3.36198768e+03
17.20000,5.31591704e-02,3.07273340e-05,3.36078351e+03
17.30000,5.35155773e-02,3.07381950e-05,3.35957787e+03
17.40000,5.38726571e-02,3.07491206e-05,3.35837069e+03
17.50000,5.42304052e-02,3.07601109e-05,3.35716201e+03
17.60000,5.45888240e-02,3.07711661e-05,3.35595182e+03
17.70000,5.49479158e-02,3.07822865e-05,3.35474013e+03
17.80000,5.53076759e-02,3.07934721e-05,3.35352695e+03
17.90000,5.56681204e-02,3.08047235e-05,3.35231225e+03
18.00000,5.60292448e-02,3.08160407e-05,3.35109603e+03
18.10000,5.63910513e-02,3.08274241e-05,3.34987832e+03
18.20000,5.67535423e-02,3.08388739e-05,3.34865909e+03
18.30000,5.71167132e-02,3.08503900e-05,3.34743838e+03
18.40000,5.74805801e-02,3.08619731e-05,3.34621614e+03
18.50000,5.78451385e-02,3.08736233e-05,3.34499239e+03
18.60000,5.82103906e-02,3.08853408e-05,3.34376714e+03
18.70000,5.85763389e-02,3.08971259e-05,3.34254038e+03
18.80000,5.89429786e-02,3.09089786e-05,3.34131213e+03
18.90000,5.93103261e-02,3.09208995e-05,3.34008235e+03
19.00000,5.96783768e-02,3.09328887e-05,3.33885107e+03
19.10000,6.00471329e-02,3.09449465e-05,3.33761828e+03
19.20000,6.04165969e-02,3.09570731e-05,3.33638398e+03
19.30000,6.07867640e-02,3.09692685e-05,3.33514820e+03
19.40000,6.11576508e-02,3.09815334e-05,3.33391088e+03
19.50000,6.15292525e-02,3.09938679e-05,3.33267206e+03
19.60000,6.19015715e-02,3.10062721e-05,3.33143173e+03
19.70000,6.22746103e-02,3.10187465e-05,3.33018990e+03
19.80000,6.26483639e-02,3.10312909e-05,3.32894658e+03
19.90000,6.30228492e-02,3.10439061e-05,3.32770173e+03
20.00000,6.33980612e-02,3.10565921e-05,3.32645538e+03
20.10000,6.37740025e-02,3.10693492e-05,3.32520752e+03
20.20000,6.41506754e-02,3.10821777e-05,3.32395816e+03
20.30000,6.45280752e-02,3.10950775e-05,3.32270731e+03
20.40000,6.49062185e-02,3.11080495e-05,3.32145494e+03
20.50000,6.52851007e-02,3.11210936e-05,3.32020106e+03
20.60000,6.56647241e-02,3.11342100e-05,3.31894568e+03
20.70000,6.60450911e-02,3.11473992e-05,3.31768879e+03
20.80000,6.64261969e-02,3.11606610e-05,3.31643042e+03
20.90000,6.68080585e-02,3.11739962e-05,3.31517053e+03
21.00000,6.71906709e-02,3.11874049e-05,3.31390914e+03
21.10000,6.75740366e-02,3.12008874e-05,3.31264624e+03
21.20000,6.79581581e-02,3.12144438e-05,3.31138185e+03
21.30000,6.83430304e-02,3.12280743e-05,3.31011598e+03
21.40000,6.87286706e-02,3.12417795e-05,3.30884858e+03
21.50000,6.91150739e-02,3.12555596e-05,3.30757968e+03
21.60000,6.95022426e-02,3.12694147e-05,3.30630929e+03
21.70000,6.98901792e-02,3.12833453e-05,3.30503740e+03
21.80000,7.02788788e-02,3.12973511e-05,3.30376403e+03
21.90000,7.06683586e-02,3.13114332e-05,3.30248915e+03
22.00000,7.10586136e-02,3.13255915e-05,3.30121277e+03
22.10000,7.14496463e-02,3.13398262e-05,3.29993489e+03
22.20000,7.18414591e-02,3.13541377e-05,3.29865552e+03
22.30000,7.22340471e-02,3.13685260e-05,3.29737468e+03
22.40000,7.26274275e-02,3.13829918e-05,3.29609233e+03
22.50000,7.30215955e-02,3.13975352e-05,3.29480848e+03
22.60000,7.34165535e-02,3.14121565e-05,3.29352314e+03
22.70000,7.38123039e-02,3.14268560e-05,3.29223632e+03
22.80000,7.42088417e-02,3.14416337e-05,3.29094802e+03
22.90000,7.46061844e-02,3.14564903e-05,3.28965822e+03
23.00000,7.50043269e-02,3.14714260e-05,3.28836693e+03
23.10000,7.54032718e-02,3.14864410e-05,3.28707415e+03
23.20000,7.58030214e-02,3.15015356e-05,3.28577989e+03
23.30000,7.62035706e-02,3.15167098e-05,3.28448417e+03
23.40000,7.66049372e-02,3.15319645e-05,3.28318694e+03
23.50000,7.70071160e-02,3.15472996e-05,3.28188823e+03
23.60000,7.74101095e-02,3.15627156e-05,3.28058804e+03
23.70000,7.78139202e-02,3.15782125e-05,3.27928637e+03
23.80000,7.82185428e-02,3.15937906e-05,3.27798325e+03
23.90000,7.86239952e-02,3.16094506e-05,3.27667862e+03
24.00000,7.90302723e-02,3.16251925e-05,3.27537252e+03
24.10000,7.94373764e-02,3.16410167e-05,3.27406495e+03
24.20000,7.98453102e-02,3.16569234e-05,3.27275590e+03
24.30000,8.02540682e-02,3.16729127e-05,3.27144541e+03
24.40000,8.06636685e-02,3.16889854e-05,3.27013342e+03
24.50000,8.10741059e-02,3.17051415e-05,3.26881996e+03
24.60000,8.14853828e-02,3.17213814e-05,3.26750503e+03
24.70000,8.18975017e-02,3.17377054e-05,3.26618864e+03
24.80000,8.23104572e-02,3.17541134e-05,3.26487081e+03
24.90000,8.27242676e-02,3.17706063e-05,3.26355149e+03
25.00000,8.31389274e-02,3.17871843e-05,3.26223070e+03
25.10000,8.35544393e-02,3.18038475e-05,3.26090846e+03
25.20000,8.39708055e-02,3.18205962e-05,3.25958476e+03
25.30000,8.43880207e-02,3.18374306e-05,3.25825963e+03
25.40000,8.48061033e-02,3.18543514e-05,3.25693302e+03
25.50000,8.52250478e-02,3.18713587e-05,3.25560495e+03
25.60000,8.56448567e-02,3.18884529e-05,3.25427543e+03
25.70000,8.60655325e-02,3.19056342e-05,3.25294446e+03
25.80000,8.64870696e-02,3.19229026e-05,3.25161207e+03
25.90000,8.69094865e-02,3.19402590e-05,3.25027820e+03
26.00000,8.73327778e-02,3.19577035e-05,3.24894289e+03
26.10000,8.77569458e-02,3.19752364e-05,3.24760614e+03
26.20000,8.81819932e-02,3.19928580e-05,3.24626795e+03
26.30000,8.86079141e-02,3.20105683e-05,3.24492834e+03
26.40000,8.90347275e-02,3.20283682e-05,3.24358727e+03
26.50000,8.94624275e-02,3.20462577e-05,3.24224476e+03
26.60000,8.98910166e-02,3.20642372e-05,3.24090082e+03
26.70000,9.03204975e-02,3.20823070e-05,3.23955545e+03
26.80000,9.07508642e-02,3.21004670e-05,3.23820867e+03
26.90000,9.11821356e-02,3.21187183e-05,3.23686045e+03
27.00000,9.16143061e-02,3.21370608e-05,3.23551079e+03
27.10000,9.20473781e-02,3.21554949e-05,3.23415972e+03
27.20000,9.24813541e-02,3.21740208e-05,3.23280722e+03
27.30000,9.29162281e-02,3.21926386e-05,3.23145333e+03
27.40000,9.33520193e-02,3.22113492e-05,3.23009799e+03
27.50000,9.37887218e-02,3.22301527e-05,3.22874125e+03
27.60000,9.42263380e-02,3.22490494e-05,3.22738309e+03
27.70000,9.46648704e-02,3.22680395e-05,3.22602352e+03
27.80000,9.51043130e-02,3.22871232e-05,3.22466257e+03
27.90000,9.55446850e-02,3.23063013e-05,3.22330019e+03
28.00000,9.59859805e-02,3.23255739e-05,3.22193641e+03
28.10000,9.64282018e-02,3.23449412e-05,3.22057123e+03
28.20000,9.68713515e-02,3.23644037e-05,3.21920465e+03
28.30000,9.73154235e-02,3.23839613e-05,3.21783670e+03
28.40000,9.77604370e-02,3.24036151e-05,3.21646734e+03
28.50000,9.82063860e-02,3.24233649e-05,3.21509659e+03
28.60000,9.86532730e-02,3.24432112e-05,3.21372445e+03
28.70000,9.91011003e-02,3.24631542e-05,3.21235092e+03
28.80000,9.95498617e-02,3.24831940e-05,3.21097604e+03
28.90000,9.99995768e-02,3.25033316e-05,3.20959976e+03
29.00000,1.00450239e-01,3.25235669e-05,3.20822210e+03
29.10000,1.00901852e-01,3.25439003e-05,3.20684307e+03
29.20000,1.01354416e-01,3.25643322e-05,3.20546267e+03
29.30000,1.01807927e-01,3.25848624e-05,3.20408093e+03
29.40000,1.02262403e-01,3.26054921e-05,3.20269781e+03
29.50000,1.02717838e-01,3.26262211e-05,3.20131332e+03
29.60000,1.03174235e-01,3.26470500e-05,3.19992747e+03
29.70000,1.03631595e-01,3.26679789e-05,3.19854027e+03
29.80000,1.04089913e-01,3.26890079e-05,3.19715175e+03
29.90000,1.04549209e-01,3.27101380e-05,3.19576185e+03
30.00000,1.05009475e-01,3.27313692e-05,3.19437061e+03
30.10000,1.05470714e-01,3.27527018e-05,3.19297803e+03
30.20000,1.05932929e-01,3.27741361e-05,3.19158411e+03
30.30000,1.06396112e-01,3.27956721e-05,3.19018889e+03
30.40000,1.06860285e-01,3.28173110e-05,3.18879231e+03
30.50000,1.07325439e-01,3.28390526e-05,3.18739440e+03
30.60000,1.07791578e-01,3.28608973e-05,3.18599517e+03
30.70000,1.08258703e-01,3.28828454e-05,3.18459462e+03
30.80000,1.08726809e-01,3.29048969e-05,3.18319278e+03
30.90000,1.09195914e-01,3.29270529e-05,3.18178960e+03
31.00000,1.09666013e-01,3.29493133e-05,3.18038512e+03
31.10000,1.10137107e-01,3.29716784e-05,3.17897933e+03
31.20000,1.10609199e-01,3.29941487e-05,3.17757224e+03
31.30000,1.11082282e-01,3.30167239e-05,3.17616389e+03
31.40000,1.11556375e-01,3.30394054e-05,3.17475421e+03
31.50000,1.12031473e-01,3.30621929e-05,3.17334325e+03
31.60000,1.12507577e-01,3.30850869e-05,3.17193100e+03
31.70000,1.12984690e-01,3.31080877e-05,3.17051747e+03
31.80000,1.13462803e-01,3.31311951e-05,3.16910270e+03
31.90000,1.13941939e-01,3.31544103e-05,3.16768663e+03
32.00000,1.14422089e-01,3.31777334e-05,3.16626929e+03
32.10000,1.14903247e-01,3.32011641e-05,3.16485072e+03
32.20000,1.15385441e-01,3.32247041e-05,3.16343084e+03
32.30000,1.15868638e-01,3.32483520e-05,3.16200976e+03
32.40000,1.16352877e-01,3.32721098e-05,3.16058737e+03
32.50000,1.16838121e-01,3.32959762e-05,3.15916380e+03
32.60000,1.17324393e-01,3.33199523e-05,3.15773899e+03
32.70000,1.17811711e-01,3.33440395e-05,3.15631290e+03
32.80000,1.18300042e-01,3.33682361e-05,3.15488562e+03
32.90000,1.18789424e-01,3.33925444e-05,3.15345707e+03
33.00000,1.19279822e-01,3.34169628e-05,3.15202736e+03
33.10000,1.19771256e-01,3.34414927e-05,3.15059644e+03
33.20000,1.20263748e-01,3.34661351e-05,3.14916425e+03
33.30000,1.20757260e-01,3.34908887e-05,3.14773091e+03
33.40000,1.21251834e-01,3.35157557e-05,3.14629632e+03
33.50000,1.21747432e-01,3.35407343e-05,3.14486060e+03
33.60000,1.22244076e-01,3.35658260e-05,3.14342369e+03
33.70000,1.22741787e-01,3.35910320e-05,3.14198554e+03
33.80000,1.23240527e-01,3.36163507e-05,3.14054628e+03
33.90000,1.23740338e-01,3.36417844e-05,3.13910579e+03
34.00000,1.24241182e-01,3.36673314e-05,3.13766419e+03
34.10000,1.24743081e-01,3.36929930e-05,3.13622143e+03
34.20000,1.25246054e-01,3.37187705e-05,3.13477747e+03
34.30000,1.25750066e-01,3.37446624e-05,3.13333241e+03
34.40000,1.26255157e-01,3.37706708e-05,3.13188617e+03
34.50000,1.26761289e-01,3.37967941e-05,3.13043884e+03
34.60000,1.27268484e-01,3.38230336e-05,3.12899039e+03
34.70000,1.27776762e-01,3.38493906e-05,3.12754076e+03
34.80000,1.28286086e-01,3.38758635e-05,3.12609007e+03
34.90000,1.28796497e-01,3.39024545e-05,3.12463822e+03
35.00000,1.29307956e-01,3.39291620e-05,3.12318532e+03
35.10000,1.29820486e-01,3.39559872e-05,3.12173133e+03
35.20000,1.30334107e-01,3.39829314e-05,3.12027620e+03
35.30000,1.30848781e-01,3.40099931e-05,3.11882004e+03
35.40000,1.31364548e-01,3.40371744e-05,3.11736276e+03
35.50000,1.31881372e-01,3.40644737e-05,3.11590446e+03
35.60000,1.32399272e-01,3.40918922e-05,3.11444510e+03
35.70000,1.32918271e-01,3.41194314e-05,3.11298464e+03
35.80000,1.33438328e-01,3.41470893e-05,3.11152318e+03
35.90000,1.33959487e-01,3.41748685e-05,3.11006064e+03
36.00000,1.34481707e-01,3.42027670e-05,3.10859711e+03
36.10000,1.35005010e-01,3.42307863e-05,3.10713257e+03
36.20000,1.35529417e-01,3.42589277e-05,3.10566696e+03
36.30000,1.36054890e-01,3.42871893e-05,3.10420039e+03
36.40000,1.36581469e-01,3.43155736e-05,3.10273277e+03
36.50000,1.37109114e-01,3.43440787e-05,3.10126422e+03
36.60000,1.37637849e-01,3.43727060e-05,3.09979468e+03
36.70000,1.38167692e-01,3.44014567e-05,3.09832411e+03
36.80000,1.38698606e-01,3.44303291e-05,3.09685263e+03
36.90000,1.39230631e-01,3.44593256e-05,3.09538014e+03
37.00000,1.39763727e-01,3.44884442e-05,3.09390676e+03
37.10000,1.40297917e-01,3.45176864e-05,3.09243243e+03
37.20000,1.40833220e-01,3.45470534e-05,3.09095711e+03
37.30000,1.41369597e-01,3.45765434e-05,3.08948093e+03
37.40000,1.41907089e-01,3.46061588e-05,3.08800378e+03
37.50000,1.42445657e-01,3.46358976e-05,3.08652577e+03
37.60000,1.42985321e-01,3.46657613e-05,3.08504687e+03
37.70000,1.43526102e-01,3.46957512e-05,3.08356703e+03
37.80000,1.44067960e-01,3.47258652e-05,3.08208637e+03
37.90000,1.44610937e-01,3.47561060e-05,3.08060478e+03
38.00000,1.45154992e-01,3.47864714e-05,3.07912238e+03
38.10000,1.45700145e-01,3.48169629e-05,3.07763914e+03
38.20000,1.46246418e-01,3.48475819e-05,3.07615500e+03
38.30000,1.46793770e-01,3.48783262e-05,3.07467009e+03
38.40000,1.47342242e-01,3.49091984e-05,3.07318430e+03
38.50000,1.47891794e-01,3.49401964e-05,3.07169776e+03
38.60000,1.48442446e-01,3.49713217e-05,3.07021042e+03
38.70000,1.48994219e-01,3.50025755e-05,3.06872223e+03
38.80000,1.49547072e-01,3.50339558e-05,3.06723332e+03
38.90000,1.50101047e-01,3.50654652e-05,3.06574358e+03
39.00000,1.50656101e-01,3.50971014e-05,3.06425315e+03
39.10000,1.51212255e-01,3.51288659e-05,3.06276196e+03
39.20000,1.51769531e-01,3.51607601e-05,3.06126998e+03
39.30000,1.52327886e-01,3.51927818e-05,3.05977734e+03
39.40000,1.52887363e-01,3.52249335e-05,3.05828392e+03
39.50000,1.53447918e-01,3.52572131e-05,3.05678985e+03
39.60000,1.54009573e-01,3.52896219e-05,3.05529510e+03
39.70000,1.54572348e-01,3.53221614e-05,3.05379960e+03
39.80000,1.55136201e-01,3.53548293e-05,3.05230350e+03
39.90000,1.55701173e-01,3.53876282e-05,3.05080668e+03
40.00000,1.56267222e-01,3.54205558e-05,3.04930927e+03
40.10000,1.56834369e-01,3.54536135e-05,3.04781123e+03
40.20000,1.57402633e-01,3.54868027e-05,3.04631250e+03
40.30000,1.57971972e-01,3.55201212e-05,3.04481323e+03
40.40000,1.58542428e-01,3.55535715e-05,3.04331330e+03
40.50000,1.59113957e-01,3.55871512e-05,3.04181284e+03
40.60000,1.59686580e-01,3.56208618e-05,3.04031181e+03
40.70000,1.60260317e-01,3.56547047e-05,3.03881017e+03
40.80000,1.60835124e-01,3.56886775e-05,3.03730803e+03
40.90000,1.61411043e-01,3.57227828e-05,3.03580530e+03
41.00000,1.61988031e-01,3.57570183e-05,3.03430211e+03
41.10000,1.62566106e-01,3.57913852e-05,3.03279841e+03
41.20000,1.63145292e-01,3.58258851e-05,3.03129416e+03
41.30000,1.63725541e-01,3.58605154e-05,3.02978948e+03
41.40000,1.64306897e-01,3.58952789e-05,3.02828427e+03
41.50000,1.64889314e-01,3.59301730e-05,3.02677867e+03
41.60000,1.65472812e-01,3.59651991e-05,3.02527263e+03
41.70000,1.66057414e-01,3.60003586e-05,3.02376610e+03
41.80000,1.66643072e-01,3.60356490e-05,3.02225922e+03
41.90000,1.67229829e-01,3.60710729e-05,3.02075188e+03
42.00000,1.67817639e-01,3.61066279e-05,3.01924421e+03
42.10000,1.68406522e-01,3.61423152e-05,3.01773617e+03
42.20000,1.68996499e-01,3.61781364e-05,3.01622772e+03
42.30000,1.69587524e-01,3.62140886e-05,3.01471898e+03
42.40000,1.70179638e-01,3.62501748e-05,3.01320986e+03
42.50000,1.70772796e-01,3.62863922e-05,3.01170048e+03
42.60000,1.71367017e-01,3.63227422e-05,3.01019080e+03
42.70000,1.71962322e-01,3.63592262e-05,3.00868079e+03
42.80000,1.72558663e-01,3.63958414e-05,3.00717056e+03
42.90000,1.73156083e-01,3.64325907e-05,3.00566002e+03
43.00000,1.73754534e-01,3.64694713e-05,3.00414931e+03
43.10000,1.74354037e-01,3.65064845e-05,3.00263837e+03
43.20000,1.74954611e-01,3.65436318e-05,3.00112717e+03
43.30000,1.75556209e-01,3.65809103e-05,2.99961584e+03
43.40000,1.76158873e-01,3.66183228e-05,2.99810427e+03
