energy,energy_mean,energy_var,order,order_mean,order_var
-1.0532,-1.04743,1.10707e-05,0.0064,0.00769715,5.71297e-07
-1.0534,-1.04745,1.12291e-05,0.0066,0.00769324,5.73547e-07
-1.0532,-1.04747,1.12977e-05,0.0064,0.00768866,5.77433e-07
-1.053,-1.04749,1.1472e-05,0.0066,0.00768481,5.79574e-07
-1.053,-1.04751,1.14315e-05,0.0064,0.00768029,5.83343e-07
-1.0532,-1.04753,1.14491e-05,0.0062,0.00767509,5.88973e-07
-1.0532,-1.04755,1.14692e-05,0.006,0.00766924,5.96719e-07
-1.0534,-1.04757,1.15962e-05,0.0062,0.00766412,6.02153e-07
-1.0534,-1.04759,1.14964e-05,0.006,0.00765834,6.09664e-07
-1.0534,-1.04761,1.13903e-05,0.006,0.0076526,6.17063e-07
-1.0536,-1.04763,1.14008e-05,0.0062,0.00764759,6.22207e-07
-1.0536,-1.04765,1.17417e-05,0.0062,0.00764262,6.2726e-07
-1.0536,-1.04767,1.17628e-05,0.0064,0.00763836,6.30391e-07
-1.0536,-1.04769,1.20222e-05,0.0066,0.00763482,6.31913e-07
-1.0536,-1.04771,1.22806e-05,0.0068,0.00763198,6.32129e-07
-1.0538,-1.04774,1.23102e-05,0.007,0.00762984,6.31339e-07
-1.0538,-1.04776,1.24042e-05,0.007,0.00762771,6.30545e-07
-1.054,-1.04778,1.25174e-05,0.0068,0.00762492,6.30725e-07
-1.054,-1.0478,1.26298e-05,0.007,0.00762283,6.29914e-07
-1.0538,-1.04782,1.25422e-05,0.0068,0.00762007,6.30077e-07
-1.0538,-1.04784,1.26864e-05,0.007,0.00761801,6.29254e-07
-1.0538,-1.04786,1.27896e-05,0.0068,0.00761529,6.2938e-07
-1.0538,-1.04788,1.2835e-05,0.007,0.00761325,6.28551e-07
-1.0538,-1.0479,1.28872e-05,0.0072,0.00761189,6.27027e-07
-1.054,-1.04792,1.30214e-05,0.0074,0.00761119,6.25109e-07
-1.054,-1.04794,1.30605e-05,0.0074,0.0076105,6.23202e-07
-1.054,-1.04796,1.3174e-05,0.0074,0.00760981,6.21302e-07
-1.0542,-1.04798,1.31395e-05,0.0076,0.00760978,6.19272e-07
-1.0542,-1.048,1.33025e-05,0.0078,0.0076104,6.17369e-07
-1.0542,-1.04802,1.32531e-05,0.008,0.00761166,6.15861e-07
-1.0544,-1.04804,1.31917e-05,0.0078,0.00761226,6.13982e-07
-1.0544,-1.04806,1.32476e-05,0.0076,0.00761223,6.12006e-07
-1.0546,-1.04808,1.34515e-05,0.0074,0.00761155,6.10179e-07
-1.0548,-1.0481,1.32456e-05,0.0072,0.00761023,6.08763e-07
-1.0548,-1.04812,1.33278e-05,0.0072,0.00760892,6.07349e-07
-1.0548,-1.04814,1.33613e-05,0.007,0.00760699,6.06603e-07
-1.055,-1.04816,1.35649e-05,0.0072,0.0076057,6.05198e-07
